"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Reilly EternaMark Metadata Language (REMML): A Cross-Verifiable Standard Linking DOI, Blockchain, and Hash Provenance","https://scispace.com/paper/the-reilly-eternamark-metadata-language-remml-a-cross-mqzxwoyxecmc","2025","Journal Article","","","10.5281/zenodo.17431202","","&lt;p&gt;The Reilly EternaMark Metadata Language (REMML) defines the metadata core of the Reilly EternaMark Protocol (REM), a dual-layer permanence framework linking blockchain timestamping, DOI archiving, and cryptographic hashing into one verifiable system of digital provenance.&lt;/p&gt; &lt;p&gt;REMML (Reilly EternaMark Metadata Language) v1.0 is a programming language where cryptographic permanence, provenance, and verification are first-class primitives. This specification defines the complete language including type system (permanent&lt;T&gt;, verifiable&lt;T&gt;, witnessed&lt;T&gt;), core operations (preserve(), timestamp(), verify(), attest()), standard library, AI-specific features, and formal semantics. Co-created by Lawrence John Reilly Jr and Claude AI, REMML enables AI systems to create permanently verifiable records across blockchain, DOI archives, and distributed systems. This is the first programming language specification designed for gatekeeper-free knowledge preservation&lt;/p&gt; &lt;p&gt;REMML introduces a cross-verifiable JSON-LD schema that unifies:&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Data Integrity: SHA-256 content hash verification.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Blockchain Proof: Timestamp and TXID on the Bitcoin network via OpenTimestamps.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Institutional Persistence: DOI registration within scholarly or institutional archives.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Designed for long-term verification and interoperability, REMML aligns with DataCite, W3C PROV, ISO OAIS, and IETF SCITT standards.&lt;/p&gt; &lt;p&gt;It includes schema definitions, manifest templates, verification algorithms, and governance policies for versioned, audit-ready digital records.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;By combining institutional DOI permanence with public blockchain immutability, REMML delivers tri-verified provenance &mdash; ensuring authenticity, authorship, and recoverability of any digital work.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;This publication is timestamped on the Bitcoin blockchain and DOI-archived via Zenodo, providing a permanent and tamper-evident proof of existence.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Keywords: Blockchain, Metadata, DOI, Provenance, OpenTimestamps, SHA-256, JSON-LD, Digital Preservation, SCITT, OAIS, Compliance, Integrity, Dual-Layer Permanence&lt;/p&gt; &lt;p&gt;.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; ",""
"Data-Centric Design: Introducing An Informatics Domain Model And Core Data Ontology For Computational Systems","https://scispace.com/paper/data-centric-design-introducing-an-informatics-domain-model-h0ndr1cfcdth","2024","Repository","","Knowles, Paul
Gajderowicz, Bart","10.48550/arxiv.2409.19653","","The Core Data Ontology (CDO) and the Informatics Domain Model represent a transformative approach to computational systems, shifting from traditional node-centric designs to a data-centric paradigm. This paper introduces a framework where data is categorized into four modalities: objects, events, concepts, and actions. This quadrimodal structure enhances data security, semantic interoperability, and scalability across distributed data ecosystems. The CDO offers a comprehensive ontology that supports AI development, role-based access control, and multimodal data management. By focusing on the intrinsic value of data, the Informatics Domain Model redefines system architectures to prioritize data security, provenance, and auditability, addressing vulnerabilities in current models. The paper outlines the methodology for developing the CDO, explores its practical applications in fields such as AI, robotics, and legal compliance, and discusses future directions for scalable, decentralized, and interoperable data ecosystems. ",""
"Redefining Data-Centric Design: A New Approach with a Domain Model and Core Data Ontology for Computational Systems","https://scispace.com/paper/redefining-data-centric-design-a-new-approach-with-a-domain-65lz4nytmf24","2024","Journal Article","","William Johnson
James J. Davis
Tara Kelly","10.20944/preprints202409.0037.v1","","This paper presents an innovative data-centric paradigm for designing computational systems by introducing a new informatics domain model. The proposed model moves away from the conventional node-centric framework and focuses on data-centric categorization, using a multimodal approach that incorporates objects, events, concepts, and actions. By drawing on interdisciplinary research and establishing a foundational ontology based on these core elements, the model promotes semantic consistency and secure data handling across distributed ecosystems. We also explore the implementation of this model as an OWL 2 ontology, discuss its potential applications, and outline its scalability and future directions for research. This work aims to serve as a foundational guide for system designers and data architects in developing more secure, interoperable, and scalable data systems. ","This paper introduces a data-centric design paradigm using a domain model and core data ontology, promoting semantic consistency and secure data handling across distributed ecosystems through a multimodal approach incorporating objects, events, concepts, and actions."
"Semantic Blockchain Software Tools and Services for Trustworthy Applications - ONTOCHAIN","https://scispace.com/paper/semantic-blockchain-software-tools-and-services-for-1qpblszggs","2023","Journal Article","","Klevis Shkembi
Petar Kochovski
Thanasis G. Papaioannou
Caroline Barelle
Anthony Simonet
Marco Ciaramella
Vlado Stankovski","10.1109/csci62032.2023.00264","","In the last years, we have seen the rise of Blockchain technology as a new way that enables trust and fair exchange of digital and physical assets among different actors, however, its usability in software engineering remains unexplored. In this context, various stakeholders have expressed interest in combining Blockchain technology with other well-known technologies such as the Semantic Web. Blockchain and Semantic Web technologies are both about building trust, and both represent some shared conceptualization. Hence, we explore new approaches to achieving trust in highly decentralized, semantically complex, and dynamic environments. In this paper, we propose a new software framework called ONTOCHAIN, a set of ontologies, blockchains, tools, and services that combine semantic web and blockchain technologies and may be used to build trustworthy decentralized applications (dApps). It addresses challenges faced by citizens in online services, such as unknown provenance of information, service provider quality, fake news, fraud, and privacy violations. ONTOCHAIN offers high-level application protocols for data provenance, reputation models, decentralized oracles, and more. It also includes core protocols for authorization, certification, privacy-aware data processing, and identity management. We demonstrate the feasibility of implementing Next Generation Internet dApps using these protocols, enhancing trust and security in online services.","This paper proposes a new software framework called ONTOCHAIN, a set of ontologies, blockchains, tools, and services that combine semantic web and blockchain technologies and may be used to build trustworthy decentralized applications (dApps)."
"Blockchain Enterprise Ontologies: TOVE and DEMO","https://scispace.com/paper/blockchain-enterprise-ontologies-tove-and-demo-5bitxhud5o","2023","Journal Article","IT&C","Nicolae Sfetcu","10.58679/it94398","","Enterprise ontology for blockchain transactions includes datalogical, infological and essential levels. OntoClean analyzes ontologies based on formal, domain-independent properties (metaproperties), being the first attempt to formalize the notion of ontological analysis for computer systems. The notions are extracted from the philosophical ontology. In the semantic web, a property is a binary relationship, with a subtle distinction between ownership and class. Thus, a metaproperty is a property of a property or a class. The design of ontology can be done when there is a basic understanding of the blockchain analysis. ","The design of enterprise ontologies for blockchain transactions includes datalogical, infological and essential levels. OntoClean analyzes ontologies based on formal, domain-independent properties (metaproperties)."
"The International Data Spaces Information Model – An Ontology for Sovereign Exchange of Digital Content","https://scispace.com/paper/the-international-data-spaces-information-model-an-ontology-3594rn3asa","2020","Book Chapter","International Semantic Web Conference","Sebastian Bader
Jaroslav Pullmann
Christian Mader
Sebastian Tramp
Christoph Quix
Andreas W. Müller
Haydar Akyürek
Matthias Böckmann
Benedikt T. Imbusch
Johannes Lipp
Sandra Geisler
Christoph Lange","10.1007/978-3-030-62466-8_12","","The International Data Spaces initiative (IDS) is building an ecosystem to facilitate data exchange in a secure, trusted, and semantically interoperable way. It aims at providing a basis for smart services and cross-company business processes, while at the same time guaranteeing data owners’ sovereignty over their content. The IDS Information Model is an RDFS/OWL ontology defining the fundamental concepts for describing actors in a data space, their interactions, the resources exchanged by them, and data usage restrictions. After introducing the conceptual model and design of the ontology, we explain its implementation on top of standard ontologies as well as the process for its continuous evolution and quality assurance involving a community driven by industry and research organisations. We demonstrate tools that support generation, validation, and usage of instances of the ontology with the focus on data control and protection in a federated ecosystem.","The conceptual model and design of the IDS Information Model, an RDFS/OWL ontology, and its implementation on top of standard ontologies as well as the process for its continuous evolution and quality assurance involving a community driven by industry and research organisations are explained."
"Reference Architecture of the EU FCT Trusted Research Data Ecosystem","https://scispace.com/paper/reference-architecture-of-the-eu-fct-trusted-research-data-nocv20ems3cs","2025","Journal Article","","La Mattina, Ernesto","10.5281/zenodo.15236739","","&lt;p&gt;This green paper details the Reference Architecture of the EU FCT Trusted Research Data Ecosystem (RDE) developed by the LAGO project. It explains the architecture's key components, including participant onboarding procedures, metadata cataloguing, data request and sharing mechanisms, and the sandbox environment for research models. The paper emphasises the architecture's design principles (e.g., decentralisation, data sovereignty, security, and trust) and its aim to facilitate secure, ethical, and interoperable data exchange within the FCT research domain.&lt;/p&gt; ",""
"MAS2DES-onto: Ontology for MAS-based digital ecosystems","https://scispace.com/paper/mas2des-onto-ontology-for-mas-based-digital-ecosystems-huq8tl1xn5","2017","Proceedings Article","","Solomon Asres Kidanu
Richard Chbeir
Yudith Cardinale","10.1109/CLEI.2017.8226470","https://scispace.com/pdf/mas2des-onto-ontology-for-mas-based-digital-ecosystems-huq8tl1xn5.pdf","Multi-Agent Systems (MASs) have received much attention in recent years because of their advantages on modeling complex distributed systems, such Digital Ecosystems (DESs). Many existing modeling languages that support the design of such systems are based on ontologies to assist the representation of agents knowledge. However, in the context of DESs, there is still a need for more general conceptual models to represent the specific characteristics of DESs in terms of win-win interaction, engagement, equilibrium, and self-organization. Then, concepts such behavior, roles, rules, and environment are needed. This paper describes an ontology-based approach by proposing MAS2DES-Onto, as the conceptual model, which considers the essential static and dynamic aspects of MASs by a clear representation of their concepts and relationships to support the design and development of DESs. To validate and conduct experimental tests, we integrate MAS2DES-Onto into a framework to automatically generate MAS-based DESs. Results show the efficiency and effectiveness of our approach.","An ontology-based approach is proposed by proposing MAS2DES-Onto, as the conceptual model, which considers the essential static and dynamic aspects of MASs by a clear representation of their concepts and relationships to support the design and development of DESs."
"An Ontology-Based Architecture for Federated Identity Management","https://scispace.com/paper/an-ontology-based-architecture-for-federated-identity-2exup4tvlt","2009","Proceedings Article","Advanced Information Networking and Applications","Farah Layouni
Yann Pollet","10.1109/AINA.2009.124","https://scispace.com/pdf/an-ontology-based-architecture-for-federated-identity-2exup4tvlt.pdf","Federated identity platform on the basis of digital content require sophisticated descriptions of that content, as well as service-oriented carrier architectures that allow negotiating and enforcing contract and license schemes in heterogeneous digital application environments. So this paper gives ontology in the Web Ontology Language (OWL) for federated identity systems, giving explicit, formal, and general specifications of a conceptualization of such architecture. OWL ontologies are standardized, machine-readable formats that support automated processing with Semantic Web applications. Intermediate concepts, concepts between base-level concepts and higher level concepts, are central in a federated identity system.","This paper gives ontology in the Web Ontology Language (OWL) for federated identity systems, giving explicit, formal, and general specifications of a conceptualization of such architecture."
"Formal models, languages and applications","https://scispace.com/paper/formal-models-languages-and-applications-52rcnt0sr1","2006","Book","","K. G. Subramanian
K. Rangarajan
Madhavan Mukund","10.1142/6180","","Finite Array Automata and Regular Array Grammars (A Atanasiu et al.) Hexagonal Contextual Array P Systems (K S Dersanambika et al.) Contextual Array Grammars (R Freund et al.) A Cosmic Muse (T Head) Triangular Pasting System (T Kalyani et al.) Petri Nets, Event Structures and Algebra (K Lodaya) Anchored Concatenation of MSCs (M Mukund et al.) On Languages Defined by Numerical Parameters (A Salomaa) Digitalization of Kolam Patterns and Tactile Kolam Tools (S Nagata & R Thamburaj) Pollard's Rho Split Knowledge Scheme (M K Viswanath & K P Vidya) and other papers.","Finite Array Automata and Regular Array Grammars, Anchored Concatenation of MSCs, Digitalization of Kolam Patterns and Tactile Kolam Tools, Pollard's Rho Split Knowledge Scheme, and other papers."
"Towards SIM: A Semantic Information Modeling Framework for Dataspaces Focused on Application Profiles","https://scispace.com/paper/towards-sim-a-semantic-information-modeling-framework-for-md4bw391yy29","2025","Repository","","Deshmukh, Rohit A.
Lange, Christoph
Decker, Stefan","10.5281/zenodo.15648035","","Dataspaces enable sovereignty-preserving data sharing among organizations by supporting the ‘loose’ integration of heterogeneous data sources—structured, semi- structured, or unstructured—while keeping content data at the source. Their goal is seamless discovery and on-demand sharing of content data, governed by access and usage policies. Metadata is crucial for discovery, but the lack of established semantic modeling frameworks for domain-specific dataspaces hinders interoperability. To address this gap, we propose SIM, a semantic information modeling frame- work for domain-specific dataspaces. It is a comprehensive framework that integrates building blocks such as ontologies, controlled vocabularies, application pro- files (APs), and access and usage policies. While Semantic Web (SW) technologies promise interoperability, existing ontology development methodologies are insufficient for the application-specific data modeling needs of dataspaces. SIM addresses this gap by promoting APs as flexible semantic data models (SDMs) that reuse existing SDMs, such as ontologies, and define context-specific constraints and recommendations. In this paper, we focus on APs, and outline the foundational, governance, and operational aspects of their lifecycle management in dataspaces, along with key future research directions. To support SIM’s goal of enabling effective collaboration between SW experts and domain experts, our proposal emphasizes the development and use of intuitive, low-code visual tools enhanced by GenAI to simplify and accelerate application profile development. ",""
"Lifting metamodels to ontologies : A step to the semantic integration of modeling languages","https://scispace.com/paper/lifting-metamodels-to-ontologies-a-step-to-the-semantic-3muicztag0","2006","Journal Article","Lecture Notes in Computer Science","Gerti Kappel
Elisabeth Kapsammer
Horst Kargl
Gerhard Kramler
Thomas Reiter
Werner Retschitzegger
Wieland Schwinger
Manuel Wimmer","","","The use of different modeling languages in software development makes their integration a must. Most existing integration approaches are meta-model-based with these metamodels representing both an abstract syntax of the corresponding modeling language and also a data structure for storing models. This implementation specific focus, however, does not make explicit certain language concepts, which can complicate integration tasks. Hence, we propose a process which semi-automatically lifts metamodels into ontologies by making implicit concepts in the metamodel explicit in the ontology. Thus, a shift of focus from the implementation of a certain modeling language towards the explicit reification of the concepts covered by this language is made. This allows matching on a solely conceptual level, which helps to achieve better results in terms of mappings that can in turn be a basis for deriving implementation specific transformation code.","In this paper, the authors propose a process which semi-automatically lifts metamodels into ontologies by making implicit concepts in the metamodeel explicit in the ontology."
"A Software Modeling Approach to Ontology Design via Extensions to ODM and OWL","https://scispace.com/paper/a-software-modeling-approach-to-ontology-design-via-2cnppoxr20","2013","Journal Article","International Journal on Semantic Web and Information Systems","Rishi Kanth Saripalle
Steven A. Demurjian
Alberto De la Rosa Algarín
Michael Blechner","10.4018/JSWIS.2013040103","","Ontologies are built to establish standard terminologies representing a semantic agreement between humans and knowledge systems via representational frameworks (e.g., KIF, DAML+OIL, OWL, etc.) that have been proposed in the research community, with limited adoption in industry. One possible reason is a lack of a formal model and associated process to more precisely and accurately design and develop ontologies. The authorsâ€™ prior work explored UML, entity-relationship diagrams, and XML as compared to RDF and OWL, identifying modeling capabilities lacking in ontologies. In all three approaches, design precedes instantiation which contrasts with ontology developers who build ontologies at the application level targeted to a specific domain. The paper proposes design-level modeling enhancements to ontologies by extending the OMG Ontology Definition Model (ODM) and OWL grammar with capabilities from the three aforementioned approaches, promoting a software engineering-based process. As a result, this work provides a more software engineering-oriented process to ontology design and development.","This paper proposes design-level modeling enhancements to ontologies by extending the OMG Ontology Definition Model (ODM) and OWL grammar with capabilities from the three aforementioned approaches, promoting a software engineering-based process."
"Toward an ontology‐driven blockchain design for supply‐chain provenance","https://scispace.com/paper/toward-an-ontology-driven-blockchain-design-for-supply-chain-4tc6078kjp","2018","Journal Article","International Journal of Intelligent Systems in Accounting, Finance & Management","Henry M. Kim
Marek Laskowski","10.1002/ISAF.1424","","An interesting research problem in our age of Big Data is that of determining provenance. Granular evaluation of provenance of physical goods (e.g., tracking ingredients of a pharmaceutical or demonstrating authenticity of luxury goods) has often not been possible with today's items that are produced and transported in complex, interorganizational, often internationally spanning supply chains. Recent adoptions of the Internet of Things and blockchain technologies give promise at better supply‐chain provenance. We are particularly interested in the blockchain, as many favored use cases of blockchain are for provenance tracking. We are also interested in applying ontologies, as there has been some work done on knowledge provenance, traceability, and food provenance using ontologies. In this paper, we make a case for why ontologies can contribute to blockchain design. To support this case, we analyze a traceability ontology and translate some of its representations to smart contracts that execute a provenance trace and enforce traceability constraints on the Ethereum blockchain platform.","In this paper, the authors make a case for why ontologies can contribute to blockchain design, and translate some of its representations to smart contracts that execute a provenance trace and enforce traceability constraints on the Ethereum blockchain platform."
"A Decentralized Ontology Versioning Model Designed for Inter-operability and Multi-organizational Data Exchange","https://scispace.com/paper/a-decentralized-ontology-versioning-model-designed-for-inter-3kx8ttk0ux","2021","Book Chapter","Computer Science On-line Conference","Andrei Tara
Nicolae Taban
Cristina Vasiu
Constantin B. Zamfirescu","10.1007/978-3-030-77445-5_56","","Current information systems operated in a multi-organization context use centralized or hierarchical data models proven inefficient as the network’s scale rapidly increases. The introduction of blockchain and decentralized specific mechanisms stimulate the use of ontology-based data models. While the adoption of blockchain as a communication medium facilitates the communication and data exchange in a more reliably and securely fashion, this opens new challenges regarding the evolution and versioning of the ontology. This paper proposes a versioning mechanism tailored to the decentralized environment. It provides the conceptual building blocks allowing an ontology to evolve under the supervision of a community of individuals and organizations proposing progressive refinements to the ontology elements. Also, it details the aggregation mechanism used to select the changes for the new version.","A versioning mechanism tailored to the decentralized environment is proposed that provides the conceptual building blocks allowing an ontology to evolve under the supervision of a community of individuals and organizations proposing progressive refinements to the ontology elements."
"Theoretical foundations and engineering tools for building ontologies as reference conceptual models","https://scispace.com/paper/theoretical-foundations-and-engineering-tools-for-building-2o0umqvqbb","2010","Journal Article","Social Work","Giancarlo Guizzardi","10.3233/SW-2010-0015","https://scispace.com/pdf/theoretical-foundations-and-engineering-tools-for-building-2o0umqvqbb.pdf","Perhaps the most fundamental notion underlying the desiderata for a successful Semantic Web is Semantic Interoperability. In this context, ontologies have been more and more recognized as one of the enabling technologies. This paper defends the view that an approach which neglects the role of ontologies as reference conceptual models cannot meet the requirements for full semantic interoperability. The paper starts by offering an engineering view on ontology engineering, discussing the relation between ontologies as conceptual models and ontologies as codification artifacts. Furthermore, it discusses the importance of foundational theories and principles to the design of ontology (conceptual) modeling languages and models, emphasizing the fundamental role played by true ontological notions in this process. Finally, it elaborates on the need for proper tools to handle the complexity of ontology engineering in industrial scenarios and complex domains. These tools include ontological design patterns as well as well-founded computational environments to support ontology creation, verification and validation (via model simulation).","This paper defends the view that an approach which neglects the role of ontologies as reference conceptual models cannot meet the requirements for full semantic interoperability, and emphasizes the fundamental role played by true ontological notions in this process."
"Mathematical Modelling of Identity, Identity Management and Other Related Topics","https://scispace.com/paper/mathematical-modelling-of-identity-identity-management-and-4ghif4xjdd","2014","Proceedings Article","Security of Information and Networks","Md. Sadek Ferdous
Gethin Norman
Ron Poet","10.1145/2659651.2659729","https://scispace.com/pdf/mathematical-modelling-of-identity-identity-management-and-4ghif4xjdd.pdf","There exist disparate sets of definitions with different semantics on different topics of Identity Management which often lead to misunderstanding. A few efforts can be found compiling several related vocabularies into a single place to build up a set of definitions based on a common semantic. However, these efforts are not comprehensive and are only textual in nature. In essence, a mathematical model of identity and identity management covering all its aspects is still missing. In this paper we build up a mathematical model of different core topics covering a wide range of vocabularies related to Identity Management. At first we build up a mathematical model of Digital Identity. Then we use the model to analyse different aspects of Identity Management. Finally, we discuss three applications to illustrate the applicability of our approach. Being based on mathematical foundations, the approach can be used to build up a solid understanding on different topics of Identity Management.","A mathematical model of different core topics covering a wide range of vocabularies related to Identity Management is built up based on mathematical foundations and can be used to build up a solid understanding on different topics of Identity Management."
"Modeling the REA Enterprise Ontology with a Domain Specific Language","https://scispace.com/paper/modeling-the-rea-enterprise-ontology-with-a-domain-specific-278q46o6sb","2012","Journal Article","Journal of Emerging Technologies in Accounting","Tod A. Sedbrook","10.2308/JETA-50406","","Developing a domain specific language (DSL) to express business policies requires modeling tools for eliciting, applying, and maintaining the knowledge of business experts. This study defines a DSL meta-model and prototype to create visual business models that conform to the Resource, Event, Agent-Enterprise Ontology (REA-EO). The meta-model specifies REA-EO modeling components, and the prototype provides a visual interface to design operational and policy-level models. Code-generation templates then transform design models into executable code that supports business applications. The study describes the capabilities of the prototype and validates its use in the context of a business case. Data Availability: The paper's software modeling prototype and its companion code-generation templates are available for research purposes as open-source Visual Studio extensions and are available by contacting the author.","This study defines a DSL meta-model and prototype to create visual business models that conform to the Resource, Event, Agent-Enterprise Ontology (REA-EO) and validates its use in the context of a business case."
"Using Reference Domain Ontologies to Define the Real-World Semantics of Domain-Specific Languages","https://scispace.com/paper/using-reference-domain-ontologies-to-define-the-real-world-2po25fsi9y","2014","Book Chapter","Conference on Advanced Information Systems Engineering","Victorio Albani de Carvalho
Victorio Albani de Carvalho
João Paulo A. Almeida
Giancarlo Guizzardi","10.1007/978-3-319-07881-6_33","https://scispace.com/pdf/using-reference-domain-ontologies-to-define-the-real-world-2po25fsi9y.pdf","This paper proposes a principled approach to the definition of real-world semantics for declarative domain-specific languages. The approach is based on: (i) the explicit representation of the admissible states of the world through a reference domain ontology (which serves as semantic foundation for the domain-specific language), (ii) a representation of the valid expressions of a domain-specific language (to determine the abstract syntax of the language), and (iii) the rigorous definition of the relation between the abstract syntax and the reference domain ontology (to define the real-world semantics of the language). These three elements of the approach are axiomatized in three corresponding logic theories, enabling a systematic treatment of real-world semantics, including formal tooling to support language design and assessment.","These three elements of the approach are axiomatized in three corresponding logic theories, enabling a systematic treatment of real-world semantics, including formal tooling to support language design and assessment."
"Toward a Verification, Validation, and Accreditation (VV&A) Ontology","https://scispace.com/paper/toward-a-verification-validation-and-accreditation-vv-a-r2m5arggqw","2008","Report","","Curtis Blais","10.21236/ADA513938","https://scispace.com/pdf/toward-a-verification-validation-and-accreditation-vv-a-r2m5arggqw.pdf",": The Department of Defense (DoD) Modeling and Simulation Steering Committee (M&S SC) is sponsoring several Acquisition Modeling and Simulation (M&S) Projects. One of those projects is titled, ""Standardized Documentation for Verification, Validation, and Accreditation (VV&A)."" Previous efforts defined standardized content and format requirements (i.e., templates) for four core VV&A documents, now codified in a new Military Standard (MIL-STD-3022) and associated Data Item Descriptions. A tool is under development to automate those templates to assist developers in creating standardized VV&A information across the DoD and Military Departments. In support of this effort, the Naval Postgraduate School was tasked to specify data structures and content using the Extensible Markup Language (XML) for metadata and content of VV&A documentation. Based on the initial work, NPS was further tasked to design and develop an ontological foundation for formal description of VV&A information. This document describes preliminary work toward development of an ontology for VV&A that will facilitate future search, discovery, and processing of VV&A information to better meet user needs.","Preliminary work toward development of an ontology for VV&A that will facilitate future search, discovery, and processing of VV &A information to better meet user needs is described."
"An Agile and Ontology-based Meta-Modelling Approach for the Design and Maintenance of Enterprise Knowledge Graph Schemas","https://scispace.com/paper/an-agile-and-ontology-based-meta-modelling-approach-for-the-104bvbf9ck","","Journal Article","","Emanuele Laurenzi","10.18417/emisa.19.6","",". Enterprise Knowledge Graphs (EKGs) are increasingly created and used by organizations for structuring knowledge of a particular application domain and consequent exploitation through analysis, reasoning and integration of information extracted from different data sources. Yet, one of the main challenges is designing and maintaining EKG’s schema, which requires high expertise in ontology engineering and the addressed application domain. Various approaches and tools offer visual aids, but they target ontology engineers and neglect the domain experts. Domain-specific modelling languages (DSML), in contrast, offer concepts that domain experts easily understand because of their tailored graphical notations. DSMLs can be created with a meta-modelling approach, which does not require ontology expertise but can be adopted for the equivalent creation of EKG schema. This paper presents an approach that extends the traditional and sequential meta-modelling approach with an agile one, allowing domain-specific adaptations of modelling languages and testing them on the fly. In this way, the domain experts are facilitated to be in the engineering loop. Moreover, the approach foresees automatic mechanisms to ensure that an EKG schema is designed while performing the visual domain-specific adaptations. The approach has been developed by following the Design Science Research methodology, which led to the creation of a prototypical tool called AOAME. The latter has been used to implement real-world scenarios to evaluate the proposed approach’s utility. The correct design of the approach has been evaluated by tracing the prototype functionalities back to the requirements.","This paper presents an agile and ontology-based meta-modelling approach for designing and maintaining Enterprise Knowledge Graph schemas, enabling domain experts to create and adapt schema through visual domain-specific modelling languages and automatic mechanisms."
"BLONDiE: Blockchain Ontology with Dynamic Extensibility","https://scispace.com/paper/blondie-blockchain-ontology-with-dynamic-extensibility-2ozabovvlbgc","","","","Ugarte-Rojas Hector
Chullo-Llave Boris","10.48550/arxiv.2008.09518","","There are thousands of projects worldwide based primarily on blockchain technology. These have a large number of users and hundreds of use cases. One of the most popular is the use of cryptocurrencies and their benefits against money without intrinsic value (fiat money) and centralized financial solutions. However, although thousands of new transactions are carried out daily in different platforms, uniform and standardized information does not exist to be able to manage the large amount of data that is generated and exchanged between users through transactions and the generation of new blocks. This research reports the development of BLONDiE, an ontology that allows the semantic representation of knowledge to describe the native structure and related information of the three most relevant blockchain projects to date: Bitcoin, Ethereum and in the recent 1.0 version extends its definitions to include Hyperledger, specifically the Hyperledger Fabric infrastructure. Its use allows having common data formats of different platforms for further processing, such as the execution of semantic queries.","BLONDiE is a blockchain ontology with dynamic extensibility, enabling semantic representation of knowledge for Bitcoin, Ethereum, and Hyperledger Fabric, facilitating standardized information exchange and processing across platforms through common data formats."
"Providing assurance and scrutability on shared data and machine learning models with verifiable credentials","https://scispace.com/paper/providing-assurance-and-scrutability-on-shared-data-and-1ginp5c9","2022","Journal Article","Concurrency and Computation: Practice and Experience","","10.1002/cpe.6997","https://scispace.com/pdf/providing-assurance-and-scrutability-on-shared-data-and-1ginp5c9.pdf","Adopting shared data resources requires scientists to place trust in the originators of the data. When shared data is later used in the development of artificial intelligence (AI) systems or machine learning (ML) models, the trust lineage extends to the users of the system, typically practitioners in fields such as healthcare and finance. Practitioners rely on AI developers to have used relevant, trustworthy data, but may have limited insight and recourse. This article introduces a software architecture and implementation of a system based on design patterns from the field of self-sovereign identity. Scientists can issue signed credentials attesting to qualities of their data resources. Data contributions to ML models are recorded in a bill of materials (BOM), which is stored with the model as a verifiable credential. The BOM provides a traceable record of the supply chain for an AI system, which facilitates on-going scrutiny of the qualities of the contributing components. The verified BOM, and its linkage to certified data qualities, is used in the AI scrutineer, a web-based tool designed to offer practitioners insight into ML model constituents and highlight any problems with adopted datasets, should they be found to have biased data or be otherwise discredited. ","In this article , the authors introduce a software architecture and implementation of a system based on design patterns from the field of self-sovereign identity, where scientists can issue signed credentials attesting to qualities of their data resources."
"Towards a standardized model for privacy-preserving Verifiable Credentials","https://scispace.com/paper/towards-a-standardized-model-for-privacy-preserving-pyi8iztqfl","2021","Proceedings Article","Availability, Reliability and Security","Jesús García-Rodríguez
Rafael Torres Moreno
Jorge Bernal Bernabe
Antonio F. Skarmeta","10.1145/3465481.3469204","","Lack of standardization and the subsequent difficulty of integration has been one of the main reasons for the scarce adoption of privacy-preserving Attribute-Based Credentials (p-ABC). Integration with the W3C’s Verifiable Credentials (VC) specification would help by encouraging homogenization between different p-ABC schemes and bringing them all closer to other digital credentials. What is more, p-ABCs can help to solve privacy issues that have been identified in applications of VCs to use cases like vaccination passports. However, there has not been much work focusing on the collaboration between p-ABCs and VCs. We address this topic by establishing initial steps for extra standardization of elements that will help with the integration of p-ABCs into the standard. Namely, we propose a data model for predicates, which are a staple of p-ABC systems, and tools and guidelines to ease the adaptation process like a validation meta-schema. These ideas have been applied in a proof-of-concept implementation of the OLYMPUS distributed p-ABC scheme paired with serialization following the VC data model.","In this article, the authors propose a data model for predicates, which are a staple of p-ABC systems, and tools and guidelines to ease the adaptation process like a validation meta-schema."
