"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Content Ontology Design Patterns: Qualities, Methods, and Tools","https://scispace.com/paper/content-ontology-design-patterns-qualities-methods-and-tools-7obi2pa86k","2017","Dissertation","","Karl Hammar","10.3384/DISS.DIVA-139584","https://scispace.com/pdf/content-ontology-design-patterns-qualities-methods-and-tools-7obi2pa86k.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on content ontology design patterns and general OWL/RDF standards; does not discuss Verifiable Credentials, their formal model, or any mapping to VC concepts.","Ontologies are formal knowledge models that describe concepts and relationships and enable data integration, information search, and reasoning. Ontology Design Patterns (ODPs) are reusable solution ..."
"Semantic Description of the Organizational Knowledge Resources - Selected Aspects of Security","https://scispace.com/paper/semantic-description-of-the-organizational-knowledge-56pvzpf5xi","2019","Journal Article","","Rafał Niedbał
Marina Zhuravskaya","10.2478/CZOTO-2019-0121","https://scispace.com/pdf/semantic-description-of-the-organizational-knowledge-56pvzpf5xi.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on semantic modeling of organizational knowledge (ontologies, RDF, JSON‑LD) and security, without addressing W3C Verifiable Credentials or providing related formalizations.","Abstract The paper proposes the use of semantic modeling to describe the organizational knowledge resources. Key concepts related to semantic representation of knowledge in the form of ontology were also presented. The study indicated opportunities for creating new business models based on the organizational knowledge resources formalized in ontologies (ontology providers, organizations that certify knowledge available in the form of ontologies and clients using paid knowledge resources in ontology in order to automate certain areas of their activity. The investigations were presented in light of safety mechanisms whose implementation is necessary when using a semantic approach in describing the organizational knowledge resources and creating new business models based on this approach, including mechanisms for protecting information and knowledge from unauthorized access, certificates that describe the level of trust and the design of a secure user interface. The focus was also on the fact that the formalization of organizational knowledge resources and its representation in an electronic form (ontologies) poses a major challenge for knowledge engineers and leads to the necessity to cooperate in research on the borderline of management and IT sciences."
"Provenance data models and assertions: a demonstrative approach","https://scispace.com/paper/provenance-data-models-and-assertions-a-demonstrative-4z1w3p3eel","2021","Book Chapter","","Rajiv Pandey
Mrinal Pande","10.1007/978-3-030-64619-6_5","https://www.academia.edu/download/110611954/978-3-030-64619-6_5.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PROV-DM provenance and trust in OWL ontologies, without addressing W3C Verifiable Credentials or providing related formal mappings.","Provenance as perceived is a trail of a piece of a data item that helps in linking derived pieces of web resources or Internet of Everything (IoE) data to its creators. Provenance allows the software agents and developers to assert that devices across the IoE landscape can be made trustworthy if the same has a valid derivation path that is associated with it and is reliable/trustworthy. Provenance is considered as metadata that must be embedded into an OWL ontology, this metadata supports the semantic agents/reasoners to evaluate the data or workflow trail of the item in question. Contemporary researchers have proposed several models of trust that are based on mathematical calculations, however, the implementation of trust on semantically generated and modified documents i.e. ontologies at large is still evolving. This chapter thus aims to discuss, deliberate, and implement trust in an existing ontology using provenance assertions. This implementation of trust is based on the PROV-DM (Data Model) that has been suggested by the World Wide Web consortium. The chapter illustrates the implementation and inferencing of trust embedded in an OWL-based University Ontology. Provenance assertions using various scenarios and their inference have been highlighted to signify the validity and consistency of the ontology an XML serialized dataset."
"SciData: a data model and ontology for semantic representation of scientific data","https://scispace.com/paper/scidata-a-data-model-and-ontology-for-semantic-3fenh4av8b","2016","Journal Article","Journal of Cheminformatics","Stuart J. Chalk","10.1186/S13321-016-0168-9","https://link.springer.com/content/pdf/10.1186/s13321-016-0168-9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper presents a scientific data model and ontology for chemistry data, with no discussion of W3C Verifiable Credentials, their formalization, or related mappings.","With the move toward global, Internet enabled science there is an inherent need to capture, store, aggregate and search scientific data across a large corpus of heterogeneous data silos. As a result, standards development is needed to create an infrastructure capable of representing the diverse nature of scientific data. This paper describes a fundamental data model for scientific data that can be applied to data currently stored in any format, and an associated ontology that affords semantic representation of the structure of scientific data (and its metadata), upon which discipline specific semantics can be applied. Application of this data model to experimental and computational chemistry data are presented, implemented using JavaScript Object Notation for Linked Data. Full examples are available at the project website (Chalk in SciData: a scientific data model. http://stuchalk.github.io/scidata/
 , 2016)."
"The Value of Non-Traditional Credentials in the Labor Market","https://scispace.com/paper/http://arxiv.org/abs/2405.00247v2","2024","Preprint","","Susan Athey
Emil Palikot","","https://arxiv.org/pdf/2405.00247v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on employment effects of sharing online certificates; does not discuss W3C VC model, formalizations, or mappings.","Workers without formal credentials experience substantially lower employment rates than their credentialed counterparts, but the extent to which information frictions contribute to these disparities remains unclear. We conducted a randomized experiment with over 800,000 online certificate earners from developing countries who lack college degrees, encouraging credential sharing on LinkedIn through reduced friction and reminders. We study credential visibility for the full sample and track employment outcomes for 40,000 learners. The intervention increased new employment by 6% (1.0 percentage point), with larger effects of 9% (1.2 percentage points) for jobs related to certificates. Treatment effects concentrate among learners with weak baseline employability: those in the bottom tercile experience employment gains of 12% while those in the top tercile see negligible effects. Those most responsive to the intervention benefit most from sharing, with a local average treatment effect of 11 percentage points for compliers. Counterfactual resume scoring shows that credentials improve perceived candidate quality by 8.5 points on average (on a scale from 1 to 100), with effects of 15-20 points for weak resumes but near-zero for strong resumes. Our findings demonstrate that information frictions substantially constrain employment for workers without traditional credentials, and that minimal-cost interventions targeting credential visibility can generate employment gains comparable to intensive training programs."
"Verifiable Credentials Selective Disclosure, Challenges and Solutions","https://scispace.com/paper/verifiable-credentials-selective-disclosure-challenges-and-1uyi3dv2","","","","George C. Polyzos","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes VC entities and BBS+ issues; proposes JSON‑based scheme and security proofs but lacks a formal VC model, ontology/metamodel, and explicit element mappings.","Veri able Credentials (VCs) provide a way for entities (users, applications, devices etc.) to prove claims, like a user’s name and occupation, a device’s manufacturer, an applications security level etc. In the VCs ecosystem, there are three main entities; the Issuer that creates the VC (e.g., an airline company that issues a ticket), the Holder that controls the VC (e.g., a traveler that bought the ticket) and the Veri er that checks the validity of that VC (e.g., the airport that validates the ticket). Although VCs have been met with great enthusiasm, there are still some open problems that need to be addressed. The biggest of those issues is the disclosure of the user’s private information to anyone they send their VC. Credentials are likely to contain information that the Holders will want to keep private, like their place of residence, medical records etc. Most of the current implementations however, use traditional digital signatures that require the disclosure of the entire VC to the Veri er, limiting this way the usability of Veri able Credentials. To earn the trust of the users and make Credentials widely accepted and secure, the use of BBS+ signatures has been proposed. BBS+ signatures provide the means to selectively disclose only part of a VC. This way, the Holder can provide the Veri er with the information they need, while at the same time keeping their private information hidden. The use of BBS+ signatures with Veri able Credentials has drawn a lot of attention lately, with many implementations adopting the BBS+ linked data proof spec, a proposed speci cation by the W3C Veri able Credential’s working group. In this work we will present two new security vulnerabilities of that speci cation, along with some proposed solutions. Both Vulnerabilities have been presented and discussed with the W3C working group, while some of the proposed solutions have already started to be implemented. Next, we will propose an alternative, more e cient way, of using BBS+ with Veri able Credentials, that avoids those problems and allow us to prove the end-to-end security of our scheme, something that has not been done for the existing speci cation. Our solution uses the more standard JSON representations (compliant with the JSON Encryption (JOSE) family of specs), that allow us to construct a mathematical modeling of a credential, we will eventually use for our security proofs. In addition, we evaluated the e ciency of both"
"W3C PROV to describe provenance at the dataset, feature and attribute levels in a distributed environment","https://scispace.com/paper/w3c-prov-to-describe-provenance-at-the-dataset-feature-and-42e12n8j8p","2017","Journal Article","Computers, Environment and Urban Systems","Guillem Closa
Joan Masó
Benjamin Proß
Xavier Pons","10.1016/J.COMPENVURBSYS.2017.01.008","https://scispace.com/pdf/w3c-prov-to-describe-provenance-at-the-dataset-feature-and-42e12n8j8p.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on W3C PROV for geospatial provenance, not on Verifiable Credentials or their formal modeling.",""
"Formalizing the four-layer metamodeling stack with MetaMorph: potential and benefits","https://scispace.com/paper/formalizing-the-four-layer-metamodeling-stack-with-metamorph-1ys0pxs6","2022","Journal Article","Software and Systems Modeling","Victoria Döller","10.1007/s10270-022-00986-2","https://scispace.com/pdf/formalizing-the-four-layer-metamodeling-stack-with-metamorph-1ys0pxs6.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on formalizing conceptual modeling metamodels and DSML integration, without addressing W3C Verifiable Credentials, their data model, or related formal mappings.","Enterprise modeling deals with the increasing complexity of processes and systems by operationalizing model content and by linking complementary models and languages, thus amplifying the model-value beyond mere comprehensible pictures. To enable this amplification and turn models into computer-processable structures a comprehensive formalization is needed. This paper presents a generic formalism based on typed first-order logic and provides a perspective on the potential and benefits arising for a variety of research issues in conceptual modeling. We define modeling languages as formal languages with a signature $\Sigma$ - comprising object types, relation types, and attributes through types and function symbols - and a set of constraints. Three cases studies are included to show the effectiveness of the approach. Applying the formalism to the next level in the hierarchy of models we create M2FOL, a formal modeling language for metamodels. We show that M2FOL is self-describing and therefore complete the formalization of the full four-layer metamodeling stack. On the basis of our generic formalism applicable to arbitrary modeling languages we examine three current research topics - language interleaving & consistency, operations on models, and automatic translation of formalizations to platform-specific code - and how to approach them with the proposed formalism. This shows that the rich knowledge stack on formal languages in logic offers new tools for old problems. "
"Protocols for Checking Compromised Credentials","https://scispace.com/paper/http://arxiv.org/abs/1905.13737v3","2019","Preprint","","Lucy Li
Bijeeta Pal
Junade Ali
Nick Sullivan
Rahul Chatterjee
Thomas Ristenpart","","https://arxiv.org/pdf/1905.13737v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on protocols for checking compromised passwords and does not discuss Verifiable Credentials, formal models, or related mappings.","To prevent credential stuffing attacks, industry best practice now proactively checks if user credentials are present in known data breaches. Recently, some web services, such as HaveIBeenPwned (HIBP) and Google Password Checkup (GPC), have started providing APIs to check for breached passwords. We refer to such services as compromised credential checking (C3) services. We give the first formal description of C3 services, detailing different settings and operational requirements, and we give relevant threat models.
  One key security requirement is the secrecy of a user's passwords that are being checked. Current widely deployed C3 services have the user share a small prefix of a hash computed over the user's password. We provide a framework for empirically analyzing the leakage of such protocols, showing that in some contexts knowing the hash prefixes leads to a 12x increase in the efficacy of remote guessing attacks. We propose two new protocols that provide stronger protection for users' passwords, implement them, and show experimentally that they remain practical to deploy."
"Estándares técnico-jurídicos de gestión para servicios digitales de información legislativa","https://scispace.com/paper/estandares-tecnico-juridicos-de-gestion-para-servicios-40erng73tf","2017","Journal Article","Revista Chilena de Derecho y Tecnología","Patricia Reyes","10.5354/0719-2584.2017.47197","https://scispace.com/pdf/estandares-tecnico-juridicos-de-gestion-para-servicios-40erng73tf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on legal ontologies and semantic web standards for legislative information, without addressing W3C Verifiable Credentials, their formal models, or mappings.",""
"Device-Independent Verifiable Blind Quantum Computation","https://scispace.com/paper/http://arxiv.org/abs/1502.02563v2","2015","Preprint","","Michal Hajdušek
Carlos A. Pérez-Delgado
Joseph F. Fitzsimons","","https://arxiv.org/pdf/1502.02563v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on device‑independent quantum verification; contains no discussion of Verifiable Credentials, formal models, or related mappings.","As progress on experimental quantum processors continues to advance, the problem of verifying the correct operation of such devices is becoming a pressing concern. The recent discovery of protocols for verifying computation performed by entangled but non-communicating quantum processors holds the promise of certifying the correctness of arbitrary quantum computations in a fully device-independent manner. Unfortunately, all known schemes have prohibitive overhead, with resources scaling as extremely high degree polynomials in the number of gates constituting the computation. Here we present a novel approach based on a combination of verified blind quantum computation and Bell state self-testing. This approach has dramatically reduced overhead, with resources scaling as only $O(m^4\ln m)$ in the number of gates."
"A formal framework for model management","https://scispace.com/paper/a-formal-framework-for-model-management-59dh5j20ue","2011","Dissertation","","Arturo Boronat Moll","10.4995/THESIS/10251/1964","https://scispace.com/pdf/a-formal-framework-for-model-management-59dh5j20ue.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The dissertation focuses on a formal algebraic framework for generic model management (metamodels, OCL, MOF) and does not address Verifiable Credentials, their data model, or any mapping to VC concepts.","El Desarrollo de Software Dirigido por Modelos es una rama de la Ingenieria del Software en la
que los artefactos software se representan como modelos para incrementar la productividad, calidady eficiencia economica en el proceso de desarrollo de software, donde un modelo proporciona una representacion abstracta del codigo final de una aplicacion. En este campo, la iniciativa Model-Driven Architecture (MDA), patrocinada por la OMG, esta constituida por una familia de estandares industriales, entre los que se destacan: Meta-Object Facility (MOF), Unified Modeling Language (UML), Object Constraint Language (OCL), XML Metadata Interchange (XMI),
y Query/Views/Transformations (QVT). Estos estandares proporcionan unas directrices comunes
para herramientas basadas en modelos y para procesos de desarrollo de software dirigidos por modelos.
Su objetivo consiste en mejorar la interoperabilidad entre marcos de trabajo ejecutables, en
automatizar el proceso desarrollo de software de software y en proporcionar tecnicas que eviten
errores durante ese proceso.
El estandar MOF describe un marco de trabajo generico que permite definir la sintaxis abstracta
de lenguajes de modelado. Este estandar persigue la definicion de los conceptos basicos que son
utilizados en procesos de desarrollo de software dirigidos por modelos: que es un modelo, que es un metamodelo, que es reflexion en un marco de trabajo basado en MOF, etc. Sin embargo, la mayoria de estos conceptos carecen de una semantica formal en la version actual del estandar MOF. Ademas, OCL se utiliza como un lenguage de definicion de restricciones que permite anadir semantica a un metamodelo MOF. Desafortunadamente, la relacion entre un metamodelo y sus restricciones OCL tambien carece de una semantica formal. Este hecho es debido, en parte, a que los metamodelos solo pueden ser definidos como dato en un marco de trabajo basado en MOF.
El estandar MOF tambien proporciona las llamadas facilidades de reflexion de MOF (MOF Reflecti"
"Extensible unifying data model design for data integration in FAIR data infrastructures","https://scispace.com/paper/extensible-unifying-data-model-design-for-data-integration-4azif1qw84","2018","Book Chapter","","Sergey A. Stupnikov
Leonid A. Kalinichenko","10.1007/978-3-030-23584-0_2","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on FAIR data model unification across heterogeneous sources; does not discuss Verifiable Credentials, their formalization, or related mappings.","According to the Open Science paradigm data sources are to be concentrated within research data infrastructures intended to support the whole cycle of data management and processing. FAIR data management and stewardship principles that had being developed and announced recently state that data within a data infrastructure have to be findable, accessible, interoperable and reusable. Note that data sources can be quite heterogeneous and represented using very different data models. Variety of data models includes traditional relational model and its object-relational extensions, array and graph-based models, semantic models like RDF and OWL, models for semi-structured data like NoSQL, XML, JSON and so on. This particular paper overviews data model unification techniques considered as a formal basis for (meta)data interoperability, integration and reuse within FAIR data infrastructures. These techniques are intended to deal with heterogeneity of data models and their data manipulation languages used to represent data and provide access to data in data sources. General principles of data model unification, languages and formal methods required, stages of data model unification are considered and illustrated by examples. Application of the techniques for data integration within FAIR data infrastructures is discussed."
"The international data spaces information model–an ontology for sovereign exchange of digital content","https://scispace.com/paper/kOewZdmlJZsJ","","","","S Bader
J Pullmann
C Mader
S Tramp
C Quix","","https://publica.fraunhofer.de/bitstreams/c32e0ad6-f6d2-4119-9e50-e9200fa46a59/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on International Data Spaces ontology; does not discuss W3C Verifiable Credentials, their formalization, or mappings to VC concepts.",""
"Designing the W3C open annotation data model","https://scispace.com/paper/designing-the-w3c-open-annotation-data-model-52w0fbep7m","2013","Proceedings Article","Web Science","Robert Sanderson
Paolo Ciccarese
Herbert Van de Sompel","10.1145/2464464.2464474","https://dl.acm.org/doi/pdf/10.1145/2464464.2464474","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Open Annotation model; does not discuss Verifiable Credentials, formalizations, or mappings to VC concepts.","The Open Annotation Core Data Model specifies an interoperable framework for creating associations between related resources, called annotations, using a methodology that conforms to the Architecture of the World Wide Web. Open Annotations can easily be shared between platforms, with sufficient richness of expression to satisfy complex requirements while remaining simple enough to also allow for the most common use cases, such as attaching a piece of text to a single web resource. This paper presents the W3C Open Annotation Community Group specification and the rationale behind the scoping and technical decisions that were made. It also motivates interoperable Annotations via use cases, and provides a brief analysis of the advantages over previous specifications."
"Compact and Selective Disclosure for Verifiable Credentials","https://scispace.com/paper/http://arxiv.org/abs/2506.00262v2","2025","Preprint","","Alessandro Buldini
Carlo Mazzocca
Rebecca Montanari
Selcuk Uluagac","10.1109/ACSAC67867.2025.00042","https://arxiv.org/pdf/2506.00262v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a cryptographic accumulator for compact selective disclosure, without describing the VC data model, formalizing it, or providing mappings to VC concepts.","Self-Sovereign Identity (SSI) is a novel identity model that empowers individuals with full control over their data, enabling them to choose what information to disclose, with whom, and when. This paradigm is rapidly gaining traction worldwide, supported by numerous initiatives such as the European Digital Identity (EUDI) Regulation or Singapore's National Digital Identity (NDI). For instance, by 2026, the EUDI Regulation will enable all European citizens to seamlessly access services across Europe using Verifiable Credentials (VCs). A key feature of SSI is the ability to selectively disclose only specific claims within a credential, enhancing the privacy protection of the identity owner. This paper proposes a novel mechanism designed to achieve Compact and Selective Disclosure for VCs (CSD-JWT). Our method leverages a cryptographic accumulator to encode claims within a credential into a unique, compact representation. We implemented CSD-JWT as an open-source solution and extensively evaluated its performance under various conditions. CSD-JWT provides significant memory savings, lowering usage by up to 46% compared to the state-of-the-art. It also minimizes network overhead by producing remarkably smaller Verifiable Presentations (VPs), with size reduction from 27% to 93%. Such features make CSD-JWT especially well-suited for resource-constrained devices, including hardware wallets designed for managing credentials."
"Formal and Fuzzing Amplification: Targeting Vulnerability Detection in 5G and Beyond","https://scispace.com/paper/http://arxiv.org/abs/2307.05758v1","2023","Preprint","","Jingda Yang
Ying Wang","","https://arxiv.org/pdf/2307.05758v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on 5G protocol formal verification and fuzzing, with no discussion of Verifiable Credentials, related ontologies, or mappings.","Softwarization and virtualization in 5G and beyond require rigorous testing against vulnerabilities and unintended emergent behaviors for critical infrastructure and network security assurance. Formal methods operates efficiently in protocol-level abstract specification models, and fuzz testing offers comprehensive experimental evaluation of system implementations. In this paper, we propose a novel framework that leverages the respective advantages and coverage of both formal and fuzzing methods to efficiently detect vulnerabilities from protocol logic to implementation stacks hierarchically. The detected attack traces from the formal verification results in critical protocols guide the case generation of fuzz testing, and the feedbacks from fuzz testing further broaden the scope of the formal verification. We examine the proposed framework with the 5G Non Standard-Alone (NSA) security processes, focusing on the Radio Resource Control (RRC) connection process. We first identify protocol-level vulnerabilities of user credentials via formal methods. Following this, we implement bit-level fuzzing to evaluate potential impacts and risks of integrity-vulnerable identifier variation. Concurrently, we conduct command-level mutation-based fuzzing by fixing the assumption identifier to assess the potential impacts and risks of confidentiality-vulnerable identifiers. During this approach, we established 1 attack model and detected 53 vulnerabilities. The vulnerabilities identified used to fortify protocol-level assumptions could further refine search space for the following detection cycles. Consequently, it addresses the prevalent scalability challenges in detecting vulnerabilities and unintended emergent behaviors in large-scale systems in 5G and beyond."
"Verifiable UML Artifact-Centric Business Process Models (Extended Version)","https://scispace.com/paper/http://arxiv.org/abs/1408.5094v2","2014","Preprint","","Diego Calvanese
Marco Montali
Montserrat Estanol
Ernest Teniente","10.1145/2661829.2662050","https://arxiv.org/pdf/1408.5094v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on UML artifact-centric business process verification; does not discuss Verifiable Credentials, their data model, or any related formalization.","Artifact-centric business process models have gained increasing momentum recently due to their ability to combine structural (i.e., data related) with dynamical (i.e., process related) aspects. In particular, two main lines of research have been pursued so far: one tailored to business artefact modeling languages and methodologies, the other focused on the foundations for their formal verification. In this paper, we merge these two lines of research, by showing how recent theoretical decidability results for verification can be fruitfully transferred to a concrete UML-based modeling methodology. In particular, we identify additional steps in the methodology that, in significant cases, guarantee the possibility of verifying the resulting models against rich first-order temporal properties. Notably, our results can be seamlessly transferred to different languages for the specification of the artifact lifecycles."
"A practical approach to ontology-based data modelling for semantic interoperability","https://scispace.com/paper/qSXuXgk9wV4J","","","","T Hagelien
H Preisig
J Friis
P Klein","","https://www.researchgate.net/profile/Peter-Klein-18/publication/350293557_A_Practical_Approach_to_Ontology-Based_Data_Modelling_for_Semantic_Interoperability/links/605ce657a6fdccbfea0844fb/A-Practical-Approach-to-Ontology-Based-Data-Modelling-for-Semantic-Interoperability.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic ontology-based data modelling and RDF triples; does not discuss W3C Verifiable Credentials, their formalization, or mappings.",""
"Formalising Linked-Data based Verifiable Credentials for Selective Disclosure","https://scispace.com/paper/formalising-linked-data-based-verifiable-credentials-for-12ljolww","2022","Journal Article","","Dan Yamamoto
Yuji Suga
Kazue Sako","10.1109/EuroSPW55150.2022.00013","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a formal definition to enable selective disclosure of Linked‑Data VC, includes a prototype implementation, but lacks detailed ontology/metamodel and explicit element‑wise mapping to the W3C VC model.","In this paper, we propose a formal definition for Linked-Data based verifiable credential to enable secure selective disclosure among one or multiple verifiable creden-tials a user has. Previous schemes considered using a single verifiable credential and could not hide the user's identifying information when performing selective disclosure. We pro-pose the first Linked-Data based verifiable credentials that can perform selective disclosure free from the restrictions the previous scheme had, and prove its property. We also discuss a novel use of combining multiple certificates issued by independent issuers to still allow users to perform selective disclosure on the set of credentials. Our scheme has been implemented as an open source Web-based application that generates a verifiable presentation for a given selection of attributes. The performance evaluation is also provided in the paper."
"Authentication, Authorization, and Selective Disclosure for IoT data sharing using Verifiable Credentials and Zero-Knowledge Proofs","https://scispace.com/paper/http://arxiv.org/abs/2209.00586v1","2022","Preprint","","Nikos Fotiou
Iakovos Pittaras
Spiros Chadoulos
Vasilios A. Siris
George C. Polyzos
Nikolaos Ipiotis
Stratos Keranidis","","https://arxiv.org/pdf/2209.00586v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Verifiable Credentials for IoT data sharing, but provides only high‑level discussion of VC concepts; lacks formal model, ontology/metamodel, or explicit VC element mappings.","As IoT becomes omnipresent vast amounts of data are generated, which can be used for building innovative applications. However,interoperability issues and security concerns, prevent harvesting the full potentials of these data. In this paper we consider the use case of data generated by smart buildings. Buildings are becoming ever ""smarter"" by integrating IoT devices that improve comfort through sensing and automation. However, these devices and their data are usually siloed in specific applications or manufacturers, even though they can be valuable for various interested stakeholders who provide different types of ""over the top"" services, e.g., energy management. Most data sharing techniques follow an ""all or nothing"" approach, creating significant security and privacy threats, when even partially revealed, privacy-preserving, data subsets can fuel innovative applications. With these in mind we develop a platform that enables controlled, privacy-preserving sharing of data items. Our system innovates in two directions: Firstly, it provides a framework for allowing discovery and selective disclosure of IoT data without violating their integrity. Secondly, it provides a user-friendly, intuitive mechanisms allowing efficient, fine-grained access control over the shared data. Our solution leverages recent advances in the areas of Self-Sovereign Identities, Verifiable Credentials, and Zero-Knowledge Proofs, and it integrates them in a platform that combines the industry-standard authorization framework OAuth 2.0 and the Web of Things specifications."
"A formalisation of deep metamodelling","https://scispace.com/paper/a-formalisation-of-deep-metamodelling-3wim3tt8un","2014","Journal Article","Formal Aspects of Computing","Alessandro Rossini
Juan de Lara
Esther Guerra
Adrian Rutle
Uwe Wolter","10.1007/S00165-014-0307-X","https://scispace.com/pdf/a-formalisation-of-deep-metamodelling-3wim3tt8un.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on deep metamodelling formalisation and tooling, without any discussion of W3C Verifiable Credentials, their data model, or related ontologies/metamodels.","Metamodelling is one of the pillars of model-driven engineering, used for language engineering and domain modelling. Even though metamodelling is traditionally based on a two-metalevel approach, several researchers have pointed out limitations of this solution and proposed an alternative deep (also called multi-level) approach to obtain simpler system specifications. However, this approach currently lacks a formalisation that can be used to explain fundamental concepts such as deep characterisation, double linguistic/ontological typing and linguistic extension. This paper provides such a formalisation based on the Diagram Predicate Framework, and discusses its practical realisation in the metaDepth tool."
"Ontology engineering and routing in distributed knowledge management applications","https://scispace.com/paper/ontology-engineering-and-routing-in-distributed-knowledge-4q0qos1qqy","2006","Dissertation","","Christoph Tempich","10.5445/IR/1000004811","https://scispace.com/pdf/ontology-engineering-and-routing-in-distributed-knowledge-4q0qos1qqy.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general ontology engineering, OWL/RDF for knowledge management; does not discuss Verifiable Credentials, their data model, or related formal mappings.","The dynamics of contemporary business conditions has caused a decentralization of the traditional enterprize organization and a shift towards transferring responsibilities from individuals organized in centralized hierarchical structures to autonomous teams. In particular innovative and value creating knowledge workers involved in research and development, marketing and management activities are affected by this change. This thesis explores the implications this organizational trend has on knowledge management systems and proposes solutions to some of the arising challenges. It introduces a decentralized knowledge management system allowing knowledge workers to share knowledge in a peer-to-peer fashion. Within this system ontologies provide the conceptual backbone to represent and share the knowledge located at individual sites. We investigate such decentralized ontology-based knowledge management systems from an organizational and a technical perspective. In particular the work addresses the building and maintenance of ontologies and the ontology-based routing of queries in this distributed context. DILIGENT proposes an ontology engineering methodology to support the building and evolution of ontologies in decentralized settings. A major concern in such an environment is the construction of consensually shared ontologies to enable knowledge exchange. With this respect the methodology aids ontology users in handling such a shared ontology, while preserving their autonomy by allowing for local variations. It includes an argumentation framework which structures ontology engineering discussions, ensuring the coherence and traceability of the process and facilitating later reuse by explicitly encoding assumptions underlying certain modeling decisions. The DILIGENT methodology is supported by tools and is empirically validated within three case studies. REMINDIN’ is an ontology-based routing algorithm demonstrating the value of shared ontologies for knowledge retrieval in peer-to-peer knowledge management systems. We examine available network topologies with respect to the requirements of a distributed knowledge management scenario, concluding that pure unstructured peer-to-peer networks meet these requirements. REMINDIN’ is a routing algorithm for such network topologies. It exploits social metaphors in conjunction with semantic information in order to select and forward queries to remote peers. We tested the algorithm through simulations resembling real-world ontology-based peer-to-peer systems. This evaluation showed that REMINDIN’ performs better in comparison to related approaches. The thesis demonstrates that ontology-based distributed knowledge management is feasible from an organizational as well as technical point of view. The requirements of the"
"Architectural support for ubiquitous access to multimedia content","https://scispace.com/paper/architectural-support-for-ubiquitous-access-to-multimedia-4aw2i2siy2","2007","","","Maria Teresa Magalhães da Silva Pinto de Andrade","","https://scispace.com/pdf/architectural-support-for-ubiquitous-access-to-multimedia-4aw2i2siy2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontologies for multimedia context, not on W3C Verifiable Credentials or related formal models.","Tese de doutoramento. Engenharia Electrotecnica e de Computadores (Telecomunicacoes). Faculdade de Engenharia. Universidade do Porto. 2007"
