"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Interoperability of Identity and Identity Management Systems","https://scispace.com/paper/interoperability-of-identity-and-identity-management-systems-4ccyomzm3s","2006","Journal Article","Datenschutz Und Datensicherheit - Dud","James Backhouse","10.1007/S11623-006-0145-Y","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses European e‑ID interoperability and privacy policy concerns, but lacks formal methods, specific framework comparison, conflict analysis, or implementation details.","Interoperability in Identity and Identity Management Systems is a mounting concern for European policymakers, governments and administrators. Plans are being discussed, for example, with respect to European eIDs. However, interoperability seems to be too focused on technical aspects at a time when privacy concerns are emerging as a major stumbling block. How can Europe achieve a more balanced approach? This article discusses the results of the current FIDIS research in the area of interoperability."
"A Tutorial on the Interoperability of Self-sovereign Identities","https://scispace.com/paper/a-tutorial-on-the-interoperability-of-self-sovereign-2ween1a9","2022","Posted Content","","","10.36227/techrxiv.20430825.v1","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a tutorial and reference model for SSI interoperability, but lacks formal methods, conflict analysis, specific framework comparison, mitigation tactics, prototypes, or policy discussion.","&lt;p&gt;Self-sovereign identity is the latest digital identity paradigm that allows users, organizations, and things to manage identity in a decentralized fashion without any central authority controlling the process of issuing identities and verifying assertions. Following this paradigm, implementations have emerged in recent years, with some having different underlying technologies. These technological differences often create interoperability problems between software that interact with each other from different implementations. Although a common problem, there is no common understanding of self-sovereign identity interoperability. In the context of this tutorial, we create a definition of interoperability of self-sovereign identities to enable a common understanding. Moreover, due to the decentralized nature, interoperability of self-sovereign identities depends on multiple components, such as ones responsible for establishing trust or enabling secure communication between entities without centralized authorities. To understand those components and their dependencies, we also present a reference model that maps the required components and considerations that build up a self-sovereign identity implementation. The reference model helps address the question of how to achieve interoperability between different implementations. &lt;/p&gt; "
"Identification and Trust Techniques Compatible with eIDAS Regulation","https://scispace.com/paper/identification-and-trust-techniques-compatible-with-eidas-42ta4y91w8","2019","Book Chapter","","Stefan Mocanu
Ana Maria Chiriac
Cosmin Popa
Radu Dobrescu
Daniela Saru","10.1007/978-3-030-21373-2_55","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a descriptive overview of eIDAS identification and trust techniques without formal modeling, conflict analysis, or comparisons to other frameworks; lacks formal mitigation, implementation, or policy discussion.","This study presents the current situation (starting with January 2015) related to EU Regulation eIDAS. eIDAS represents the latest EU initiative to build a common framework for electronic identification and trust services. It was the intention of European Council to elaborate and impose a minimal legislation which should guarantee compatibility and interoperability of national identification and trust systems while still allowing the existence of local legal flavors. It is expected that eIDAS will offer safer interactions between various entities (such as private enterprises, public enterprises, citizens, administration) thus contributing to the growth of European market and the improvement of cross-border transactions. Exposure of the current state is combined with suggestions and discussions about improvements to the former eID resulting from the new regulation. A section on the implementation of interoperability framework in some member states gives a first insight into the work which will be required in the next few years for completing the implementation. This paper presents a thorough review of the main identification and trust techniques in eIDAS and the differences to previous or more local similar frameworks."
"Towards an Interoperable Identity Management Framework: a Comparative Study","https://scispace.com/paper/towards-an-interoperable-identity-management-framework-a-sgyk9n0851eh","","","","Samia El Haddouti
Mohamed Dafir Ech-Cherif El Kettani","10.48550/arxiv.1902.11184","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a high‑level survey of identity management interoperability without formal modeling, conflict analysis, or coverage of eIDAS 2.0, VCDM, AnonCreds, ISO mDL.","The development of services and the growing demand for resources sharing among users from different organizations with some level of affinity have motivated the creation of Identity Management Systems. Identity Management has gained significant attention in recent years in the form of several projects producing many standards, prototypes and application models both in the academia and the industry. However, the interoperability between different Identity Management Solutions is still a complex challenge yet to achieve. The user can only use one Identity Provider within a single Service Provider session, when in many scenarios the user needs to provide attributes from multiple Identity Providers. This paper presents the state of the art of our researches and it focuses on two main topics: first, to provide a detailed study about the Identity Management and the integrated disciplines and technologies in general; secondly, to summarize the main approaches that have been proposed to overcome the interoperability challenge."
"Governance Models for Interoperable Electronic Identities","https://scispace.com/paper/governance-models-for-interoperable-electronic-identities-4ez24xsq1i","2013","Journal Article","Journal of International Commercial Law and Technology","Tobias Mahler","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes multi‑stakeholder governance concepts for e‑identity interoperability, but lacks formal methods, conflict analysis, specific framework comparison, mitigation tactics, prototypes, or policy detail.","Current implementations of electronic identity in Europe are rather diverse; they include state-driven identity management frameworks as well as private sector frameworks and different forms of public-private collaborations. This diversity may represent a major challenge for the deployment of information society services addressed towards the European internal market. This raises the question: How can we achieve interoperability of electronic identities across Europe, and potentially beyond Europeâ€™s borders? This paper argues that the interoperability of electronic identity could be governed by a multi-stakeholder governance framework that brings together different parties with interests in the provision and use of electronic identities. Such a governance framework could, for example, consist in designing and operating a portal with common functionalities that allows interoperable authentication across multiple domains and contexts. Inspiration for the governance of such a portal could come both from existing successful implementations of electronic identity and from multi-stakeholder institutions that have proven useful in Internet governance.Â"
"Self-sovereign identity: A conceptual framework and research agenda","https://scispace.com/paper/KVU9-y_ZkbsJ","","","","D Richter
J Anke","","https://link.springer.com/content/pdf/10.1007/s12525-025-00867-8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a high‑level SSI conceptual framework without formal modeling, conflict analysis, or comparison of eIDAS 2.0, VCDM, AnonCreds, ISO mDL; lacks mitigation, implementation, or policy discussion.",""
"eIDAS Interoperability and Cross-Border Compliance Issues","https://scispace.com/paper/eidas-interoperability-and-cross-border-compliance-issues-33dedvee","2023","Journal Article","Mathematics","Marko Hölbl
Boštjan Kežmah
Marko Kompara","10.3390/math11020430","https://www.mdpi.com/2227-7390/11/2/430/pdf?version=1673945499","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Identifies eIDAS interoperability problems but lacks formal modeling, compares only eIDAS, and provides no formal mitigation, prototype, or extensive policy analysis.","The eIDAS Regulation provides a common foundation for secure electronic interaction between citizens, businesses, and public authorities. We investigated and identified interoperability and cross-border compliance issues in this paper. We have identified the following weaknesses: Organizational independence, remote access to banking services, remote video identification, use of electronic signatures in public administration, commercial access to the eIDAS network, biometric authentication mechanisms, and, finally, some technical issues with the mechanisms used to provide security and authentication in eIDAS nodes."
"Architectural insights into trustee's authentication manager: Leveraging ssi and eidas","https://scispace.com/paper/architectural-insights-into-trustees-authentication-manager-mwhrs7l162","2023","Journal Article","","A. Grammatopoulos
Ioannis Stylianou
Eneko Gómez Ramos
Ivan Gutierrez-Aguero
Cristina Regueiro
Ilias Politis","10.1109/camad59638.2023.10478431","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes SSI integration with eIDAS but lacks formal methods, conflict analysis, multiple framework comparison, mitigation tactics, implementation details, or policy discussion.",""
"Governance Models for Interoperable Electronic Identities","https://scispace.com/paper/governance-models-for-interoperable-electronic-identities-5gobf6dvaq","2011","Posted Content","Social Science Research Network","Tobias Mahler","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper proposes a multi‑stakeholder governance portal for e‑identity interoperability but lacks formal methods, conflict analysis, specific framework comparison, mitigation tactics, prototypes, or detailed policy discussion.","Current implementations of electronic identity in Europe are rather diverse; they include state-driven identity management frameworks as well as private sector frameworks and different forms of public-private collaborations. This diversity may represent a major challenge for the deployment of information society services addressed towards the European internal market. This raises the question: How can we achieve interoperability of electronic identities across Europe, and potentially beyond Europe’s borders? This paper argues that the interoperability of electronic identity could be governed by a multi-stakeholder governance framework that brings together different parties with interests in the provision and use of electronic identities. Such a governance framework could, for example, consist in designing and operating a portal with common functionalities that allows interoperable authentication across multiple domains and contexts. Inspiration for the governance of such a portal could come both from existing successful implementations of electronic identity and from multi-stakeholder institutions that have proven useful in Internet governance."
"The Formal, Financial and Fraught Route to Global Digital Identity Governance","https://scispace.com/paper/the-formal-financial-and-fraught-route-to-global-digital-2yciyw9fxj","2021","Journal Article","","Malcolm Campbell-Verduyn
Moritz Huetten","10.3389/FBLOC.2021.627641","https://scispace.com/pdf/the-formal-financial-and-fraught-route-to-global-digital-2yciyw9fxj.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper analyzes FATF's financial‑risk approach and blockchain market governance, lacking formal modeling, conflict characterization, or comparison of eIDAS, VCDM, AnonCreds, or mDL frameworks.","Examining the activities of the Financial Action Task Force (FATF) - an intergovernmental organization at the center of global anti-money laundering and counter-the-financing of terrorism governance- this paper advances a two-fold argument. First, the FATF shapes how, where and who is involved in developing key standards of acceptability underpinning blockchain activities. While not itself directly involved in the actual coding of blockchain protocols, the FATF influences the location and type of centralized modes of control. Drawing on the notion of protocological control from media studies, we illustrate how centralized control emerging in global digital identity governance emanates from the global governance of financial flows long considered by international organizations like the FATF. Second, we suggest that governance by blockchains persistently shapes the ability of the FATF to stem illicit international financial flows. In highlighting both the influence of FATF on blockchain governance and blockchain governance on the FATF we draw two strands literature that have been considered separately together in an analysis of the formal, financial and fraught route to global digital identity governance."
"Towards an identity management solution on Arweave","https://scispace.com/paper/towards-an-identity-management-solution-on-arweave-4r8rm6291bvv","2024","Journal Article","","Andreea Elena Dragnoiu
Ruxandra F. Olimid","10.48550/arxiv.2412.13865","https://scispace.compdf/towards-an-identity-management-solution-on-arweave-4r8rm6291bvv.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes Arweave‑based IdM, cites Civic, ION, SelfKey, and eIDAS/GDPR, but lacks formal methods, conflict analysis, multi‑framework comparison, mitigation tactics, prototypes, or policy discussion.","Traditional identity management systems, often centralized, face challenges around privacy, data security, and user control, leaving users vulnerable to data breaches and misuse. This paper explores the potential of using the Arweave network to develop an identity management solution. By harnessing Arweave's permanent storage, our solution offers the users a Self-Sovereign Identity (SSI) framework, that uses Decentralized Identifiers (DIDs) and Verifiable Credentials (VCs) to allow individuals and other entities to create, own, and manage their digital identities. Further, the solution integrates privacy-preserving technologies, including zero-knowledge proofs and the BBS(+) signature scheme, enabling selective disclosure. This approach ultimately enhances user privacy and supports compliance with European Union legislation and regulatory standards like the General Data Protection Regulation (GDPR) by design. "
"Trends in the Digitalisation of Public Administrations – in Light of EU Legislation and Domestic Developments","https://scispace.com/paper/trends-in-the-digitalisation-of-public-administrations-in-2dg0g5khmg","2023","Journal Article","Central European public administration review","Adrián Fábián
G. Kollár","10.17573/cepar.2023.2.06","https://scispace.compdf/trends-in-the-digitalisation-of-public-administrations-in-2dg0g5khmg.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses eIDAS 2.0 discussion to outline EU digital identity goals, but lacks formal modeling, conflict analysis, multi‑framework comparison, or concrete mitigation prototypes. Offers general policy context.","Purpose: Regulating the parameters of all types of identity – including its elements, authenticity and authenticator, verifiability, and the verification process – requires particular attention. The most critical element here is most likely its presence in the digital sphere. Our main goal is to examine the proposal to amend the eIDAS Regulation to create a framework for a European digital identity.Design/Methodology/Approach: The paper analyses the topic in terms of Union law and the most recent strategic document of the Hungarian governmental decisionmaker, incorporating pertinent scientific findings. The article evaluates the current situation, highlighting foreseeable and potential impacts of the new legislative developments.Findings: The paper presents both the practices established by the eIDAS Regulation as a starting point and the current status of digitalisation in Hungary (primarily in public administration).Practical Implications: Eventually, we will attempt to identify the expected opportunities and advantages, as well as risks and drawbacks, associated with the nascent trend of digitalization of public administration in the EU and Hungary.Originality/Value: Upon establishing a groundwork in this domain, the nature of the amendment and the domestic response (National Digital Citizenship Programme) will be reviewed to assess efforts at both the European and Hungarian levels.&#x0D; &#x0D; &#x0D; &#x0D; "
"Towards Interoperabilty in Identity Federation Systems.","https://scispace.com/paper/towards-interoperabilty-in-identity-federation-systems-3ikqjvdisa","2017","","","Elena Torroglosa-García
Antonio F. Skarmeta-Gómez","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper surveys existing federations and proposes interoperability ideas, but lacks formal methods, conflict analysis, coverage of specified frameworks, and concrete implementations or policy analysis.","Digital services aimed at humans need to ensure user identity. Governments and institutions confront the identity problem when migrating their face to face services to the digital world, where no facial identification is plausible. On the other hand, users concerns regarding their privacy and security are a barrier to be overcome during the migration. Identity federations are envisioned to unify and simplify user and service management through trust relationships. Recent trends indicate that federations are limited by target audiences and scope and are isolated from each other. It is necessary to go one step further and work in interoperability mechanisms to develop the existing federations and improve user experience and service quality. This work reviews some of the most important identity federations, with the focus on well defined sectors such as research and education communities and governments, specifically Moonshot, eduGAIN, EUDAT, STORK and EIDAS. Based on their analyses, we consider interfederation scenarios between eduGAIN, STORK and eIDAS and propose interoperability mechanisms to reach interfederation solutions to extend the user’s scope of each o with the others and thus provide wider federation possibilities."
"The EU's Digital Identity Policy: Tracing Policy Punctuations","https://scispace.com/paper/the-eu-s-digital-identity-policy-tracing-policy-punctuations-2m6g1z1z","2022","Proceedings Article","International Conference on Theory and Practice of Electronic Governance","Linda Weigl
Alexandre Amard
Cristiano Codagnone
Gilbert Fridgen","10.1145/3560107.3560121","https://scispace.com/pdf/the-eu-s-digital-identity-policy-tracing-policy-punctuations-2m6g1z1z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses punctuated equilibrium theory and process tracing to analyze EU eIDAS policy evolution; lacks formal modeling, conflict characterization, multi‑framework comparison, or implementation details.","This paper analyzes the development of the European Union's digital identity policy. The analysis focuses on the dynamics leading to a sudden shift from identity management as a sensitive topic under national competence towards a common, harmonized, user-centric European Digital Identity Framework layering on top of Member States’ existing systems. We adopted a syncretic approach to Punctuated Equilibrium Theory and focused specifically on the concept of policy punctuations and policy image. Process tracing is used as a method to trace and interpret causal mechanisms of policy processes. The empirical analysis is grounded in elite interviews and policy documentation. To open up the black box of policy-making, we analyze and disaggregate the policy process. We thereby provide a better understanding of the historical-political and technological mechanisms that determine particular policy outcomes."
"Attribute-based identity management : [bridging the cryptographic design of ABCs with the real world]","https://scispace.com/paper/attribute-based-identity-management-bridging-the-47bvrqjjye","2015","Dissertation","","Gergely Alpár","","https://scispace.com/pdf/attribute-based-identity-management-bridging-the-47bvrqjjye.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on attribute‑based IDM, anonymous credentials, and user‑centric frameworks without formal modeling, conflict analysis, or comparison of eIDAS, VCDM, AnonCreds, ISO mDL.","Attribute-based credentials (ABCs) provide a new way to authenticate using selectively disclosed personal attributes, possibly without identification. Smart-card technology has now become sufficiently advanced to implement and deploy ABCs. This thesis focusses on the cryptographic and broader technical challenges of applying ABCs in identity management, both online and offline."
"Service-Oriented Digital Identity-Related Privacy Interoperability: Implementation Framework of Privacy-as-a-Set-of-Services (PaaSS)","https://scispace.com/paper/service-oriented-digital-identity-related-privacy-1ggnofg7q4","2012","Book Chapter","","Ghazi Ben Ayed
Solange Ghernaouti-Hélie","10.1007/978-3-642-33068-1_18","https://scispace.com/pdf/service-oriented-digital-identity-related-privacy-1ggnofg7q4.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper proposes a service‑oriented privacy framework using SOA diagrams and BPMN, without formal modeling, conflict analysis, or comparison of eIDAS, VCDM, AnonCreds, ISO mDL, nor policy or mitigation details.","Protecting digital identity is crucial aspect in order to successfully enable collaboration between heterogeneous and distributed information systems. In this context, privacy could play a key role for digital identity protection and security. Thus, an identity layer in which interoperable privacy is delivered in the shape of a set of services, rather than monolithic applications, would be inevitably responding to the need of collaboration. In this article, we suggest a novel layered service-oriented implementation framework that information systems security projects’ members could borrow to successfully turn digital identity-related privacy requirements into a set of services. Several blocks are distributed amongst five layers and three mapping gateways determine the roadmap of the implementation effort governance. Seven loosely coupled, publicly hosted and available to on-demand calls services are specified to accommodate service-oriented architectures. OMG SoaML diagrams, BPMN process descriptions and SOA-artifacts specifications are provided and explained."
"Towards an Interoperable Identity Management Framework: a Comparative Study.","https://scispace.com/paper/towards-an-interoperable-identity-management-framework-a-16bnr5xw47","2019","Posted Content","arXiv: Cryptography and Security","Samia El Haddouti
Mohamed Dâfir Ech-Cherif El Kettani","","https://scispace.compdf/towards-an-interoperable-identity-management-framework-a-16bnr5xw47.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a high‑level survey of identity management interoperability without formal modeling, conflict analysis, or coverage of eIDAS 2.0, VCDM, AnonCreds, ISO mDL; lacks formal mitigation, prototypes, or policy discussion.","The development of services and the growing demand for resources sharing among users from different organizations with some level of affinity have motivated the creation of Identity Management Systems. Identity Management has gained significant attention in recent years in the form of several projects producing many standards, prototypes and application models both in the academia and the industry. However, the interoperability between different Identity Management Solutions is still a complex challenge yet to achieve. The user can only use one Identity Provider within a single Service Provider session, when in many scenarios the user needs to provide attributes from multiple Identity Providers. This paper presents the state of the art of our researches and it focuses on two main topics: first, to provide a detailed study about the Identity Management and the integrated disciplines and technologies in general; secondly, to summarize the main approaches that have been proposed to overcome the interoperability challenge."
"Laws, norms, and the Institutional Analysis and Development framework","https://scispace.com/paper/laws-norms-and-the-institutional-analysis-and-development-3lsvzhfves","2017","Journal Article","Journal of Institutional Economics","Daniel H. Cole","10.1017/S1744137417000030","https://scispace.com/pdf/laws-norms-and-the-institutional-analysis-and-development-3lsvzhfves.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on legal rules within the IAD framework; does not address digital identity governance, formal methods, or the specified frameworks.","Elinor Ostrom's Institutional Analysis and Development (IAD) framework has been described as ‘one of the most developed and sophisticated attempts to use institutional and stakeholder assessment in order to link theory and practice, analysis and policy’. But not all elements in the framework are sufficiently well developed. This paper focuses on one such element: the ‘rules-in-use’ (a.k.a. ‘rules’ or ‘working rules’). Specifically, it begins a long-overdue conversation about relations between formal legal rules and ‘working rules’ by offering a tentative and very simple typology of relations. Type 1: Some formal legal rules equal or approximate the working rules; Type 2: Some legal rules plus (or emended by) widely held social norms equal or approximate the working rules; and Type 3: Some legal rules bear no evident relation to the working rules. Several examples, including some previously used by Ostrom, are provided to illustrate each of the three types, which can be conceived of as nodes or ranges along a continuum. The paper concludes with a call for empirical research, especially case studies and meta-analyses, to determine the relevant scope of each of these types of relations, and to provide data for furthering our understanding of how different types of rules, from various sources, function (or not) as institutions."
"SoK: A Taxonomy for Distributed-Ledger-Based Identity Management","https://scispace.com/paper/sok-a-taxonomy-for-distributed-ledger-based-identity-5p7muruxmww9","2025","Journal Article","","Garzon, Sandro Rodriguez
Herbke, Patrick
Kupper Axel","10.48550/arxiv.2505.05100","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a taxonomy of distributed-ledger identity solutions without formal methods, conflict analysis, specific framework comparison, mitigation tactics, prototypes, or policy discussion.","The intersection of blockchain (distributed ledger) and identity management lacks a comprehensive framework for classifying distributed-ledger-based identity solutions. This paper introduces a methodologically developed taxonomy derived from the analysis of 390 scientific papers and expert discussions. The resulting framework consists of 22 dimensions with 113 characteristics, organized into three groups: trust anchor implementations, identity architectures (identifiers and credentials), and ledger specifications. This taxonomy facilitates the systematic analysis, comparison, and design of distributed-ledger-based identity solutions, as demonstrated through its application to two distinct architectures. As the first methodology-driven taxonomy in this field, this work advances standardization and enhances understanding of distributed-ledger-based identity architectures. It provides researchers and practitioners with a structured framework for evaluating design decisions and implementation approaches. "
"Interoperability in Identity Management","https://scispace.com/paper/interoperability-in-identity-management-bmcbk6h9db","2011","Book Chapter","","Martin Wolf","10.4018/978-1-60960-485-1.CH026","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a prototype for cross‑standard identity interoperability, but lacks formal methods, conflict analysis, coverage of eIDAS/VCDM/AnonCreds/mDL, mitigation strategies, or policy discussion.","Identity management systems are used by companies to ensure that only authorised people can access confidential information and internal applications. The interoperability of such systems is necessary due to the increasing need for companies to support interactions with partners, suppliers and customers on a technical level, which requires the exchange of identity information, rather than hiding it behind a firewall. Several initiatives have been formed to develop standard protocols for this purpose, with the goals of avoiding redundancy in user management, minimising security risks and facilitating collaboration set-up. These efforts have led to the evolution of several specifications, with each providing the means to exchange identity information in a homogenous environment with all collaboration partners using that standard. This chapter investigates the requirements for enabling interoperability between systems independent of the standard they support. After providing an overview of current industry and research initiatives in this area, the chapter discusses the main challenges involved and presents a real world scenario from the financial industry as a motivating example. Based on an analysis of two major standards, several theoretical concepts are introduced, including a message meta model, to address the interoperability issue on an abstract level, thereby laying the foundation to support collaborations utilising multiple different standards as well as proprietary solutions. Finally, the chapter describes the implementation of a prototype supporting such a scenario based on the concepts presented in the chapter. DOI: 10.4018/978-1-60960-485-1.ch026"
"Intermediary Technical Interoperability Component TIC Connecting Heterogeneous Federation Systems","https://scispace.com/paper/intermediary-technical-interoperability-component-tic-4ikv4im8hx","2021","Book Chapter","","Hasnae L'Amrani
Younes El Bouzekri El Idrissi
Rachida Ajhoun","10.1007/978-3-030-57024-8_24","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a technical interoperability component for heterogeneous federations, but lacks formal methods, conflict analysis, specific framework comparison, mitigation strategies, implementation details, or policy discussion.","The spread of digital identity raises many new opportunities and challenges concerning identity. A set of identity management systems has been developed to handle such identities. The aim is both to enhance the end-user experience and to provide secure access for users. Nowadays, we have a large number of heterogeneous identity management initiatives. Proof of its eligibility for identity management is provided under the federation system. The strength of security domains within federated systems is a trusted agreement between communicating entities. However, Federated systems are challenged by the interoperability issue across those federated heterogeneous systems. This work aims to provide a technical interoperability approach for the different federations. The researchers are offering a technical interoperability component TIC, as a midway tool that will enable identity data to be interchanged between heterogeneous federations in total transparency."
"Designing an academic electronic identity management system for student mobility using eidas eid and self-sovereign identity technologies","https://scispace.com/paper/BEyqKXXMXm4J","","","","P Kavassalis","","https://eunis.org/download/2020/EUNIS_2020_paper_63.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses eIDAS and SSI to design a student mobility identity system, but lacks formal modeling, conflict analysis, and comparison of multiple listed frameworks.",""
"Self-Sovereign Identity and Blockchain Integration for Secure Network Sharing and Federation: Evaluation and Analysis","https://scispace.com/paper/self-sovereign-identity-and-blockchain-integration-for-z0ewcwx85juf","","Journal Article","","Engin Zeydan
Josep Mangues-Bafalluy
Suayb S. Arslan
Yekta Turk
Kiril Antevski","10.1109/mrl.2025.3569613","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on SSI and blockchain for network federation, lacking formal methods, conflict analysis, or coverage of eIDAS, VCDM, AnonCreds, ISO mDL.","Traditional network sharing and federation models face growing challenges in ensuring secure identity management, interoperability, and trust among multiple network operators. This article presents a secure, decentralized framework that integrates self-sovereign identity (SSI) with blockchain-based consensus mechanisms to address these limitations in multivendor network-sharing environments. The proposed architecture leverages consensus models-such as Proof-of-Work (PoW), Proof-of-Authority (PoA), Practical Byzantine Fault Tolerance (PBFT), and Proof-of-Stake (PoS)-to evaluate performance tradeoffs in terms of resource consumption, consensus latency, and scalability. Experimental results show that the PBFT consensus mechanism provides the highest resource efficiency and minimal federation latency overhead when integrating SSI. In contrast, Cosmos PoS offers a balanced tradeoff between scalability, throughput, and moderate resource utilization, making it well-suited for future federated network deployments that require interoperability and high transaction capacity. In addition, threat models along with security and privacy considerations are addressed to ensure compliance with the General Data Protection Regulation (GDPR) and to support data sovereignty."
"Aggregating Digital Identities through Bridging. An Integration of Open
  Authentication Protocols for Web3 Identifiers","https://scispace.com/paper/aggregating-digital-identities-through-bridging-an-3l3j7vy55rd7","2025","Journal Article","","Ben Biedermann
Matthew Scerri
V.P. Kozlova
Joshua Ellul","10.48550/arxiv.2501.13770","https://scispace.compdf/aggregating-digital-identities-through-bridging-an-3l3j7vy55rd7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper surveys Web2/Web3 identity protocols and proposes a bridging architecture, but lacks formal modeling, conflict analysis, coverage of eIDAS 2.0/VCDM/AnonCreds/ISO mDL, mitigation strategies, implementation details, or policy discussion.","Web3's decentralised infrastructure has upended the standardised approach to digital identity established by protocols like OpenID Connect. Web2 and Web3 currently operate in silos, with Web2 leveraging selective disclosure JSON web tokens (SD-JWTs) and Web3 dApps being reliant on on-chain data and sometimes clinging to centralised system data. This fragmentation hinders user experience and the interconnectedness of the digital world. This paper explores the integration of Web3 within the OpenID Connect framework, scrutinising established authentication protocols for their adaptability to decentralised identities. The research examines the interplay between OpenID Connect and decentralised identity concepts, the limitations of existing protocols like OpenID Connect for verifiable credential issuance, OpenID Connect framework for verifiable presentations, and self-issued OpenID provider. As a result, a novel privacy-preserving digital identity bridge is proposed, which aims to answer the research question of whether authentication protocols should inherently support Web3 functionalities and the mechanisms for their integration. Through a Decentralised Autonomous Organisation (DAO) use case, the findings indicate that a privacy-centric bridge can mitigate existing fragmentation by aggregating different identities to provide a better user experience. While the digital identity bridge demonstrates a possible approach to harmonise digital identity across platforms for their use in Web3, the bridging is unidirectional and limits root trust of credentials. The bridge's dependence on centralised systems may further fuel the debate on (de-)centralised identities. "
"EU CrossBorder and OOT for HEI/Edu Workflows and Infrastructures with Interoperability, Standards and Security","https://scispace.com/paper/eu-crossborder-and-oot-for-hei-edu-workflows-and-2oc6ca2gne","2023","Journal Article","EPiC series in computing","Hermann Strack
Marlies Gollnick
Sebastian Karius
Guido Bacharach
Tor Fridell
Matthias Gottlieb
Jan Joost Norder
Hans J. Pongratz
Wolfgang Radenbach
Carsten Schmidt
Mirko Stanic
Geir Magne Vangen
Arn Waßmann
Sandro Wefel","10.29007/6wnc","https://scispace.compdf/eu-crossborder-and-oot-for-hei-edu-workflows-and-2oc6ca2gne.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper surveys EU cross‑border wallet concepts and eIDAS 2.0 integration, but lacks formal modeling, conflict analysis, or comparative evaluation of multiple governance frameworks.","Looking at current efforts and strategies for implementing the Once-Only-Principle OOP/OOTS versus former Cross-Border CroB Principles in EU E-Government regulation/projects like SDG/TOOP/mGov4EU, we analyze these developments concerning the HEI/EDU integration, also looking at the different states and (central/de- central) structures in some EU Member States as well cross-border, where already digital services and standards are used, like EMREX/ELMO and EWP. Against this background, we make proposals for some improvements for interoperability for OOTS and CroB implementations for HEI/EDU with standards and security. "
