"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Governance Models for Interoperable Electronic Identities","https://scispace.com/paper/governance-models-for-interoperable-electronic-identities-4ez24xsq1i","2013","Journal Article","Journal of International Commercial Law and Technology","Tobias Mahler","","","Current implementations of electronic identity in Europe are rather diverse; they include state-driven identity management frameworks as well as private sector frameworks and different forms of public-private collaborations. This diversity may represent a major challenge for the deployment of information society services addressed towards the European internal market. This raises the question: How can we achieve interoperability of electronic identities across Europe, and potentially beyond Europeâ€™s borders? This paper argues that the interoperability of electronic identity could be governed by a multi-stakeholder governance framework that brings together different parties with interests in the provision and use of electronic identities. Such a governance framework could, for example, consist in designing and operating a portal with common functionalities that allows interoperable authentication across multiple domains and contexts. Inspiration for the governance of such a portal could come both from existing successful implementations of electronic identity and from multi-stakeholder institutions that have proven useful in Internet governance.Â","In this article, the authors argue that the interoperability of electronic identity could be governed by a multi-stakeholder governance framework that brings together different parties with interests in the provision and use of electronic identities."
"Towards an Interoperable Identity Management Framework: a Comparative Study","https://scispace.com/paper/towards-an-interoperable-identity-management-framework-a-sgyk9n0851eh","","","","Samia El Haddouti
Mohamed Dafir Ech-Cherif El Kettani","10.48550/arxiv.1902.11184","","The development of services and the growing demand for resources sharing among users from different organizations with some level of affinity have motivated the creation of Identity Management Systems. Identity Management has gained significant attention in recent years in the form of several projects producing many standards, prototypes and application models both in the academia and the industry. However, the interoperability between different Identity Management Solutions is still a complex challenge yet to achieve. The user can only use one Identity Provider within a single Service Provider session, when in many scenarios the user needs to provide attributes from multiple Identity Providers. This paper presents the state of the art of our researches and it focuses on two main topics: first, to provide a detailed study about the Identity Management and the integrated disciplines and technologies in general; secondly, to summarize the main approaches that have been proposed to overcome the interoperability challenge.","This study examines the state of Identity Management Systems, highlighting the interoperability challenge between different solutions, and presents a comparative analysis of approaches to overcome this challenge, focusing on integrated disciplines and technologies."
"Towards Interoperabilty in Identity Federation Systems.","https://scispace.com/paper/towards-interoperabilty-in-identity-federation-systems-3ikqjvdisa","2017","","","Elena Torroglosa-García
Antonio F. Skarmeta-Gómez","","","Digital services aimed at humans need to ensure user identity. Governments and institutions confront the identity problem when migrating their face to face services to the digital world, where no facial identification is plausible. On the other hand, users concerns regarding their privacy and security are a barrier to be overcome during the migration. Identity federations are envisioned to unify and simplify user and service management through trust relationships. Recent trends indicate that federations are limited by target audiences and scope and are isolated from each other. It is necessary to go one step further and work in interoperability mechanisms to develop the existing federations and improve user experience and service quality. This work reviews some of the most important identity federations, with the focus on well defined sectors such as research and education communities and governments, specifically Moonshot, eduGAIN, EUDAT, STORK and EIDAS. Based on their analyses, we consider interfederation scenarios between eduGAIN, STORK and eIDAS and propose interoperability mechanisms to reach interfederation solutions to extend the user’s scope of each o with the others and thus provide wider federation possibilities.","This work reviews some of the most important identity federations, with the focus on well defined sectors such as research and education communities and governments, specifically Moonshot, eduGAIN, EUDAT, STORK and EIDAS, and proposes interoperability mechanisms to reach interfederation solutions."
"Is Europe ready to provide a pan-European Identity Management System?","https://scispace.com/paper/is-europe-ready-to-provide-a-pan-european-identity-s77lc8ft36","2012","Proceedings Article","IEEE Symposium on Security and Privacy","Sergio García
Ana Gómez Oliva
Emilia Pérez Belleboni","","","European public administrations must manage citizens' digital identities, particularly considering interoperability among different countries Owing to the diversity of electronic identity management (eIDM) systems, when users of one such system seek to communicate with governments using a different system, both systems must be linked and understand each other To achieve this, the European Union is working on an interoperability framework This article provides an overview of eIDM systems' current state at a pan-European level It identifies and analyzes issues on which agreement exists, as well as those that aren't yet resolved and are preventing the adoption of a large-scale model","An overview of eIDM systems' current state at a pan-European level identifies and analyzes issues on which agreement exists, as well as those that aren't yet resolved and are preventing the adoption of a large-scale model."
"Governance Models for Interoperable Electronic Identities","https://scispace.com/paper/governance-models-for-interoperable-electronic-identities-5gobf6dvaq","2011","Posted Content","Social Science Research Network","Tobias Mahler","","","Current implementations of electronic identity in Europe are rather diverse; they include state-driven identity management frameworks as well as private sector frameworks and different forms of public-private collaborations. This diversity may represent a major challenge for the deployment of information society services addressed towards the European internal market. This raises the question: How can we achieve interoperability of electronic identities across Europe, and potentially beyond Europe’s borders? This paper argues that the interoperability of electronic identity could be governed by a multi-stakeholder governance framework that brings together different parties with interests in the provision and use of electronic identities. Such a governance framework could, for example, consist in designing and operating a portal with common functionalities that allows interoperable authentication across multiple domains and contexts. Inspiration for the governance of such a portal could come both from existing successful implementations of electronic identity and from multi-stakeholder institutions that have proven useful in Internet governance.","This paper argues that the interoperability of electronic identity could be governed by a multi-stakeholder governance framework that brings together different parties with interests in the provision and use of electronic identities."
"Federated Identity Management: Challenges and Solutions in a Hybrid Environment","https://scispace.com/paper/federated-identity-management-challenges-and-solutions-in-a-bhbjicj67t3l","2024","Journal Article","Journal of Quantum Science and Technology.","Srinivasulu Harshavardhan Kendyala
Satish Vadlamani
Ashish Kumar
Om Goel
Raghav Agarwal
Shalu Jain","10.63345/jqst.v1i1.2","","Federated Identity Management (FIM) has emerged as a vital framework for managing digital identities across multiple organizations and services, particularly within hybrid environments that combine on-premises and cloud resources. However, implementing FIM presents several challenges, including interoperability, security vulnerabilities, and the complexity of user experience. The heterogeneity of identity providers and varying compliance regulations complicate the establishment of seamless authentication processes. Moreover, maintaining robust security measures against identity theft and unauthorized access remains a significant concern, especially when integrating legacy systems with modern cloud-based solutions. This paper explores these challenges in detail, emphasizing the need for standardized protocols and best practices to enhance interoperability between disparate systems. Additionally, we examine the role of advanced technologies, such as blockchain and artificial intelligence, in addressing security concerns and improving user management. By analyzing case studies of organizations that have successfully implemented FIM in hybrid environments, we identify key strategies that can mitigate common obstacles. Our findings underscore the importance of fostering collaboration among stakeholders to develop effective governance frameworks that ensure compliance and protect sensitive data. Ultimately, this paper aims to provide a comprehensive overview of the current landscape of federated identity management, offering actionable insights for organizations looking to optimize their identity management strategies in a hybrid context. ",""
"SSI, from Specifications to Protocol? Formally Verify Security!","https://scispace.com/paper/ssi-from-specifications-to-protocol-formally-verify-security-3d1q64oj34","2024","Proceedings Article","","Christoph Braun
R. Horne
Tobias Käfer
Sjouke Mauw","10.1145/3589334.3645426","","We evaluate a bundle of specifications from the Self-Sovereign Identity (SSI) paradigm to construct an authentication protocol for the Web. We demonstrate how relevant standards such as W3C Verifiable Credentials (VC), W3C Decentralised Identifiers (DIDs), and components of the Hyperledger Aries Framework are to be assembled methodologically into a protocol. We make those assumptions from standard trust models explicit that underlie the derived protocol, and verify security and privacy properties, notably secrecy, authentication, and unlinkability. This enables us to formally justify the additional precision that we urge these specifications to consider, to ensure that implementors of SSI-based systems do not neglect security-critical controls.","Formal verification of SSI-based authentication protocol derived from specifications, ensuring security and privacy properties."
"SIBERIA: A Self-Sovereign Identity and Multi-Factor Authentication Framework for Industrial Access","https://scispace.com/paper/siberia-a-self-sovereign-identity-and-multi-factor-stmkz4x4fpn4","2025","Journal Article","Applied Sciences","Daniel Paredes-García
José Álvaro Fernández-Carrasco
Javier López
Juan Camilo Vásquez-Correa
Imanol Jericó Yoldi
S. A. Moreno-Acevedo
Ander González-Docasal
Haritz Arzelus
Aitor Álvarez
Yeray de Diego Loinaz","10.3390/app15158589","","The growing need for secure and privacy-preserving identity management in industrial environments has exposed the limitations of traditional, centralized authentication systems. In this context, SIBERIA was developed as a modular solution that empowers users to control their own digital identities, while ensuring robust protection of critical services. The system is designed in alignment with European standards and regulations, including EBSI, eIDAS 2.0, and the GDPR. SIBERIA integrates a Self-Sovereign Identity (SSI) framework with a decentralized blockchain-based infrastructure for the issuance and verification of Verifiable Credentials (VCs). It incorporates multi-factor authentication by combining a voice biometric module, enhanced with spoofing-aware techniques to detect synthetic or replayed audio, and a behavioral biometrics module that provides continuous authentication by monitoring user interaction patterns. The system enables secure and user-centric identity management in industrial contexts, ensuring high resistance to impersonation and credential theft while maintaining regulatory compliance. SIBERIA demonstrates that it is possible to achieve both strong security and user autonomy in digital identity systems by leveraging decentralized technologies and advanced biometric verification methods. ","SIBERIA is a modular, self-sovereign identity framework for industrial access, integrating decentralized blockchain-based infrastructure, Verifiable Credentials, and multi-factor authentication, including voice and behavioral biometrics, to ensure secure, user-centric identity management and regulatory compliance."
"SoK: A Survey on Technological Trends for (pre)Notified eIDAS Electronic Identity Schemes","https://scispace.com/paper/sok-a-survey-on-technological-trends-for-pre-notified-eidas-1bbpuxud","2022","Proceedings Article","Proceedings of the 17th International Conference on Availability, Reliability and Security","Amir Sharif
Matteo Ranzi
Roberto Carbone
Giada Sciarretta
Silvio Ranise","10.1145/3538969.3543817","","The eIDAS Regulation aims to provide an interoperable European framework to enable EU citizens to authenticate and communicate with services of other Member States by using their national electronic identity. While a set of high-level requirements (e.g., related to privacy and security) are established to make interoperability among Member States possible, the eIDAS Regulation does not explicitly specify the technologies that can be adopted during the development phase to meet the requirements as mentioned earlier. This paper considers the technological trends of (pre)notified eIDAS electronic identity schemes used by Member States, and they satisfy the eIDAS regulation requirements. We do this by defining a set of research questions that allow us to investigate the correlations between different design dimensions such as security, privacy, and usability. Based on these findings, we provide a set of lessons learned that can be used by the security community to protect interoperable national digital identities more efficiently.","This paper considers the technological trends of (pre)notified e IDAS electronic identity schemes used by Member States, and they satisfy the eIDAS regulation requirements."
"Establishing Nationwide Blockchain-Secured Digital Identity Infrastructure for Cybersecurity, E-Governance, and Frictionless Cross-Sector Service Delivery","https://scispace.com/paper/establishing-nationwide-blockchain-secured-digital-identity-n99xtp48qbah","2024","Journal Article","International Journal of Scientific Research and Modern Technology.","","10.38124/ijsrmt.v3i7.982","","The proliferation of digital services across government and private sectors has necessitated robust, secure, and interoperable identity management systems. This study examines the implementation of blockchain-secured digital identity infrastructure at the national level, focusing on its implications for cybersecurity, e-governance, and cross-sector service delivery. Through a comprehensive review of existing implementations and theoretical frameworks, this research analyzes the technical, operational, and policy dimensions of blockchain-based identity systems. The findings reveal that blockchain technology offers significant advantages in terms of security, privacy, transparency, and user control over personal data. However, implementation challenges including scalability, interoperability, regulatory compliance, and digital literacy remain substantial barriers. This study proposes a multi-layered framework for nationwide deployment that addresses these challenges while maximizing the benefits of decentralized identity management. The research contributes to both academic discourse and practical policy formulation by providing empirical evidence and actionable recommendations for governments considering blockchain-based digital identity systems. ",""
"Approaching Interoperability for Identity Management Systems","https://scispace.com/paper/approaching-interoperability-for-identity-management-systems-295tcj2zfh","2009","Book Chapter","","James Backhouse
Ruth Halperin","10.1007/978-3-642-01820-6_6","","Establishing interoperable systems is a complex operation that goes far beyond the technical interconnectedness of databases and systems. Interoperability emerges from the need to communicate data across different domains for a specific purpose. Transferring the data may represent a technical challenge because of different protocols, standards, formats and so forth. However, the most difficult challenge lies in reconciling and aligning the purpose, use and other changes consequent on transferring that data. Changes in data ownership and custodianship have an effect on power structures, roles and responsibilities and on risk. In the first part of this chapter our aim is to develop an understanding of the term ‘interoperability’ as it currently applies to the area of identity management. We propose a three-fold conception of interoperability in IdMS, involving technical, but also formal-policy, legal and regulatory components, as well as informal-behavioural and cultural aspects. Having noted the official EU/government agenda as regards interoperable IdMS, the second part of the chapter is concerned with the perspective of other important stakeholders on the same topic. First, the views of experts from private and public sectors across Europe are presented. Following this, the perceptions and attitudes of EU citizens towards interoperable IdMS are discussed. Together, the findings presented point to the crucial challenges and implications associated with the sharing of personal data in the provision of eGovernment, eHealth and related services.","An understanding of the term ‘interoperability’ as it currently applies to the area of identity management is developed and a three-fold conception of interoperability in IdMS is proposed, involving technical, but also formal-policy, legal and regulatory components, as well as informal-behavioural and cultural aspects."
"From Model to Mechanism: Enforcing Delegated Authority in SSI with Language-Based Security","https://scispace.com/paper/from-model-to-mechanism-enforcing-delegated-authority-in-ssi-2r01zx7o705g","2025","Journal Article","Mathematics","Muhamed Turkanović
Vid Keršič
Alen Horvat
Dominik Beron
Špela Čučko","10.3390/math13182971","","Delegation of authority remains a critical yet insufficiently addressed capability in Self-Sovereign Identity (SSI) systems. Building on an existing delegation model that introduced the concept of a Verifiable Mandate (VM) for expressing authority and access rights, this paper extends the approach with a rigorous formalization of delegation semantics, enabling unambiguous reasoning over roles, grants, and constraints. The formal model is aligned with standards from the World Wide Web Consortium (W3C), and its constructs are embedded into an extended credential schema that preserves compatibility with the Verifiable Credentials (VC) data model while introducing delegation-specific attributes. A generalized VM schema is defined, supporting both generic and business-specific instantiations, and ensuring structural and semantic interoperability. Policy compliance is operationalized through a policy-based enforcement architecture, where rules are authored in the Rego language and evaluated at runtime by the Open Policy Agent (OPA). The architecture incorporates trusted registries for schema and policy distribution, allowing verifiers to define and enforce context-specific delegation rules in a modular and interoperable manner. Validation through realistic scenarios, such as postal service and academic use cases, demonstrates how formal semantics, schema validation, and language-based policy enforcement can be combined to enable secure, verifiable, and context-aware delegation in SSI ecosystems. ","This paper extends a delegation model for Self-Sovereign Identity (SSI) systems with a formalized semantics, enabling unambiguous reasoning over roles, grants, and constraints, and operationalizes policy compliance through a policy-based enforcement architecture."
"Open-Source Perspektiven für die EU Digital Identity Wallet","https://scispace.com/paper/open-source-perspektiven-fur-die-eu-digital-identity-wallet-wlyo4ik2wcdn","2025","Repository","","Rempel Patrick","10.18420/inf2025_17","","Die Europäische Union verpflichtet ihre Mitgliedstaaten durch die Verordnung (EU) 2024/1183 zur Bereitstellung einer EU Digital Identity Wallet bis Ende 2026. Dabei schreibt sie die Offenlegung des Quellcodes als Open Source vor, um Vertrauen durch Transparenz zu schaffen. Die vorliegende Studie untersucht die verwendeten Open-Source-Lizenzen der verschiedenen EU Digital Identity Wallets und analysiert deren Implikationen. Von den 20 untersuchten EU Digital Identity Wallets verwenden zwölf eine Open-Source-Lizenz, wobei überwiegend „permissive“ Lizenzen wie Apache-2.0 zum Einsatz kommen, während die offizielle Referenzimplementierung auf eine „Copyleft“-Lizenz (EUPL-1.2) setzt. Die Analyse zeigt, dass viele Wallets unabhängige Entwicklungen sind und keine Wiederverwendung der Referenzkomponenten erfolgt. Insgesamt besteht Nachholbedarf bei der Lizenzierung, um die Transparenz und das Vertrauen in die Wallets langfristig zu gewährleisten. ",""
"Towards European electronic identity: A blueprint for a secure pan-European digital identity","https://scispace.com/paper/towards-european-electronic-identity-a-blueprint-for-a-19peoo7sb2","2021","Journal Article","","E Wagner
Marie Mannino
Oliver Lauer","10.69554/wjaw5900","","As cross-border digital services are expected to grow, a secure electronic identification will be a cornerstone of the digital economy. Besides some existing solutions at the member states level, the European Union (EU) is still struggling to reach a harmonised, comprehensive approach towards digital identification. The combination of a fragmented regulatory framework and an incoherent infrastructure has created a barrier to successful emergence of industry-led use cases. The European digital identity wallet (DIW) proposal announced by the European Commission on 3rd June, 2021, sets the bar high for an extension of the electronic IDentification, Authentication and trust Services (eIDAS) framework that might generate interoperable solutions. The substance of the actual solutions adopted by the members states, however, will much depend on the negotiations in the coming months between the private sector, member states and EU co-legislators. This paper develops a blueprint for a European digital identity in the financial services sector, which should provide sufficient security against identity thefts while protecting against synthetic identities. To this aim, a clear definition of standards is needed to provide portability, interoperability and sufficient data protection and privacy. The paper offers a comprehensive overview of both the necessary requirements and the major components for the design of a future pan-European e-ID (EUid), including know your customer attributes and their respective levels of assurance (LoAs). Furthermore, it outlines the prerequisites for designing authentication. The EUid solution should be founded on a robust trust framework, based on attributes provided and directly verifiable by their respective trusted issuers. The conclusions examine the potential role of the banking sector. Although EU regulators see the private sector as well placed to act as an identity provider for private individuals and legal entities, this alone would not guarantee a high LoA. Could banks think of a successful EUid business model, considering the rising number of national KYC utilities for corporates? A possible solution would be minimising costs via the creation of a common pan-European identity infrastructure centred around a public–private partnership, including actors from different industries. ","A blueprint for a European digital identity in the financial services sector, which should provide sufficient security against identity thefts while protecting against synthetic identities and outlines the prerequisites for designing authentication."
"Towards Interoperabilty in Identity Federation Systems","https://scispace.com/paper/towards-interoperabilty-in-identity-federation-systems-7rxlqb1173yp","","","","Elena Torroglosa-García
Antonio F. Skarmeta-Gómez","10.22667/jowua.2017.06.31.019","","Digital services aimed at humans need to ensure user identity. Governments and institutions confront the identity problem when migrating their face to face services to the digital world, where no facial identification is plausible. On the other hand, users concerns regarding their privacy and security are a barrier to be overcome during the migration. Identity federations are envisioned to unify and simplify user and service management through trust relationships. Recent trends indicate that federations are limited by target audiences and scope and are isolated from each other. It is necessary to go one step further and work in interoperability mechanisms to develop the existing federations and improve user experience and service quality. This work reviews some of the most important identity federations, with the focus on well defined sectors such as research and education communities and governments, specifically Moonshot, eduGAIN, EUDAT, STORK and EIDAS. Based on their analyses, we consider interfederation scenarios between eduGAIN, STORK and eIDAS and propose interoperability mechanisms to reach interfederation solutions to extend the user’s scope of each o with the others and thus provide wider federation possibilities.","This study reviews identity federations (Moonshot, eduGAIN, EUDAT, STORK, EIDAS) and proposes interoperability mechanisms to enable interfederation between eduGAIN, STORK, and eIDAS, enhancing user experience and service quality through wider federation possibilities."
"An Interoperable Access Control System based on Self-Sovereign Identities","https://scispace.com/paper/an-interoperable-access-control-system-based-on-self-jwoq54weixpu","2022","Repository","","","10.5445/ir/1000150884","","The extreme growth of the World Wide Web in the last decade together with recent scandals related to theft or abusive use of personal information have left users unsatisfied withtheir digital identity providers and concerned about their online privacy. Self-SovereignIdentity (SSI) is a new identity management paradigm which gives back control over personal information to its rightful owner - the individual. However, adoption of SSI on theWeb is complicated by the high overhead costs for the service providers due to the lackinginteroperability of the various emerging SSI solutions. In this work, we propose an AccessControl System based on Self-Sovereign Identities with a semantically modelled AccessControl Logic. Our system relies on the Web Access Control authorization rules usedin the Solid project and extends them to additionally express requirements on VerifiableCredentials, i.e., digital credentials adhering to a standardized data model. Moreover,the system achieves interoperability across multiple DID Methods and types of VerifiableCredentials allowing for incremental extensibility of the supported SSI technologies bydesign. A Proof-of-Concept prototype is implemented and its performance as well as multiple system design choices are evaluated: The End-to-End latency of the authorizationprocess takes between 2-5 seconds depending on the used DID Methods and can theoretically be further optimized to 1.5-3 seconds. Evaluating the potential interoperabilityachieved by the system shows that multiple DID Methods and different types of VerifiableCredentials can be supported. Lastly, multiple approaches for modelling required Verifiable Credentials are compared and the suitability of the SHACL language for describingthe RDF graphs represented by the required Linked Data credentials is shown. ",""
"Technical Interoperability to Solve Cross-Domain Issues Among Federation Systems","https://scispace.com/paper/technical-interoperability-to-solve-cross-domain-issues-509mylbtwt","2020","Journal Article","","Hasnae L'Amrani
Younes El Bouzekri El Idrissi
Rachida Ajhoun","10.4018/IJSST.2020010102","","Digital identity management with the metamorphosis of web services enforces new security challenges. A set of identity management systems exists to deal with these identities, alongside the goal of improving user experience and gain secure access. Nowadays, one faces a large number of heterogeneous identity management approaches. This study treated several identity management systems. The federated system makes proof of it eligibility for the identity management. Thus, the researcher interest is on the federated model. Since it consists of the distribution of digital identity between different security domains. The base of security domains is a trust agreement between the entities in communication. Federated identity management faces the problem of interoperability between heterogeneous federated systems. This study is an approach of a technical interoperability between the federations. The authors propose an approach that will permit inter-operation and exchange identity information among heterogeneous federations.","This study treated several identity management systems and proposed an approach of a technical interoperability between the federations that will permit inter-operation and exchange identity information among heterogeneous federations."
"Academic and Skills Credentialing Using Distributed Ledger Technology (DLT) and W3C Standards: Technology Assessment","https://scispace.com/paper/academic-and-skills-credentialing-using-distributed-ledger-1b5cgtdz","2022","Journal Article","","Sthembile Mthethwa
Morné Pretorius","10.59200/iconic.2022.019","https://scispace.com/pdf/academic-and-skills-credentialing-using-distributed-ledger-1b5cgtdz.pdf","The ongoing push for the 4th industrial revolution is setting the stage to digitise, persist and verify identity along with credentials. Academic and skills credentials are currently verified manually and have much scope for automation using cryptographic techniques but requires standardisation to facilitate future systems interoperability. The Distributed Ledger Technology (DLT) and World Wide Web Consortium (W3C) Verifiable Credentials (VC) standards presents the possibility to achieve this credential verification automation. To accomplish this, an understanding of various DLTs and requirements for a viable skills tracking system is important. Therefore, this research aims to access the selected DLTs against the assessment criterion presented and an analysis has been completed to determine which DLT is suitable for the proposed system. The DLTs are assessed in terms of their ability to support the rapid prototyping of such a system and provide recommendations to guide a future development path from the perspective of standards compliance. We conclude that few DLTs possess the maturity to provide proper requirements coverage due to the emergent nature of the DLT space. Additionally, this paper presents the high-level requirements to achieve a minimally viable solution that can demonstrate such digital credential verification in the academic and skills tracking context.","In this paper , the authors present the high-level requirements to achieve a minimally viable solution that can demonstrate such digital credential verification in the academic and skills tracking context, and provide recommendations to guide a future development path from the perspective of standards compliance."
"On the Interoperability of Verifiable Credentials: Simple Universal Verifier (SUV)","https://scispace.com/paper/on-the-interoperability-of-verifiable-credentials-simple-j5jtr7dz1u25","","","","Mustafa Kaiiali
Ioram Schechtman Sette
Ahmad Samer Wazan
David W. Chadwick
Omar Alfandi","10.1007/s12243-025-01066-4","","A digital identity is a digital representation of an individual’s identity. In the era of the Internet, it becomes increasingly important to adopt a digital identity format that is cryptographically secure and privacy-preserving. Indeed, a digital identity has the potential to offer better privacy protection than a physical identity document, where users are forced to disclose more information when presenting their identity documents than what is actually needed. Nevertheless, digital identities have not come without their own set of new challenges. One of the key issues to fully adopting digital identities is the lack of standards—both for the format of digital identities and the protocols for transferring them. This paper discusses the various formats and protocols currently used in the digital identity market. Then it introduces the Simple Universal Verifier (SUV) as an approach to tackle the current lack of interoperability for the verification phase. The SUV has been implemented and used to integrate a Relying Party (RP) with Microsoft and Identiproof Verifiable Credentials platforms and also integrates with the TRAIN trust management infrastructure.","This paper addresses the interoperability challenge in digital identity verification by introducing the Simple Universal Verifier (SUV), a solution that enables seamless verification across various platforms, including Microsoft and Identiproof Verifiable Credentials."
"DID and VC:Untangling Decentralized Identifiers and Verifiable Credentials for the Web of Trust","https://scispace.com/paper/did-and-vc-untangling-decentralized-identifiers-and-vkrtj9np87","2020","Proceedings Article","","Clemens Brunner
Ulrich Gallersdörfer
Fabian Knirsch
Dominik Engel
Florian Matthes","10.1145/3446983.3446992","https://dl.acm.org/doi/pdf/10.1145/3446983.3446992","Decentralized identifiers and verifiable credentials have been proposed as a self-sovereign and privacy-friendly alternative to centralized and proprietary authentication services. Currently, a W3C standard exists that attempts to unify existing proposals and to find a common layer for decentralized identification and verification. However, there are some limitations of decentralized identifiers in comparison to established, centrally controlled authentication platforms concerning trust, privacy and usability. In this paper, we first describe all workflows which are necessary to create, share and verify a verifiable credential and second, we discuss the limitations concerning trust, privacy and usability of decentralized identifiers. The paper summarizes the involved workflows for decentralized authentication as proposed by the current standard. Further, we show the existing limitations and shortcomings that need to be considered when sharing DID for practical implementations and give an overview of possible solutions and future directions.","In this paper, the authors describe all workflows which are necessary to create, share and verify a verifiable credential and discuss the limitations concerning trust, privacy and usability of decentralized identifiers."
"Toward Interoperability Approach between Federated Systems","https://scispace.com/paper/toward-interoperability-approach-between-federated-systems-1oduzef9hq","2017","Proceedings Article","International Conference on Big Data","Hasnae L'Amrani
Badr Eddine Berroukech
Younes El Bouzekri El Idrissi
Rachida Ajhoun","10.1145/3090354.3090391","","The main evolution of web services and its exploitation enforce new security challenges, especially in terms of digital identity life cycle management. A set of Identity Management Systems exist to deal with these identities, in order to improve users' experience and gain secure access. Today we are faced with a large number of heterogeneous identity management approaches. In our study we treated several systems, among those, we present isolated model, centralized model, federated model and user centric model. The federated system makes proof of it eligibility for the identity management, therefore, we were interested in the federated model, which consist on the sharing of digital identity between different security domains, based on an agreement between the entities in communication. The Federated Identity Management (FIM) faces the problem of interoperability between heterogeneous identity federation systems. This study present a use case of interoperability among SAML and WS-Federation. We propose an approach that will permit to inter-operate heterogeneous federation systems and allow the exchange of identity data between them.","This study presents a use case of interoperability among SAML and WS-Federation and proposes an approach that will permit to inter-operate heterogeneous federation systems and allow the exchange of identity data between them."
"A-PoA: Anonymous Proof of Authorization for Decentralized Identity Management","https://scispace.com/paper/a-poa-anonymous-proof-of-authorization-for-decentralized-1rljgrcrw5","2021","Proceedings Article","","Jan Lauinger
Jens Ernstberger
Emanuel Regnath
Mohammad Hamad
Sebastian Steinhorst","10.1109/ICBC51069.2021.9461082","","Self-sovereign Identity Management (SSIM) pro-motes self-control of credentials without relying on external administration. However, the state-of-the-art SSIM based on Decentralized Identifiers and Verifiable Credentials (VCs) defined by the World Wide Web Consortium does not enable credential holders to verify whether a Credential Issuing Authority (CIA) legitimately issued a credential.As a remedy, our work constructs a secure authentication protocol, called A-PoA, to provide decentralized and anonymous authorization of CIAs. We leverage a cryptographic accumulator to enable the Root Authority (registering a Credential Schema) with the ability to authorize a CIA (registering a Credential Definition) to issue a credential. The proof of accumulator membership relies on a non-interactive zero-knowledge proof. This allows a credential holder or validator node to verify the validity of a CIA, while the CIA remains anonymous. Our security analysis shows the integrity and confidentiality of our protocol against hostile network participants and our experimental evaluation shows constant verification times independent of the number of authenticated CIAs. Hence, A-PoA introduces the missing building block to develop SSIM-capable and VC-compatible ecosystems acting as a drop-in replacement for traditional Public Key Infrastructure schemes.","A-PoA as mentioned in this paper leverages a cryptographic accumulator to enable the Root Authority (registering a Credential Schema) with the ability to authorize a CIA to issue a credential."
"Requirements for Interoperable Blockchain Systems: A Systematic Literature Review","https://scispace.com/paper/requirements-for-interoperable-blockchain-systems-a-2yw8e8wayj","2023","Book Chapter","","Senate Sylvia Mafike
Tendani Mawela","10.1007/978-3-031-42317-8_4","","The lack of standards or methods guiding the development of blockchain systems has led to the existence of heterogeneous blockchains that are unable to communicate. As a result, organizations using the technology are unable to collaborate and share data with their counterparts. Extant literature discussions focus predominantly on the mechanisms used to achieve interoperability and neglect the requirements needed to achieve blockchain interoperability. This paper aims to address the blockchain interoperability challenge by exploring the fundamental requirements that blockchain systems should offer to achieve technical, semantic, legal and organizational interoperability. The study adopted the Systematic Literature Review approach and included 83 peer-reviewed articles and 5 industry reports on blockchain interoperability. The findings of the study are categorized according to the four levels of interoperability defined by the European Interoperability Framework. The findings indicate security and data confidentiality as some of the technical requirements that must be met. While semantic requirements include establishing standardized data ontologies. Legal interoperability requirements include the use of smart contracts to enforce domestic and international laws, and organizational requirements relate to establishing cooperation agreements and developing collaborative business models for data exchanges between organizations. ","Requirements for Interoperable Blockchain Systems: A Systematic Literature Review - TLDR

The lack of standards and methods for developing blockchain systems has led to heterogeneous blockchains that are unable to communicate. This paper explores the fundamental requirements for achieving interoperability across various levels. The findings include technical, semantic, legal and organizational requirements."
"A Comprehensive and Critical Analysis of Cross-Domain Federated Identity Management Deployments","https://scispace.com/paper/a-comprehensive-and-critical-analysis-of-cross-domain-icavta66le","2021","Book Chapter","","Tejaswini Apte
Jatinderkumar R. Saini","10.1007/978-981-15-8289-9_34","","Sharing the identity in cross-domain application deployment requires a controlled environment to ensure privacy of the user or request. The paper presents various protocols for Federated Identity Management, available in literature for identity sharing in cross-domain application deployment. Also, the implementation and limitations of each protocol is discussed. Considering cloud as an application of cross-domain deployment, the study covers the entity communication channel along with identity visibility in cloud. During the deployment, the communication channel for identity sharing can be designed with multiple protocols. The challenge is to protect privacy of identity while maintaining the compatibility among multiple protocols.","In this paper, the authors present various protocols for federated identity management, available in literature for identity sharing in cross-domain application deployment, and discuss the implementation and limitations of each protocol."
