"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"ThingML+ Augmenting Model-Driven Software Engineering for the Internet of Things with Machine Learning","https://scispace.com/paper/http://arxiv.org/abs/2009.10633v1","2020","Preprint","","Armin Moin
Stephan Rössler
Stephan Günnemann","","https://arxiv.org/pdf/2009.10633v1","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Extends ThingML with ML using MDE and provides code generators, but contains no SSI/VC content, related case studies, or security/performance analyses.","In this paper, we present the current position of the research project ML-Quadrat, which aims to extend the methodology, modeling language and tool support of ThingML - an open source modeling tool for IoT/CPS - to address Machine Learning needs for the IoT applications. Currently, ThingML offers a modeling language and tool support for modeling the components of the system, their communication interfaces as well as their behaviors. The latter is done through state machines. However, we argue that in many cases IoT/CPS services involve system components and physical processes, whose behaviors are not well understood in order to be modeled using state machines. Hence, quite often a data-driven approach that enables inference based on the observed data, e.g., using Machine Learning is preferred. To this aim, ML-Quadrat integrates the necessary Machine Learning concepts into ThingML both on the modeling level (syntax and semantics of the modeling language) and on the code generators level. We plan to support two target platforms for code generation regarding Stream Processing and Complex Event Processing, namely Apache SAMOA and Apama."
"Integration of Heterogeneous Modeling Languages via Extensible and Composable Language Components","https://scispace.com/paper/http://arxiv.org/abs/1509.04502v1","2015","Preprint","","Arne Haber
Markus Look
Antonio Navarro Perez
Bernhard Rumpe
Steven Völkel
Andreas Wortmann","","https://arxiv.org/pdf/1509.04502v1","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MontiCore to compose grammar-based language components, demonstrating systematic MDE techniques and tool support, but lacks any SSI/VC content, security analysis, or performance data.","Effective model-driven engineering of complex systems requires to appropriately describe different specific system aspects. To this end, efficient integration of different heterogeneous modeling languages is essential. Modeling language integaration is onerous and requires in-depth conceptual and technical knowledge and ef- fort. Traditional modeling lanugage integration approches require language engineers to compose monolithic language aggregates for a specific task or project. Adapting these aggregates cannot be to different contexts requires vast effort and makes these hardly reusable. This contribution presents a method for the engineering of grammar-based language components that can be independently developed, are syntactically composable, and ultimately reusable. To this end, it introduces the concepts of language aggregation, language embed- ding, and language inheritance, as well as their realization in the language workbench MontiCore. The result is a generalizable, systematic, and efficient syntax-oriented composition of languages that allows the agile employment of modeling languages efficiently tailored for individual software projects."
"From Things' Modeling Language (ThingML) to Things' Machine Learning (ThingML2)","https://scispace.com/paper/http://arxiv.org/abs/2009.10632v1","2020","Preprint","","Armin Moin
Stephan Rössler
Marouane Sayih
Stephan Günnemann","10.1145/3417990.3420057","https://arxiv.org/pdf/2009.10632v1","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Extends ThingML DSL for ML code generation (MDE) and provides open‑source prototype; no SSI/VC content, case study, formal semantics, security, performance, or interoperability discussion.","In this paper, we illustrate how to enhance an existing state-of-the-art modeling language and tool for the Internet of Things (IoT), called ThingML, to support machine learning on the modeling level. To this aim, we extend the Domain-Specific Language (DSL) of ThingML, as well as its code generation framework. Our DSL allows one to define things, which are in charge of carrying out data analytics. Further, our code generators can automatically produce the complete implementation in Java and Python. The generated Python code is responsible for data analytics and employs APIs of machine learning libraries, such as Keras, Tensorflow and Scikit Learn. Our prototype is available as open source software on Github."
"Modelling Blockchain-Based Systems Using Model-Driven Engineering","https://scispace.com/paper/modelling-blockchain-based-systems-using-model-driven-3ceimx2z9v","2023","Proceedings Article","","Ebtehal Nassar
Sh. A. Mazen
Stefan Craβ
Iman M. A. Helal","10.1109/bcca58897.2023.10338907","","- **Relevance Score:** 28/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MDE and graph‑grammar verification for blockchain systems; lacks SSI/VC focus, concrete tool, evaluations, and security/performance analysis.","As the use of blockchain systems continues to grow, the need for templates and standards to analyze and design these systems becomes essential. Unlike other systems, blockchain-based systems have unique properties that require defining network participants, assets, tokens, smart contracts, and their functions. Developing Decentralized Applications (DApps) enables the creation of blockchain-based applications and interfaces to interact with these systems. Many researchers have used model-driven engineering methodologies to design blockchain-based systems and DApps, but most focus on converting Platform-Independent Models (PIMs) into Platform-Specific Models (PSMs) to generate system code. In our research, we concentrate on creating a Computation-Independent Model (CIM) and translating it into a PIM. We utilize graph grammar to generate an approach that formally verifies system requirements using graph grammar rules, allowing for the generation of blockchain-based systems."
"RLML: A Domain-specific Modelling Language for Reinforcement Learning","https://scispace.com/paper/rlml-a-domain-specific-modelling-language-for-reinforcement-4rtqm46zyp","2024","Journal Article","","Natalie Sinani","10.32920/25412866.v1","https://scispace.compdf/rlml-a-domain-specific-modelling-language-for-reinforcement-4rtqm46zyp.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses DSL and metamodel concepts for reinforcement learning, providing strong MDE content, but lacks any SSI/VC focus, related applications, tools, evaluations, or security analysis.","In recent years, machine learning technologies have gained intense popularity and are being used in a wide range of domains. However, due to the complexity associated with machine learning algorithms, it is a challenge to make it user-friendly, easy to understand and implement. Machine learning applications are especially challenging for users who do not have proficiency in this area. In this work, we use model-driven engineering (MDE) methods and tools for developing a domain-specific modelling language (DSML) to contribute towards providing a solution for this problem. We targeted reinforcement learning domain from machine learning technologies, and evaluated the proposed language with multiple applications. We built a domain-specific modelling environment to support our reinforcement learning modelling language (RLML). The tool supports syntax-directed editing, constraint checking, and automatic generation of code from RLML models. With our proposed approach, we were able to move away from the complexity of implementing machine learning algorithms in general purpose languages and offer abstraction and simplicity for non-experts, which are a few of the characteristics and benefits of modelling languages. "
"Advantages and disadvantages of (dedicated) model transformation languages","https://scispace.com/paper/advantages-and-disadvantages-of-dedicated-model-20dksfr9","2022","Journal Article","Empirical Software Engineering","Stefanie Höppner
Yves Haas
Matthias Tichy
Katharina Juhnke","10.1007/s10664-022-10194-7","https://scispace.com/pdf/advantages-and-disadvantages-of-dedicated-model-20dksfr9.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes model transformation languages and DSLs in depth, but has no connection to SSI/VC, tooling, case studies, formal semantics, security, performance, or standards interoperability.","Abstract Context Model driven development envisages the use of model transformations to evolve models. Model transformation languages, developed for this task, are touted with many benefits over general purpose programming languages. However, a large number of these claims have not yet been substantiated. They are also made without the context necessary to be able to critically assess their merit or built meaningful empirical studies around them. Objective The objective of our work is to elicit the reasoning, influences and background knowledge that lead people to assume benefits or drawbacks of model transformation languages. Method We conducted a large-scale interview study involving 56 participants from research and industry. Interviewees were presented with claims about model transformation languages and were asked to provide reasons for their assessment thereof. We qualitatively analysed the responses to find factors that influence the properties of model transformation languages as well as explanations as to how exactly they do so. Results Our interviews show, that general purpose expressiveness of GPLs, domain specific capabilities of MTLs as well as tooling all have strong influences on how people view properties of model transformation languages. Moreover, the Choice of MTL , the Use Case for which a transformation should be developed as well as the Skill s of involved stakeholders have a moderating effect on the influences, by changing the context to consider. Conclusion There is a broad body of experience, that suggests positive and negative influences for properties of MTLs. Our data suggests, that much needs to be done in order to convey the viability of model transformation languages. Efforts to provide more empirical substance need to be undergone and lacklustre language capabilities and tooling need to be improved upon. We suggest several approaches for this that can be based on the results of the presented study. "
"Assessing and improving quality of QVTo model transformations","https://scispace.com/paper/assessing-and-improving-quality-of-qvto-model-26064j83i7","2016","Journal Article","Software Quality Journal","CM Christine Gerpheide
Ramon R. H. Schiffelers
Alexander Serebrenik","10.1007/S11219-015-9280-8","https://scispace.com/pdf/assessing-and-improving-quality-of-qvto-model-26064j83i7.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses QVTo model transformation quality assessment; provides MDE methods but no SSI/VC content, tooling, or evaluation related to identity credentials.","We investigate quality improvement in QVT operational mappings (QVTo) model transformations, one of the languages defined in the OMG standard on model-to-model transformations. Two research questions are addressed. First, how can we assess quality of QVTo model transformations? Second, how can we develop higher-quality QVTo transformations? To address the first question, we utilize a bottom---up approach, starting with a broad exploratory study including QVTo expert interviews, a review of existing material, and introspection. We then formalize QVTo transformation quality into a QVTo quality model. The quality model is validated through a survey of a broader group of QVTo developers. We find that although many quality properties recognized as important for QVTo do have counterparts in general purpose languages, a number of them are specific to QVTo or model transformation languages. To address the second research question, we leverage the quality model to identify developer support tooling for QVTo. We then implemented and evaluated one of the tools, namely a code test coverage tool. In designing the tool, code coverage criteria for QVTo model transformations are also identified. The primary contributions of this paper are a QVTo quality model relevant to QVTo practitioners and an open-source code coverage tool already usable by QVTo transformation developers. Secondary contributions are a bottom---up approach to building a quality model, a validation approach leveraging developer perceptions to evaluate quality properties, code test coverage criteria for QVTo, and numerous directions for future research and tooling related to QVTo quality."
"PRISM: Proof-Carrying Artifact Generation through LLM x MDE Synergy and Stratified Constraints","https://scispace.com/paper/prism-proof-carrying-artifact-generation-through-llm-x-mde-lh88fxo9zrzu","2025","Journal Article","","Ma Tong
Lai Hui
Wang Hui
Tian Zhenhu
Wang Jizhou
Wu Haichao
Li Chaochao
Xu Fengjie
Fang Ling","10.48550/arxiv.2510.25890","","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MDE to generate safety‑critical artifacts with constraints and validators; provides tooling and case studies in automotive and legal domains, but does not address SSI/VC, security/privacy, or standards interoperability.","PRISM unifies Large Language Models with Model-Driven Engineering to generate regulator-ready artifacts and machine-checkable evidence for safety- and compliance-critical domains. PRISM integrates three pillars: a Unified Meta-Model (UMM) reconciles heterogeneous schemas and regulatory text into a single semantic space; an Integrated Constraint Model (ICM) compiles structural and semantic requirements into enforcement artifacts including generation-time automata (GBNF, DFA) and post-generation validators (e.g., SHACL, SMT); and Constraint-Guided Verifiable Generation (CVG) applies these through two-layer enforcement - structural constraints drive prefix-safe decoding while semantic/logical validation produces machine-checkable certificates. When violations occur, PRISM performs audit-guided repair and records generation traces for compliance review. We evaluate PRISM in automotive software engineering (AUTOSAR) and cross-border legal jurisdiction (Brussels I bis). PRISM produces structurally valid, auditable artifacts that integrate with existing tooling and substantially reduce manual remediation effort, providing a practical path toward automated artifact generation with built-in assurance. "
"Domain-specific modeling of coordinate transformations in the ASML metrology software","https://scispace.com/paper/domain-specific-modeling-of-coordinate-transformations-in-7b1padgwkl","2015","","","SF Sebastián Múnera-Álvarez","","https://scispace.com/pdf/domain-specific-modeling-of-coordinate-transformations-in-7b1padgwkl.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses DSL and metamodeling to improve ASML metrology software; strong MDE content but no SSI/VC connection, limited prototype and case‑study relevance.","General-purpose programming languages are designed to be used for writing solutions in different application domains. However, software solutions for a restricted domain have to be built using generic constructs, making the code complex and often unmaintainable. A better solution is to use domain-specific languages (DSL), which are designed to be restricted to an application domain, therefore, they are less expressive. But they improve productivity of software development and communication with domain experts. In this thesis, it is shown how to build domain-specific languages for a particular domain in the metrology area of ASML. The domain concerns transformations between coordinate systems in the ASML machine and setpoint calculation. The focus is on the alternatives in each step of the modeling process and, in particular, which alternative gives more benefits to ASML. It is found that internal DSLs are a suitable solution as they balance the cost-benefit relationship of maintenance and enhanced productivity. Furthermore, model-ignorant code generation can provide more efficiency and type safety. The costs involved in maintaining a parser or a code generator can be decreased by using technologies such as Eclipse Modeling Framework."
"How to Efficiently Build a Front-End Tool for UPPAAL: A Model-Driven Approach","https://scispace.com/paper/how-to-efficiently-build-a-front-end-tool-for-uppaal-a-model-3v41cf4m3i","2017","Book Chapter","","Stefano Schivo
Bugra Mehmet Yildiz
Enno Jozef Johannes Ruijters
Christopher Gerking
Rajesh Kumar
Stefan Dziwok
Arend Rensink
Mariëlle Stoelinga","10.1007/978-3-319-69483-2_19","https://scispace.com/pdf/how-to-efficiently-build-a-front-end-tool-for-uppaal-a-model-3v41cf4m3i.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MDE (metamodels, DSLs, transformations) to generate UPPAAL models and includes a prototype front‑end tool with five case studies, but contains no SSI/VC content or related analyses.","We propose a model-driven engineering approach that facilitates the production of tool chains that use the popular model checker Uppaal as a back-end analysis tool. In this approach, we introduce a metamodel for Uppaal ’s input model, containing both timed-automata concepts and syntax-related elements for C-like expressions. We also introduce a metamodel for Uppaal ’s query language to specify temporal properties; as well as a metamodel for traces to interpret Uppaal ’s counterexamples and witnesses. The approach provides a systematic way to build software bridging tools (i.e., tools that translate from a domain-specific language to Uppaal ’s input language) such that these tools become easier to debug, extend, reuse and maintain. We demonstrate our approach on five different domains: cyber-physical systems, hardware-software co-design, cyber-security, reliability engineering and software timing analysis."
"RLML: A Domain-specific Modelling Language for Reinforcement Learning","https://scispace.com/paper/rlml-a-domain-specific-modelling-language-for-reinforcement-4fvseam5ah","2024","Journal Article","","Natalie Sinani","10.32920/25412866","https://scispace.compdf/rlml-a-domain-specific-modelling-language-for-reinforcement-4fvseam5ah.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a DSL and metamodel for reinforcement learning, detailing abstract/concrete syntax and model transformations, but lacks any SSI/VC content or related evaluations.","In recent years, machine learning technologies have gained intense popularity and are being used in a wide range of domains. However, due to the complexity associated with machine learning algorithms, it is a challenge to make it user-friendly, easy to understand and implement. Machine learning applications are especially challenging for users who do not have proficiency in this area. In this work, we use model-driven engineering (MDE) methods and tools for developing a domain-specific modelling language (DSML) to contribute towards providing a solution for this problem. We targeted reinforcement learning domain from machine learning technologies, and evaluated the proposed language with multiple applications. We built a domain-specific modelling environment to support our reinforcement learning modelling language (RLML). The tool supports syntax-directed editing, constraint checking, and automatic generation of code from RLML models. With our proposed approach, we were able to move away from the complexity of implementing machine learning algorithms in general purpose languages and offer abstraction and simplicity for non-experts, which are a few of the characteristics and benefits of modelling languages. "
"Assessing and improving the quality of model transformations","https://scispace.com/paper/assessing-and-improving-the-quality-of-model-transformations-406sdnvs5y","2012","","","van Mf Marcel Amstel","10.6100/IR719526","https://scispace.com/pdf/assessing-and-improving-the-quality-of-model-transformations-406sdnvs5y.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on DSL design, metamodeling, and model transformations, but contains no SSI/VC content, implementation, evaluation, or security analysis.","Software is pervading our society more and more and is becoming increasingly complex. At the same time, software quality demands remain at the same, high level. Model-driven engineering (MDE) is a software engineering paradigm that aims at dealing with this increasing software complexity and improving productivity and quality. Models play a pivotal role in MDE. The purpose of using models is to raise the level of abstraction at which software is developed to a level where concepts of the domain in which the software has to be applied, i.e., the target domain, can be expressed e??ectively. For that purpose, domain-speci??c languages (DSLs) are employed. A DSL is a language with a narrow focus, i.e., it is aimed at providing abstractions speci??c to the target domain. This makes that the application of models developed using DSLs is typically restricted to describing concepts existing in that target domain. Reuse of models such that they can be applied for di??erent purposes, e.g., analysis and code generation, is one of the challenges that should be solved by applying MDE. Therefore, model transformations are typically applied to transform domain-speci??c models to other (equivalent) models suitable for di??erent purposes. A model transformation is a mapping from a set of source models to a set of target models de??ned as a set of transformation rules. MDE is gradually being adopted by industry. Since MDE is becoming more and more important, model transformations are becoming more prominent as well. Model transformations are in many ways similar to traditional software artifacts. Therefore, they need to adhere to similar quality standards as well. The central research question discoursed in this thesis is therefore as follows. How can the quality of model transformations be assessed and improved, in particular with respect to development and maintenance? Recall that model transformations facilitate reuse of models in a software development process. We have developed a model transformation that enables reuse of analysis models for code generation. The semantic domains of the source and target language of this model transformation are so far apart that straightforward transformation is impossible, i.e., a semantic gap has to be bridged. To deal with model transformations that have to bridge a semantic gap, the semantics of the source and target language as well as possible additional requirements should be well understood. When bridging a semantic gap is not straightforward, we recommend to address a simpli??ed version of the source metamodel ??rst. Finally, the requirements on the transformation may, if possible, be relaxed to enable automated model transformation. Model transformations that need to transform between models in di??erent semantic domains are expected to be more complex than those that merely transform syntax. The complexity of a model transformation has consequences for its quality. Quality, in general, is a subjective concept. Therefore, quality can be de??ned in di??erent ways. We de??ned it in the context of model transformation. A model transformation can either be considered as a transformation de??nition or as the process of transforming a source model to a target model. Accordingly, model transformation quality can be de??ned in two di??erent ways. The quality of the de??nition is referred to as its internal quality. The quality of the process of transforming a source model to a target model is referred to as its external quality. There are also two ways to assess the quality of a model transformation (both internal and external). It can be assessed directly, i.e., by performing measurements on the transformation de??nition, or indirectly, i.e., by performing measurements in the environment of the model transformation. We mainly focused on direct assessment of internal quality. However, we also addressed external quality and indirect assessment. Given this de??nition of quality in the context of model transformations, techniques can be developed to assess it. Software metrics have been proposed for measuring various kinds of software artifacts. However, hardly any research has been performed on applying metrics for assessing the quality of model transformations. For four model transformation formalisms with di??fferent characteristics, viz., for ASF+SDF, ATL, Xtend, and QVTO, we de??ned sets of metrics for measuring model transformations developed with these formalisms. While these metric sets can be used to indicate bad smells in the code of model transformations, they cannot be used for assessing quality yet. A relation has to be established between the metric sets and attributes of model transformation quality. For two of the aforementioned metric sets, viz., the ones for ASF+SDF and for ATL, we conducted an empirical study aiming at establishing such a relation. From these empirical studies we learned what metrics serve as predictors for di??erent quality attributes of model transformations. Metrics can be used to quickly acquire insights into the characteristics of a model transformation. These insights enable increasing the overall quality of model transformations and thereby also their maintainability. To support maintenance, and also development in a traditional software engineering process, visualization techniques are often employed. For model transformations this appears as a feasible approach as well. Currently, however, there are few visualization techniques available tailored towards analyzing model transformations. One of the most time-consuming processes during software maintenance is acquiring understanding of the software. We expect that this holds for model transformations as well. Therefore, we presented two complementary visualization techniques for facilitating model transformation comprehension. The ??rst-technique is aimed at visualizing the dependencies between the components of a model transformation. The second technique is aimed at analyzing the coverage of the source and target metamodels by a model transformation. The development of the metric sets, and in particular the empirical studies, have led to insights considering the development of model transformations. Also, the proposed visualization techniques are aimed at facilitating the development of model transformations. We applied the insights acquired from the development of the metric sets as well as the visualization techniques in the development of a chain of model transformations that bridges a number of semantic gaps. We chose to solve this transformational problem not with one model transformation, but with a number of smaller model transformations. This should lead to smaller transformations, which are more understandable. The language on which the model transformations are de??ned, was subject to evolution. In particular the coverage visualization proved to be bene??cial for the co-evolution of the model transformations. Summarizing, we de??ned quality in the context of model transformations and addressed the necessity for a methodology to assess it. Therefore, we de??ned metric sets and performed empirical studies to validate whether they serve as predictors for model transformation quality. We also proposed a number of visualizations to increase model transformation comprehension. The acquired insights from developing the metric sets and the empirical studies, as well as the visualization tools, proved to be bene??cial for developing model transformations."
"Investigating the usefulness of Domain-Specific Transformation Languages","https://scispace.com/paper/investigating-the-usefulness-of-domain-specific-3vlm3tktpf","2016","","","de Mcj Marijn Graaf","","https://scispace.com/pdf/investigating-the-usefulness-of-domain-specific-3vlm3tktpf.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on DSLs and model transformation languages, providing detailed MDE concepts but no SSI/VC content; lacks implementation, case study, security, performance, or interoperability aspects.","Model-Driven Engineering (MDE) is a software development methodology based around models and model transformations. In the field of MDE, model transformations are generally specified using General-Purpose Transformation Languages (GPTLs). Domain experts can write the models, in Domain-Specific Languages (DSLs). But they cannot write the model transformations, at least not without knowing the abstract syntax of the DSL. This is because these languages describe the transformations in terms of the abstract syntax whereas the domain experts often only know the concrete syntax. Therefore, some researchers suggest the use of Domain-Specific Transformation Languages (DSTLs). They allow domain experts to participate in the development of model transformations by enabling them to use the concrete syntax to specify the transformations. In other words, the concrete syntax of the sourceand/or target DSL is contained as part of the DSTL. Though DSTLs have been applied to simple cases, it has not yet been researched whether they are also useful for more complicated cases, that are common in practice. Therefore, we have investigated how useful it is to employ DSTLs in practice. To do this we performed a case study. We created a DSTL for a DSL called SLCO. We implemented several transformations in this DSTL, and compared them with a traditional implementation. We have found that DSTLs are practical for relatively simple transformations, but that as the transformations become more complex, the advantages quickly diminish and it becomes easier to use more traditional paradigms based on the abstract syntax (i.e. traditional GPTLs) than DSTLs. Department Department of Mathematics and Computer science Section Software Engineering and Technology Assessment committee dr.ing. A.J. (Anton) Wijs (Supervisor) S.M.J. (Sander) de Putter MSc (Supervisor) dr. R. (Ruurd) Kuiper (Internal) dr.ir. T.A.C. (Tim) Willemse (External)"
"A Model-Driven Approach for the Design, Implementation, and Execution of Software Development Methods","https://scispace.com/paper/a-model-driven-approach-for-the-design-implementation-and-fxla79f2zd","2015","Dissertation","","Mario Cervera Úbeda","10.4995/THESIS/10251/53931","https://scispace.com/pdf/a-model-driven-approach-for-the-design-implementation-and-fxla79f2zd.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses DSLs and model transformations to define software development methods, but contains no SSI/VC content, tooling, case studies, or security/performance analysis.","[EN] Software development projects are diverse in nature. For this reason, software companies are often forced to define their methods in-house. In order to define methods efficiently and effectively, software companies require systematic solutions that are built upon sound methodical foundations. Providing these solutions is the main goal of the Method Engineering discipline.

Method Engineering is the discipline to design, construct, and adapt methods, techniques, and tools for the development of information systems. Over the last two decades, a lot of research work has been performed in this area. However, despite its potential benefits, Method Engineering is not widely used in industrial settings. Some of the causes of this reality are the high theoretical complexity of Method Engineering and the lack of adequate software support.

In this thesis, we aim to mitigate some of the problems that affect Method Engineering by providing a novel methodological approach that is built upon Model-Driven Engineering (MDE) foundations. The use of MDE enables a rise in abstraction, automation, and reuse that allows us to alleviate the complexity of our Method Engineering approach. Furthermore, by leveraging MDE techniques (such
as metamodeling, model transformations, and models at runtime), our approach supports three phases of the Method Engineering lifecycle: design, implementation, and execution. This is unlike traditional Method Engineering approaches, which, in general, only support one of these phases.

In order to provide software support for our proposal, we developed a Computer-Aided Method Engineering (CAME) environment that is called MOSKitt4ME. To ensure that MOSKitt4ME offered the necessary functionality, we identified a set of functional requirements prior to developing the tool. Then, after these requirements were identified, we defined the architecture of our CAME environment, and, finally, we implemented the architecture in the context of Eclipse.

The thesis work was evaluated by means of a study that involved the participation of end users. In this study, MOSKitt4ME was assessed by means of the Technology Acceptance Model (TAM) and the Think Aloud method. While the TAM allowed us to measure usefulness and ease of use in a subjective manner, the Think Aloud method allowed us to analyze these measures objectively. Overall, the results were favorable. MOSKitt4ME was highly rated in perceived usefulness and ease of use; we also obtained positive results with respect to the users' actual performance and the difficulty experienced.; [ES] Los proyectos de desarrollo de software son diversos por naturaleza. Por este motivo, las companias de software se ven forzadas frecuentemente a definir sus metodos de manera interna. Para poder definir metodos de forma efectiva y eficiente, las companias necesitan soluciones sistematicas que esten definidas sobre unos fundamentos metodologicos solidos. Proporcionar estas soluciones es el principal objetivo de la Ingenieria de Metodos.

La Ingenieria de Metodos es la disciplina…"
"Model Driven Development of Software Product Lines","https://scispace.com/paper/model-driven-development-of-software-product-lines-36ay9ppqvd","2007","Proceedings Article","Quality of Information and Communications Technology","Braganca
Machado","10.1109/QUATIC.2007.25","https://scispace.com/pdf/model-driven-development-of-software-product-lines-36ay9ppqvd.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses model‑driven engineering, metamodeling, and DSL concepts for software product lines, but contains no SSI or Verifiable Credentials content, nor related tools, case studies, or analyses.",""
"Domain-specific metamodelling languages for software language engineering","https://scispace.com/paper/domain-specific-metamodelling-languages-for-software-3gxh2tp1ac","2009","Book Chapter","Software Language Engineering","Steffen Zschaler
Dimitrios S. Kolovos
Nikolaos Drivalos
Richard F. Paige
Awais Rashid","10.1007/978-3-642-12107-4_23","https://scispace.com/pdf/domain-specific-metamodelling-languages-for-software-3gxh2tp1ac.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses domain‑specific metamodelling to define DSLs and transformations, providing tool support and formal semantics, but does not address SSI/VC, security, performance, or standards interoperability.","Domain-specific languages are constructed to provide modelling capabilities tailored to a specific domain. Sometimes, languages are developed many times, typically to support application in a new context. In doing so, recurring patterns and commonalities as well as variations across the evolving set of languages can be identified. This paper introduces the concept of a domain-specific metamodelling language, which codifies such commonalities and provides concepts and logic for expressing the variations. The challenges and difficulties of using domain-specific metamodelling languages are identified. We illustrate the concept with examples from different domains."
"Systematic Transformation Development","https://scispace.com/paper/systematic-transformation-development-2y64cjzjs0","2009","Journal Article","Electronic Communication of The European Association of Software Science and Technology","Thomas Kühne
Gergely Mezei
Eugene Syriani
Hans Vangheluwe
Manuel Wimmer","10.14279/TUJ.ECEASST.21.290","https://scispace.com/pdf/systematic-transformation-development-2y64cjzjs0.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on model transformation metamodeling, offering MDE concepts but lacks any SSI/VC content, tooling, case studies, or security/performance analysis.","Despite the pivotal significance of transformations for model-driven approaches, there have not been any attempts to explicitly model transformation languages yet although a number of benefits are to be gained. First, transformation developers may change the design of their transformation languages by modeling, rather than programming. Second, they may use environments to create transformations that are customized with respect to the input and output languages involved. In this paper, we use a running example to identify, discuss, and demonstrate some of the above advantages. In particular, we explore and suggest ways to systematically support developers in creating transformation languages by means of semi-automated metamodeling."
"Model transformation as a mechanism for the implementation of domain specific transformation languages","https://scispace.com/paper/model-transformation-as-a-mechanism-for-the-implementation-3qqucyp2zm","2010","","","Jerónimo Irazábal
Claudia Pons
Carlos Neil","","https://scispace.com/pdf/model-transformation-as-a-mechanism-for-the-implementation-3qqucyp2zm.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses model transformation languages and DSL concepts to discuss domain‑specific transformation languages, but contains no SSI/VC content, tools, case studies, or security analysis.","Model Driven Engineering proposes a software development process in which the key notions are models and model transformations. There are already several proposals for model transformation specification, implementation, and execution. In this paper we introduce the notion of domain specific transformation language (DSTL). A DSTL is a transformation language tailored for a specific domain; in contrast to well known transformation languages,such as QVT or ATL, the DSTL's syntax and semantics are directly related to a specific domain and/or kind of transformation. A DSTL makes transformations easer to write and understand, the code is intuitive and the users do not need to know a generic transformation language. Also we analyze a novel way to define its semantics. Our proposal consists in using transformation languages themselves to the implementation of such domain specific languages. We illustrate the proposal through an example in the database domain."
"Traceability and Reuse Mechanisms, the most important Properties of
  Model Transformation Languages","https://scispace.com/paper/traceability-and-reuse-mechanisms-the-most-important-2pmaulmd","2023","Posted Content","","","10.48550/arxiv.2305.06764","https://scispace.com/pdf/traceability-and-reuse-mechanisms-the-most-important-2pmaulmd.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses model transformation languages and DSLs in depth, providing strong MDE content, but lacks any SSI/VC focus, application, tools, or evaluations.","Dedicated model transformation languages are claimed to provide many benefits over the use of general purpose languages for developing model transformations. However, the actual advantages associated with the use of MTLs are poorly understood empirically. There is little knowledge and empirical assessment about what advantages and disadvantages hold and where they originate from. In a prior interview study, we elicited expert opinions on what advantages result from what factors and a number of factors that moderate the influence. We aim to quantitatively asses the interview results to confirm or reject the effects posed by different factors. We intend to gain insights into how valuable different factors are so that future studies can draw on these data for designing targeted and relevant studies. We gather data on the factors and quality attributes using an online survey. To analyse the data, we use universal structure modelling based on a structure model. We use significance values and path coefficients produced bz USM for each hypothesised interdependence to confirm or reject correlation and to weigh the strength of influence present. We analyzed 113 responses. The results show that the Tracing and Reuse Mechanisms are most important overall. Though the observed effects were generally 10 times lower than anticipated. Additionally, we found that a more nuanced view of moderation effects is warranted. Their moderating influence differed significantly between the different influences, with the strongest effects being 1000 times higher than the weakest. The empirical assessment of MTLs is a complex topic that cannot be solved by looking at a single stand-alone factor. Our results provide clear indication that evaluation should consider transformations of different sizes and use-cases. Language development should focus on providing transformation specific reuse mechanisms . "
