"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Multilevel structural equation models for assessing moderation within and across levels of analysis.","https://scispace.com/paper/multilevel-structural-equation-models-for-assessing-2un2qts8hh","2016","Journal Article","Psychological Methods","Kristopher J. Preacher
Zhen Zhang
Michael J. Zyphur","10.1037/MET0000052","","Social scientists are increasingly interested in multilevel hypotheses, data, and statistical models as well as moderation or interactions among predictors. The result is a focus on hypotheses and tests of multilevel moderation within and across levels of analysis. Unfortunately, existing approaches to multilevel moderation have a variety of shortcomings, including conflated effects across levels of analysis and bias due to using observed cluster averages instead of latent variables (i.e., ""random intercepts"") to represent higher-level constructs. To overcome these problems and elucidate the nature of multilevel moderation effects, we introduce a multilevel structural equation modeling (MSEM) logic that clarifies the nature of the problems with existing practices and remedies them with latent variable interactions. This remedy uses random coefficients and/or latent moderated structural equations (LMS) for unbiased tests of multilevel moderation. We describe our approach and provide an example using the publicly available High School and Beyond data with Mplus syntax in Appendix. Our MSEM method eliminates problems of conflated multilevel effects and reduces bias in parameter estimates while offering a coherent framework for conceptualizing and testing multilevel moderation effects. (PsycINFO Database Record","This work introduces a multilevel structural equation modeling (MSEM) logic that clarifies the nature of the problems with existing practices and remedies them with latent variable interactions and uses random coefficients and/or latent moderated structural equations (LMS) for unbiased tests of multileVEL moderation."
"Crossover Linear Modeling: Combining Multilevel Heterogeneities in Crossover Relationships:","https://scispace.com/paper/crossover-linear-modeling-combining-multilevel-mrxlnt8g97","2005","Journal Article","Organizational Research Methods","Jian Han","10.1177/1094428105278177","","In organizational research, many multilevel structures are not fully nested but have a crossover structure. For example, in early recruitment study, the relationship between job applicants and recruiting companies has the crossover structure because each applicant is interested in applying multiple companies whereas each company is of interest to multiple applicants, and applicants and companies are not fully nested within each other. This article introduces the crossover linear modeling (CLM) method and argues that CLM is useful when dealing with multilevel crossover structures by combining the heterogeneities of all levels into one model. The article uses an example in early recruitment research to illustrate the use of CLM in modeling direct effects, cross-level effects, and interaction effects in a crossover data structure. The statistical analysis on an actual data set shows that CLM is able to identify both company-level and applicant-level heterogeneities. The article presents further examples to s...","The article uses an example in early recruitment research to illustrate the use of CLM in modeling direct effects, cross-level effects, and interaction effects in a crossover data structure and shows that CLM is able to identify both company-level and applicant-level heterogeneities."
"The Analysis of Multilevel Networks in Organizations: Models and Empirical Tests","https://scispace.com/paper/the-analysis-of-multilevel-networks-in-organizations-models-e4ohc7odhqk6","","","","Paola Zappa
Alessandro Lomi","10.5465/ambpp.2014.10888abstract","","The presence of hierarchically interdependent levels of action is a defining feature of formal organizations. As a consequence multilevel statistical models are being increasingly proposed as uniquely appropriate for understanding networks within organizations. Conventional multilevel models, however, suffer from two main limitations that reduce their analytical value in the study of intraorganizational networks. The first is inherent in the assumption that the sub-units used to classify organizational members (like, for example, subsidiaries, divisions, functions, and teams) are not independent – but linked through multiple relations of hierarchical subordination. The second limitation derives from the fact that conventional multilevel models assume that common membership is the only source of interdependence among members. This assumption is inconsistent with results produced by decades of systematic empirical research showing that social networks among individuals in organizations represent differentiated sources of dependence both within as well as across the boundaries defined around organizational units. The objective of this paper is to show how Multilevel Exponential Random Graph Models (MERGMs) may be specified and estimated to alleviate these limitations. MERGMs are a class of new statistical models that may be adopted to analyze the complex multilevel dependences that networks create within and between organizational units. We illustrate the empirical value of our methodological proposal using data on relations of hierarchical subordination and informal communication between top managers in an industrial group containing five subsidiary companies. We discuss the implications of our results in the context of the current theories of organizations as connected multilevel systems.","This paper proposes Multilevel Exponential Random Graph Models (MERGMs) to analyze complex multilevel dependences in organizational networks, alleviating limitations of conventional multilevel models, and demonstrates their empirical value using data from an industrial group with five subsidiary companies."
"Multi-level agent-based modeling - Bibliography","https://scispace.com/paper/multi-level-agent-based-modeling-bibliography-24bb3ddi6x","2012","Posted Content","","Gildas Morvan","","https://arxiv.org/pdf/1205.0561","During last decade, multi-level agent-based modeling has received significant and dramatically increasing interest. In this article we present a comprehensive and structured review of literature on the subject. We present the main theoretical contributions and application domains of this concept, with an emphasis on social, flow, biological and biomedical models.","This article presents the main theoretical contributions and application domains of multi-level agent-based modeling, with an emphasis on social, flow, biological and biomedical models."
"Multilevel Models: Conceptual Framework and Applicability","https://scispace.com/paper/multilevel-models-conceptual-framework-and-applicability-mush2tblfc","2015","Posted Content","","Roxana-Otilia-Sonia Hritcu","","","Individuals and the social or organizational groups they belong to can be viewed as a hierarchical system situated on different levels. Individuals are situated on the first level of the hierarchy and they are nested together on the higher levels. Individuals interact with the social groups they belong to and are influenced by these groups. Traditional methods that study the relationships between data, like simple regression, do not take into account the hierarchical structure of the data and the effects of a group membership and, hence, results may be invalidated. Unlike standard regression modelling, the multilevel approach takes into account the individuals as well as the groups to which they belong. To take advantage of the multilevel analysis it is important that we recognize the multilevel characteristics of the data. In this article we introduce the outlines of multilevel data and we describe the models that work with such data. We introduce the basic multilevel model, the two-level model: students can be nested into classes, individuals into countries and the general two-level model can be extended very easily to several levels. Multilevel analysis has begun to be extensively used in many research areas. We present the most frequent study areas where multilevel models are used, such as sociological studies, education, psychological research, health studies, demography, epidemiology, biology, environmental studies and entrepreneurship. We support the idea that since hierarchies exist everywhere, multilevel data should be recognized and analyzed properly by using multilevel modelling.","In this article, the authors introduce the outlines of multilevel data and describe the models that work with such data and support the idea that since hierarchies exist everywhere, multi-level data should be recognized and analyzed properly by using multilell modelling."
"Methodological Aspects of Multilevel Modeling and Simulation","https://scispace.com/paper/methodological-aspects-of-multilevel-modeling-and-simulation-4g1h0hgtvw","2023","Journal Article","","Luca Serena","10.1109/ds-rt58998.2023.00025","","Multilevel modeling and simulation (M&S) is emerging as a methodology for the study of complex systems that consist of multiple interacting components. While many simulation models are based on a monolithic architecture, with a single building block that reproduces all aspects of the simulation, in multilevel models different sub-components are in charge of reproducing semantically different aspects of the system. The advantages of multilevel M&S are multiple. First, a complex model built upon independent and reusable blocks might be faster to implement, as the development phase can be carried out in parallel, and to update, as changes will affect only a local portion of the model. Then, it is possible to make use of existing implementations, employing models that have already been tested and proved to be efficient for a specific goal, thus saving considerable time for implementation and the testing. Finally, a multilevel approach allows the developers to use the most suitable modeling paradigm for each part of the system. However, significant challenges exist: identifying the “best” partitioning of the model is not always straightforward, and the interaction among sub-models might be an issue. There is no definition of multilevel modeling that is agreed upon by the scientific community [1]. In fact, some authors refer to this concept with multiple terms (e.g., multiscale [2] or multi-resolution [3] modeling), while others use the expression “multilevel modeling” to indicate M&S schemes that do not necessarily require the presence of multiple cooperating models [4]. Specifically, the following types of models are referred as multilevel in the research community: •Models where different components are in charge of representing semantically different elements of a system [5]. •Models where the system is represented at different levels of detail [6]. This scenario occurs when it is computationally infeasible to carry out simulations where the whole system is described at the maximum level of precision. Thus, a reasonable approach is to find an appropriate trade-off between accuracy and use of computational resources, for leveraging the benefits of both fine-grained and coarse-grained simulators. In these frameworks, accurate micro models describing the most important parts of the simulation coexist with macro models that represent the simulated system with a greater focus on computational efficiency, at the cost of a reduced accuracy. Usually, these types of models are referred to as multiscale models. •Logistic regression models that take information at both individual and aggregate level (e.g., individual and aggregate) [7].","This work states that accurate micro models describing the most important parts of the simulation coexist with macro models that represent the simulated system with a greater focus on computational efficiency, at the cost of a reduced accuracy."
"Multilevel Modeling : A review of the model, its features and the applications in decision making","https://scispace.com/paper/multilevel-modeling-a-review-of-the-model-its-features-and-38dd4bcsva","2010","Journal Article","Journal of Information Processing and Management","Seena Biju
Sreekumaran Nair","10.4156/IJIPM.VOL1.ISSUE2.7","","In this review a checklist, derived from the methodological literature on multilevel modeling, features particular to the model and the theory following the same is made to focus on the issues of model development and specification. One of the essential points underlined in the review is that Multi level modelling can be very powerful and useful for disentangling the effects of different variables in health data. The most common applications were two-level models where individuals were nested within contexts. The basic model, the chief parameters and three research studies have been considered to summarize this paper.","In this review a checklist, derived from the methodological literature on multilevel modeling, features particular to the model and the theory following the same is made to focus on the issues of model development and specification."
"Principles and Applications of Multilevel Modeling in Human Resource Management Research","https://scispace.com/paper/principles-and-applications-of-multilevel-modeling-in-human-2bnkyjujzi","2016","Journal Article","Human Resource Management","Jie Shen","10.1002/HRM.21666","","Multilevel modeling is important for human resource management ( HRM) research in that it often analyzes and interprets hierarchal data residing at more than one level of analysis. However, HRM research in general lags behind other disciplines, such as education, health, marketing, and psychology in the use of a multilevel analytical strategy. This article integrates the most recent literature into the theoretical and applied basics of multilevel modeling applicable to HRM research. A range of multilevel modeling issues have been discussed and they include statistical logic underpinning multilevel modeling, level conceptualization of variables, data aggregation, hypothesis tests, reporting mediation paths, and cross-level interactions. An empirical example concerning complex cross-level mediated moderation is presented that will suffice to illustrate the principles and the procedures for implementing a multilevel analytical strategy in HRM research. © 2015 Wiley Periodicals, Inc. [ABSTRACT FROM AUTHOR]","An empirical example concerning complex cross-level mediated moderation is presented that will suffice to illustrate the principles and the procedures for implementing a multilevel analytical strategy in HRM research."
"Thinking and Modeling at Multiple Levels: the Potential Contribution of Multilevel Modeling to Communication Theory and Research","https://scispace.com/paper/thinking-and-modeling-at-multiple-levels-the-potential-1027jlgyfx","2006","Journal Article","Human Communication Research","Michael D. Slater
Leslie B. Snyder
Andrew F. Hayes","10.1111/J.1468-2958.2006.00292.X","","In this introduction to the special issue on applications of multilevel modeling (MLM) to communication research, we provide a conceptual overview of the benefits of MLM-the ability to simultaneously analyze data collected at multiple levels, the ease with which it can be used to assess trends and change over time, and its incorporation of the nested structure of data in the estimation process. We highlight ways in which MLM can be used to further theory and research in communication. In addition, we comment on the applications of MLM highlighted in this special issue and echo past calls for more multilevel theorizing and analysis in the field of communication.","A conceptual overview of the benefits of MLM-the ability to simultaneously analyze data collected at multiple levels, the ease with which it can be used to assess trends and change over time, and its incorporation of the nested structure of data in the estimation process are provided."
"Developing Multilevel Models for Research","https://scispace.com/paper/developing-multilevel-models-for-research-db339z2k2w","2015","Book Chapter","","John R. Turner
Kristin Petrunin
Jeff M. Allen","10.4018/978-1-4666-7409-7.CH023","","In the past, a large number of research efforts concentrated on single-level analysis; however, researchers who only conduct this level of analysis are finding it harder to justify due to the advancements in statistical software and research techniques. The validation of research findings comes partially from others replicating existing studies as well as building onto theories. Through replication and validation, the research process becomes cyclical in nature, and each iteration builds upon the next. Each succession of tests sets new boundaries, further verification, or falsification. For a model to be correctly specified, the level of analysis needs to be in congruence with the level of measurement. This chapter provides an overview of multilevel modeling for researchers and provides guides for the development and investigation of these models. DEVELOPING MULTILEVEL MODELS FOR RESEARCH Researchers analyze hierarchical or nested structures, when conducting applied research in organizations, schools, health care facilities, and family settings. Hofmann (2002) indicated that ignoring these simple hierarchical structures can lead to incomplete and misspecified models. These hierarchical structures “shape, create, encourage, and reward behavior in organizations” (Hofmann, 2002, p. 248). Including this hierarchical structure into conceptual and theoretical models allows researchers to better capture the level of complexity because hierarchical systems increase our levels of understanding. In the past, a large number of research efforts concentrated on single-level analysis, primarily John Turner University of North Texas, USA Kristin Firmery Petrunin University of North Texas, USA Jeff Allen University of North Texas, USA","This chapter provides an overview of multilevel modeling for researchers and provides guides for the development and investigation of these models."
"Multilevel Regression and Multilevel Structural Equation Modeling","https://scispace.com/paper/multilevel-regression-and-multilevel-structural-equation-56u00nsov2","2013","Book","","Joop J. Hox","10.1093/OXFORDHB/9780199934898.013.0014","https://scispace.com/pdf/multilevel-regression-and-multilevel-structural-equation-56u00nsov2.pdf","Multilevel modeling in general concerns models for relationships between variables defined at different levels of a hierarchical data set, which is often viewed as a multistage sample from a hierarchically structured population. Common applications are individuals within groups, repeated measures within individuals, longitudinal modeling, and cluster randomized trials. This chapter treats the multilevel regression model, which is a direct extension of single-level multiple regression, and multilevel structural equation models, which includes multilevel path and factor analysis. Multilevel analysis was originally intended for continuous normally distributed data. This chapter refers to recent extensions to non-normal data but does not treat these in detail. The end of the chapter presents some statistical issues such as assumptions, sample sizes, and applications to data that are not completely nested.","This chapter treats the multilevel regression model, which is a direct extension of single-level multiple regression, andMultilevel structural equation models, which includes multileVEL path and factor analysis, as well as recent extensions to non-normal data."
"Multilevel Modeling of Social Segregation.","https://scispace.com/paper/multilevel-modeling-of-social-segregation-49xly2fop5","2012","Journal Article","Journal of Educational and Behavioral Statistics","George Leckie
Rebecca Pillinger
Kelvyn Jones
Harvey Goldstein","10.3102/1076998610394367","https://scispace.com/pdf/multilevel-modeling-of-social-segregation-49xly2fop5.pdf","The traditional approach to measuring segregation is based upon descriptive, non-model-based indices. A recently proposed alternative is multilevel modeling. The authors further develop the argument for a multilevel modeling approach by first describing and expanding upon its notable advantages, which include an ability to model segregation at a number of scales simultaneously. The authors then propose a major extension to this approach by introducing a simple simulation method that allows traditional descriptive indices to be reformulated within a modeling framework. The multilevel approach and the simulation method are illustrated with an application that models recent social segregation among schools in London, UK.","In this article, a multilevel approach is proposed to measure social segregation among schools in London, UK, based on a simple simulation method that allows traditional descriptive indices to be reformulated within a modeling framework."
"Theory and Application of Multi-Formalism Modeling","https://scispace.com/paper/theory-and-application-of-multi-formalism-modeling-55o1y34iot","2013","Book","","Marco Gribaudo
Mauro Iacono","","","With complex systems and complex requirements being a challenge that designers must face to reach quality results, multi-formalism modeling offers tools and methods that allow modelers to exploit the benefits of different techniques in a general framework intended to address these challenges.Theory and Application of Multi-Formalism Modeling boldly explores the importance of this topic by gathering experiences, theories, applications, and solutions from diverse perspectives of those involved with multi-formalism modeling. Professionals, researchers, academics, and students in this field will be able to critically evaluate the latest developments and future directions of multi-formalism research.","Theory and Application of Multi-Formalism Modeling boldly explores the importance of this topic by gathering experiences, theories, applications, and solutions from diverse perspectives of those involved with multi-formalism modeling."
"UNA APROXIMACIÓN BIBLIOMÉTRICA A LOS MODELOS MULTINIVEL (A bibliometric approach to the multilevel models)","https://scispace.com/paper/una-aproximacion-bibliometrica-a-los-modelos-multinivel-a-1hmq1n3ycp","2007","","","Revista ELectrónica de Investigación","","","The present work is a bibliometric approximation to the multilevel models, in order to contribute indicators of the general impact that these models have, regarding theoretical as much as applied works. The works that have been reviewed are included in the magazine ""Newsletter Multilevel Modelling"" during the period of 1989-2005. In the same way, different denominations in which these models appear in the literature have been noted, providing information from diverse areas: educational, psychological and of other sciences. Referring to the use of the telematic networks, certain indispensable article references are indicated to update and follow-up the development and application of these analysis strategies. Resumen El presente trabajo es una aproximacion bibliometrica a los modelos multinivel, con la idea de aportar indicadores sobre el impacto general que estos modelos tienen, tanto en lo que se refiere a trabajos teoricos como aplicados. En este sentido se revisan los trabajos incluidos en la revista “Newsletter Multilevel Modelling” durante el periodo de 1989-2005. Igualmente, se apuntan las distintas denominaciones en las que los modelos multivariados se presentan en la literatura, proporcionando datos de diversos ambitos: educativo, psicologico y de otras ciencias. En relacion al uso de las redes telematicas, se senalan algunas referencias imprescindibles para la puesta al dia y el seguimiento del desarrollo y aplicacion de estas estrategias de analisis.","In this paper, a bibliometric approximation to the multilevel models is presented, in order to contribute indicators of the general impact that these models have, regarding theoretical as much as applied works."
"An Introduction to Multilevel Modeling for Social and Personality Psychology","https://scispace.com/paper/an-introduction-to-multilevel-modeling-for-social-and-4f0061ozkp","2008","Journal Article","Social and Personality Psychology Compass","John B. Nezlek","10.1111/J.1751-9004.2007.00059.X","","Multilevel modeling is a technique that has numerous potential applications for social and personality psychology. To help realize this potential, this article provides an introduction to multilevel modeling with an emphasis on some of its applications in social and personality psychology. This introduction includes a description of multilevel modeling, a rationale for this technique, and a discussion of applications of multilevel modeling in social and personality psychological research. Some of the subtleties of setting up multilevel analyses and interpreting results are presented, and software options are discussed.","An introduction to multilevel modeling is provided with an emphasis on some of its applications in social and personality psychology, and some of the subtleties of setting up multileVEL analyses and interpreting results are presented."
"Multilevel Modeling in Personality and Social Psychology","https://scispace.com/paper/multilevel-modeling-in-personality-and-social-psychology-3ewlunsbde","2012","Reference Entry","","Oliver Christ
Chris G. Sibley
Ulrich Wagner","10.1093/OXFORDHB/9780195398991.013.0010","","An integrated personality and social psychology needs to take into account different levels of analysis by definition In both disciplines, it is widely accepted that personality and the social context affects social behavior and that social behavior, in turn, also informs us about personality The challenge for an integrated personality and social psychology is to simultaneously analyze the complex relations between the different levels of analysis for both theoretical as well as statistical reasons Innovations in statistical analysis in the last three decades have made it possible to simultaneously take into account different levels of analysis Our purpose in this chapter is to review the basics of as well as recent advances in multilevel modeling, to develop a framework of multilevel analyzes for an integrated personality and social psychology, and to illustrate the importance of multilevel modeling for theory development and testing using examples from research on personality and social behavior It is in our hope that this chapter will help to increase the application of multilevel modeling in personality and social psychology and to further advance the development of an integrated personality and social psychology","In this paper, the authors present a framework of multilevel analyzes for an integrated personality and social psychology, and illustrate the importance of multi-level modeling for theory development and testing."
"Multilevel modelling: Beyond the basic applications.","https://scispace.com/paper/multilevel-modelling-beyond-the-basic-applications-3oddwv51ef","2009","Journal Article","British Journal of Mathematical and Statistical Psychology","Daniel B. Wright
Kamala London","10.1348/000711008X327632","","Over the last 30 years statistical algorithms have been developed to analyse datasets that have a hierarchical/multilevel structure. Particularly within developmental and educational psychology these techniques have become common where the sample has an obvious hierarchical structure, like pupils nested within a classroom. We describe two areas beyond the basic applications of multilevel modelling that are important to psychology: modelling the covariance structure in longitudinal designs and using generalized linear multilevel modelling as an alternative to methods from signal detection theory (SDT). Detailed code for all analyses is described using packages for the freeware R.","Two areas beyond the basic applications of multileVEL modelling that are important to psychology are described: modelling the covariance structure in longitudinal designs and using generalized linear multilevel modelling as an alternative to methods from signal detection theory (SDT)."
"Toward a unified conception of multi-level modelling: advanced requirements.","https://scispace.com/paper/toward-a-unified-conception-of-multi-level-modelling-18p6z3kaa1","2018","","","Ulrich Frank","","http://ceur-ws.org/Vol-2245/multi_paper_10.pdf","Apart from sharing common concepts, current approaches to multi-level modelling differ with respect to specific features and the terminology. Both are an obstacle for the further development of the field. This paper presents a selection of possible requirements for advanced multi-level modelling languages. It is intended as a contribution to a broader discussion of requirements and to the development of a common research agenda.","This paper presents a selection of possible requirements for advanced multi-level modelling languages as a contribution to a broader discussion of requirements and to the development of a common research agenda."
"Una aproximación bibliométrica a losmodelos multinivel","https://scispace.com/paper/una-aproximacion-bibliometrica-a-losmodelos-multinivel-58zcm2lxx7","2007","Journal Article","RELIEVE: Revista Electrónica de Investigación y Evaluación Educativa","Miquel Amador Guillem
Emelina López González","","","El presente trabajo es una aproximacion bibliometrica a los modelos multinivel, con la idea de aportar indicadores sobre el impacto general que estos modelos tienen, tanto en lo que se refiere a trabajos teoricos como aplicados. En este sentido se revisan los trabajos incluidos en la revista ?Newsletter Multilevel Modelling? durante el periodo de 1989-2005. Igualmente, se apuntan las distintas denominaciones en las que los modelos multivariados se presentan en la literatura, proporcionando datos de diversos ambitos: educativo, psicologico y de otras ciencias. En relacion al uso de las redes telematicas, se senalan algunas referencias imprescindibles para la puesta al dia y el seguimiento del desarrollo y aplicacion de estas estrategias de analisis.","The presente trabajo es una aproximación bibliometrica a los modelos multinivel, con la idea of aportar indicadores sobre el impacto general que estos modelos tienen, tanto en lo que se refiere a trabajos teoricos como aplicados."
"Multilevel Modeling For Economists: Why, When And How","https://scispace.com/paper/multilevel-modeling-for-economists-why-when-and-how-rf4zl3227a","2020","Posted Content","Research Papers in Economics","Aleksey Oshchepkov
Anna Shirokanova","","","Multilevel modeling (MLM, also known as hierarchical linear modeling, HLM) is a methodological framework widely used in the social sciences to analyze data with a hierarchical structure, where lower units of aggregation are ‘nested’ in higher units, including longitudinal data. In economics, however, MLM is used very rarely. Instead, economists use separate econometric techniques including cluster-robust standard errors and fixed effects models. In this paper, we review the methodological literature and contrast the econometric techniques typically used in economics with the analysis of hierarchical data using MLM. Our review suggests that economic techniques are generally less convenient, flexible, and efficient compared to MLM. The important limitation of MLM, however, is its inability to deal with the omitted variable problem at the lowest level of data, while standard economic techniques may be complemented by quasi-experimental methods mitigating this problem. It is unlikely, though, that this limitation can explain and justify the rare use of MLM in economics. Overall, we conclude that MLM has been unreasonably ignored in economics, and we encourage economists to apply this framework by providing ‘when and how’ guidelines","The methodological literature is reviewed and MLM has been unreasonably ignored in economics, and it is suggested that economic techniques are generally less convenient, flexible, and efficient compared to MLM."
"Multilevel Modeling as a Methodology for the Simulation of Human Mobility","https://scispace.com/paper/multilevel-modeling-as-a-methodology-for-the-simulation-of-2aihohdlg2kq","2024","Repository","","Serena, Luca
Marzolla, Moreno
D'Angelo, Gabriele
Ferretti Stefano","10.48550/arxiv.2403.16745","","Multilevel modeling is increasingly relevant in the context of modelling and simulation since it leads to several potential benefits, such as software reuse and integration, the split of semantically separated levels into sub-models, the possibility to employ different levels of detail, and the potential for parallel execution. The coupling that inevitably exists between the sub-models, however, implies the need for maintaining consistency between the various components, more so when different simulation paradigms are employed (e.g., sequential vs parallel, discrete vs continuous). In this paper we argue that multilevel modelling is well suited for the simulation of human mobility, since it naturally leads to the decomposition of the model into two layers, the ""micro"" and ""macro"" layer, where individual entities (micro) and long-range interactions (macro) are described. In this paper we investigate the challenges of multilevel modeling, and describe some preliminary results using prototype implementations of multilayer simulators in the context of epidemic diffusion and vehicle pollution. ",""
"Multilevel Network Analysis for the Social Sciences; Theory, Methods and Applications","https://scispace.com/paper/multilevel-network-analysis-for-the-social-sciences-theory-31m9wupa1l","2016","Book","Springer US","Tom A. B. Snijders
Emmanuel Lazega","10.1007/978-3-319-24520-1","","This volume provides new insights into the functioning of organizational, managerial and market societies. Multilevel analysis and social network analysis are described and the authors show how they can be combined in developing the theory, methods and empirical applications of the social sciences. This book maps out the development of multilevel reasoning and shows how it can explain behavior, through two different ways of contextualizing it. First, by identifying levels of influence on behavior and different aggregations of actors and behavior, and complex interactions between context and behavior. Second, by identifying different levels as truly different systems of agency: such levels of agency can be examined separately and jointly since the link between them is affiliation of members of one level to collective actors at the superior level. It is by combining these approaches that this work offers new insights. New case studies and datasets that explore new avenues of theorizing and new applications of methodology are presented. This book will be useful as a reference work for all social scientists, economists and historians who use network analyses and multilevel statistical analyses. Philosophers interested in the philosophy of science or epistemology will also find this book valuable. ​","In this paper, the authors describe the development of multilevel reasoning and show how it can explain behavior, through two different ways of contextualizing it: first, by identifying levels of influence on behavior and different aggregations of actors and behavior, and complex interactions between context and behavior."
"Multilevel Modeling as a Methodology for the Simulation of Human Mobility","https://scispace.com/paper/multilevel-modeling-as-a-methodology-for-the-simulation-of-1t8c9ief","2022","Proceedings Article","IEEE international symposium on Distributed Simulation and Real-Time Applications","Luca Serena
Moreno Marzolla
Gabriele D'Angelo
Stefano Ferretti","10.1109/DS-RT55542.2022.9932080","","Multilevel modeling is increasingly relevant in the context of modelling and simulation since it leads to several potential benefits, such as software reuse and integration, the split of semantically separated levels into sub-models, the possibility to employ different levels of detail, and the potential for parallel execution. The coupling that inevitably exists between the sub-models, however, implies the need for maintaining consistency between the various components, more so when different simulation paradigms are employed (e.g., sequential vs parallel, discrete vs continuous). In this paper we argue that multilevel modelling is well suited for the simulation of human mobility, since it naturally leads to the decomposition of the model into two layers, the “micro” and “macro” layer, where individual entities (micro) and long-range interactions (macro) are described. In this paper we investigate the challenges of multilevel modeling, and describe some preliminary results using prototype implementations of multilayer simulators in the context of epidemic diffusion and vehicle pollution.","In this paper , the authors argue that multilevel modeling is well suited for the simulation of human mobility, since it naturally leads to the decomposition of the model into two layers, the ""micro"" and ""macro"" layers, where individual entities (micro) and long-range interactions (macro) are described."
"Multilevel Modeling as a Methodology for the Simulation of Human Mobility","https://scispace.com/paper/multilevel-modeling-as-a-methodology-for-the-simulation-of-111m2uds","2022","Proceedings Article","","","10.1109/ds-rt55542.2022.9932080","https://scispace.com/pdf/multilevel-modeling-as-a-methodology-for-the-simulation-of-111m2uds.pdf","Multilevel modeling is increasingly relevant in the context of modelling and simulation since it leads to several potential benefits, such as software reuse and integration, the split of semantically separated levels into sub-models, the possibility to employ different levels of detail, and the potential for parallel execution. The coupling that inevitably exists between the sub-models, however, implies the need for maintaining consistency between the various components, more so when different simulation paradigms are employed (e.g., sequential vs parallel, discrete vs continuous). In this paper we argue that multilevel modelling is well suited for the simulation of human mobility, since it naturally leads to the decomposition of the model into two layers, the “micro” and “macro” layer, where individual entities (micro) and long-range interactions (macro) are described. In this paper we investigate the challenges of multilevel modeling, and describe some preliminary results using prototype implementations of multilayer simulators in the context of epidemic diffusion and vehicle pollution. ","In this article , the authors argue that multilevel modeling is well suited for the simulation of human mobility, since it naturally leads to the decomposition of the model into two layers, the ""micro"" and ""macro"" layers, where individual entities (micro) and long-range interactions (macro) are described."
"Cross-classified Multilevel Models for Personal Networks: Detecting and Accounting for Overlapping Actors:","https://scispace.com/paper/cross-classified-multilevel-models-for-personal-networks-2liuaizz4m","2019","Journal Article","Sociological Methods & Research","Raffaele Vacca
Jeanne-Marie R. Stacciarini
Mark Tranmer","10.1177/0049124119882450","","Multilevel models are increasingly used in sociology and other social sciences to analyze variation of tie outcomes in egocentrically sampled network data, particularly in studies of social support...","Multilevel models are increasingly used in sociology and other social sciences to analyze variation of tie outcomes in egocentrically sampled network data, particularly in studies of social support networks."
"Multilevel Modeling in Personality and Social Psychology","https://scispace.com/paper/multilevel-modeling-in-personality-and-social-psychology-as4ene8xxhwe","","","","Oliver Christ
Chris G. Sibley
Ulrich Wagner","10.1093/oxfordhb/9780190224837.013.10","","An integrated personality and social psychology needs to take into account different levels of analysis by definition. In both disciplines, it is widely accepted that personality and the social context affect social behavior and that social behavior, in turn, also informs us about personality. The challenge for an integrated personality and social psychology is to simultaneously analyze the complex relations between the different levels of analysis for both theoretical and statistical reasons. Innovations in statistical analysis have made it possible to simultaneously take into account different levels of analysis This chapter reviews the basics and recent advances in multilevel modeling to develop a framework of multilevel analyses for an integrated personality and social psychology and to illustrate the importance of multilevel modeling for theory development and testing using examples from research on personality and social behavior.","This chapter reviews multilevel modeling innovations for integrated personality and social psychology, developing a framework to analyze complex relations between levels of analysis, and illustrating its importance for theory development and testing in personality and social behavior research."
"Comparing multi-level modeling approaches","https://scispace.com/paper/comparing-multi-level-modeling-approaches-38qrr0yudo","2014","","","Colin Atkinson
Ralph Gerbig
Thomas Kühne","","http://ceur-ws.org/Vol-1286/p6.pdf","As the range of modelling approaches that claim to be “multi-level” diversifies, there is growing debate in the literature about what multi-level modelling actually is and what form supporting languages and infrastructures should take. However, there is no consensus yet on how this debate should be framed and what objective criteria should be used to evaluate different approaches. It is clear from the literature that proponents of different approaches base their arguments on fundamentally different assumptions about what multi-level modelling is and what benefits it should aim to provide. In this position paper we identify some of the core issues that currently hinder progress towards the required consensus and identify some of the terminological differences that have amplified confusion. Referencing various work that represents diverging viewpoints, our goal is to initiate a meta-discussion on what the open questions in multi-level modelling are, how respective proposals to answer them could be evaluated, and which kinds of discussions are expedient in this context.","The goal is to initiate a meta-discussion on what the open questions in multi-level modelling are, how respective proposals to answer them could be evaluated, and which kinds of discussions are expedient in this context."
"Multilevel model prediction","https://scispace.com/paper/multilevel-model-prediction-2y5lj9w2hn","2006","Journal Article","Psychometrika","Edward W. Frees
Jee-Seon Kim","10.1007/S11336-003-1108-Y","","Multilevel models are proven tools in social research for modeling complex, hierarchical systems. In multilevel modeling, statistical inference is based largely on quantification of random variables. This paper distinguishes among three types of random variables in multilevel modeling—model disturbances, random coefficients, and future response outcomes—and provides a unified procedure for predicting them. These predictors are best linear unbiased and are commonly known via the acronym BLUP; they are optimal in the sense of minimizing mean square error and are Bayesian under a diffuse prior.","This paper distinguishes among three types of random variables in multilevel modeling—model disturbances, random coefficients, and future response outcomes—and provides a unified procedure for predicting them."
