"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Credential transparency system","https://scispace.com/paper/credential-transparency-system-1l8hnfi9","2022","Book Chapter","International Conference on Security and Cryptography for Networks","Melissa Chase
Georg Fuchsbauer
Esha Ghosh
Antoine Plouviez","10.1007/978-3-031-14791-3_14","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses CTS to add transparency to credential management, proving security formally; addresses privacy, usability, and security concerns; aligns with credential‑based identity systems but lacks detailed cross‑layer constraint language.","AbstractA major component of the entire digital identity ecosystem are verifiable credentials. However, for users to have complete control and privacy of their digital credentials, they need to be able to store and manage these credentials and associated cryptographic key material on their devices. This approach has severe usability challenges including portability across devises. A more practical solution is for the users to trust a more reliable and available service to manage credentials on their behalf, such as in the case of Single Sign-On (SSO) systems and identity hubs. But the obvious downside of this design is the immense trust that the users need to place on these service providers.In this work, we introduce and formalize a credential transparency system (CTS) framework that adds strong transparency guarantees to a credential management system while preserving privacy and usability features of the system. CTS ensures that if a service provider presents any credential to an honest verifier on behalf of a user, and the user’s device tries to audit all the shows presented on the user’s behalf, the service provider will not be able to drop or modify any show information without getting caught. We define CTS to be a general framework that is compatible with a wide range of credential management systems including SSO and anonymous credential systems. We also provide a CTS instantiation and prove its security formally.KeywordsCredential transparencySSOanonymous credentialszero-knowledge setsaccumulatorszero-knowledge proofs "
"Designing a Framework for Digital KYC Processes Built on Blockchain-Based Self-Sovereign Identity","https://scispace.com/paper/designing-a-framework-for-digital-kyc-processes-built-on-pvtyqitc","2022","Journal Article","Information & Management","","10.1016/j.im.2021.103553","https://scispace.com/pdf/designing-a-framework-for-digital-kyc-processes-built-on-pvtyqitc.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses verifiable credentials for KYC, covering security, privacy, compliance; discusses blockchain layers but lacks formal models or methods.",""
"Privacy-Preserving Negotiation of Common Trust Anchors Across Blockchain Networks","https://scispace.com/paper/privacy-preserving-negotiation-of-common-trust-anchors-f4cstpfa","2022","Proceedings Article","International Conference on Blockchain","Bishakh Chandra Ghosh
Dhinakaran Vinayagamurthy
Venkatraman Ramakrishna
Krishnasuri Narayanam
Subrata Chakraborty","10.1109/ICBC54727.2022.9805532","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Centers on decentralized identities and verifiable credentials. Addresses privacy and security jointly. Touches multiple layers (network, application) without explicit cross‑layer modeling. Lacks formal methods, empirical evaluation, and comparisons.","Interoperation between permissioned consortium blockchain networks relies on their abilities to discover and validate the identities of each others’ participant organizations. These organizations may possess self-sovereign decentralized identities and verifiable credentials issued by well-known certification authorities. Two mutually untrusting networks of organizations can establish a basis for interoperation if they have one or more certification authorities in common. Yet, for privacy reasons, neither of them may want to expose a priori their entire lists of authorities, necessitating a negotiation process through which common authorities can be identified. In this paper, we analyze this negotiation problem, and propose and analyze two solution approaches, one involving active participation of the trust anchors and the other without involving them."
"HiTrust: building cross-organizational trust relationship based on a hybrid negotiation tree","https://scispace.com/paper/hitrust-building-cross-organizational-trust-relationship-1bsi0po7l6","2013","Journal Article","Telecommunication Systems","Jianxin Li
Xudong Liu
Lu Liu
Da-Zhi Sun
Bo Li","10.1007/S11235-011-9648-4","http://act.buaa.edu.cn/lijx/pubs/HiTrust.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses hybrid negotiation tree to model credential‑based trust establishment; implements prototype and experiments, but lacks formal methods, cross‑layer or cross‑concern formalization.","In a pervasive computing environment, the need to establish trust amongst distributed services has attracted increasing attentions from both the industry and academia. As a widely adopted solution to carry a principal's identity and attributes of different organizations, the credential-based trust establishment has become popular over Internet. In this paper, we propose a hybrid negotiation tree based modeling approach, named HiTrust, to build cross-organizational trust relationship. The HiTrust is used to characterize the gradual interactions state during the trust establishment between the principals from different security organizations. Compared with the original disclosure tree model, the hybrid tree model in HiTrust can embed both policies and credential sets in a tree node, and is able to describe fine-grained security policy with attributes or negotiation context information. This property endows the HiTrust with the capability of describing complex trust establishment requirements, and makes it more efficient to search desired tree node. Furthermore, to enhance the usability and efficiency of negotiation service, we propose a session state maintenance mechanism based on a policy stack and an asynchronous trust chain propagation mechanism. We have implemented the HiTrust prototype system, and experimentally verified that the HiTrust is effective and scalable."
"Achieving privacy in trust negotiations with an ontology-based approach","https://scispace.com/paper/achieving-privacy-in-trust-negotiations-with-an-ontology-5dxntud6mg","2006","Journal Article","IEEE Transactions on Dependable and Secure Computing","Anna Squicciarini
Elisa Bertino
Elena Ferrari
Indrakshi Ray","10.1109/TDSC.2006.3","https://scispace.com/pdf/achieving-privacy-in-trust-negotiations-with-an-ontology-5dxntud6mg.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ontology‑based trust negotiation to control privacy‑sensitive attribute disclosure, derives policies from trust requirements, but lacks formal method notation and explicit cross‑layer modeling.","The increasing use of Internet in a variety of distributed multiparty interactions and transactions with strong real-time requirements has pushed the search for solutions to the problem of attribute-based digital interactions. A promising solution today is represented by automated trust negotiation systems. Trust negotiation systems allow subjects in different security domains to securely exchange protected resources and services. These trust negotiation systems, however, by their nature, may represent a threat to privacy in that credentials, exchanged during negotiations, often contain sensitive personal information that may need to be selectively released. In this paper, we address the problem of preserving privacy in trust negotiations. We introduce the notion of privacy preserving disclosure, that is, a set that does not include attributes or credentials, or combinations of these, that may compromise privacy. To obtain privacy preserving disclosure sets, we propose two techniques based on the notions of substitution and generalization. We argue that formulating the trust negotiation requirements in terms of disclosure policies is often restrictive. To solve this problem, we show how trust negotiation requirements can be expressed as property-based policies that list the properties needed to obtain a given resource. To better address this issue, we introduce the notion of reference ontology, and formalize the notion of trust requirement. Additionally, we develop an approach to derive disclosure policies from trust requirements and formally state some semantics relationships (i.e., equivalence, stronger than) that may hold between policies. These relationships can be used by a credential requestor to reason about which disclosure policies he/she should use in a trust negotiation."
"Decentralized Cross-Network Identity Management for Blockchain Interoperation","https://scispace.com/paper/decentralized-cross-network-identity-management-for-c1hnw0fmhz","2021","Proceedings Article","","Bishakh Chandra Ghosh
Venkatraman Ramakrishna
Chander Govindarajan
Dushyant Behl
Dileban Karunamoorthy
Ermyas Abebe
Sandip Chakraborty","10.1109/ICBC51069.2021.9461064","https://arxiv.org/pdf/2104.03277","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses DIDs and verifiable credentials for cross‑network trust; implements with Indy/Aries. Discusses layer interactions and privacy/security concerns, but lacks formal models or formal methods.","Interoperation for data sharing between permissioned blockchain networks relies on networks’ abilities to independently authenticate requests and validate proofs accompanying the data; these typically contain digital signatures. This requires counterparty networks to know the identities and certification chains of each other’s members, establishing a common trust basis rooted in identity. But permissioned networks are ad hoc consortia of existing organizations, whose network affiliations may not be well-known or well-established even though their individual identities are. In this paper, we describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing. Networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers. A network’s participants possess self-sovereign decentralized identities (DIDs) on these registries and can obtain privacy-preserving verifiable membership credentials. During interoperation, networks can securely and dynamically discover each others’ latest membership lists and members’ credentials. We implement a solution based on Hyperledger Indy and Aries, and demonstrate its viability and usefulness by linking a trade finance network with a trade logistics network, both built on Hyperledger Fabric. We also analyze the extensibility, security, and trustworthiness of our system."
"A novel zero-trust identity framework for agentic AI: Decentralized authentication and fine-grained access control","https://scispace.com/paper/a-novel-zero-trust-identity-framework-for-agentic-ai-t1cc4oo3mpzj","2025","Journal Article","arXiv.org","Ken Huang
Vineeth Sai Narajala
John Yeoh
Ramesh Raskar
Youssef Harkati
Jerry Huang
Idan Habler
Chris Hughes","10.48550/arxiv.2505.19301","https://arxiv.org/pdf/2505.19301","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses zero‑trust identity framework built on OAuth tokens and credential attestations; discusses layer interactions and security/privacy concerns but lacks formal specification or formal methods.",""
"Decentralized identity verification via smart contract validation: Enhancing PKI systems for future digital trust","https://scispace.com/paper/decentralized-identity-verification-via-smart-contract-4z9m9yqweb","2024","Journal Article","","Saurav Bhattacharya
Madhavi Najana
Anirudh Khanna","10.21428/e90189c8.93f690d2","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses smart contracts to decentralize identity verification, directly targeting credential‑based trust frameworks. Mentions layered trust and multiple concerns but lacks formal constraint models or formal methods.",""
"A Distributed Trust Framework for Privacy-Preserving Machine Learning","https://scispace.com/paper/http://arxiv.org/abs/2006.02456v1","2020","Preprint","","Will Abramson
Adam James Hall
Pavlos Papadopoulos
Nikolaos Pitropakis
William J Buchanan","10.1007/978-3-030-58986-8_14","https://arxiv.org/pdf/2006.02456v1","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses DIDs and Verifiable Credentials to build a distributed trust architecture for privacy‑preserving ML, but lacks formal models or formal methods; discusses layered deployment and addresses security and privacy concerns.","When training a machine learning model, it is standard procedure for the researcher to have full knowledge of both the data and model. However, this engenders a lack of trust between data owners and data scientists. Data owners are justifiably reluctant to relinquish control of private information to third parties. Privacy-preserving techniques distribute computation in order to ensure that data remains in the control of the owner while learning takes place. However, architectures distributed amongst multiple agents introduce an entirely new set of security and trust complications. These include data poisoning and model theft. This paper outlines a distributed infrastructure which is used to facilitate peer-to-peer trust between distributed agents; collaboratively performing a privacy-preserving workflow. Our outlined prototype sets industry gatekeepers and governance bodies as credential issuers. Before participating in the distributed learning workflow, malicious actors must first negotiate valid credentials. We detail a proof of concept using Hyperledger Aries, Decentralised Identifiers (DIDs) and Verifiable Credentials (VCs) to establish a distributed trust architecture during a privacy-preserving machine learning experiment. Specifically, we utilise secure and authenticated DID communication channels in order to facilitate a federated learning workflow related to mental health care data."
"VCTP: A Verifiable Credential-based Trust Propagation Protocol for Personal Issuers in Self-Sovereign Identity Platforms","https://scispace.com/paper/http://arxiv.org/abs/2308.01539v1","2023","Preprint","","Rahma Mukta
Rue C. Teh
Hye-young Paik
Qinghua Lu
Salil S. Kanhere","","https://arxiv.org/pdf/2308.01539v1","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses blockchain‑based trust propagation for SSI credentials; focuses on individual issuer trust, mentions protocol and blockchain layers, and addresses security and privacy concerns, but lacks formal models or methods.","Self Sovereign Identity (SSI) is an emerging identity system that facilitates secure credential issuance and verification without placing trust in any centralised authority. To bypass central trust, most SSI implementations place blockchain as a trusted mediator by placing credential transactions on-chain. Yet, existing SSI platforms face trust issues as all credential issuers in SSI are not supported with adequate trust. Current SSI solutions provide trust support to the officiated issuers (e.g., government agencies), who must follow a precise process to assess their credentials. However, there is no structured trust support for individuals of SSI who may attempt to issue a credential (e.g., letter of consent) in the context of business processes. Therefore, some risk-averse verifiers in the system may not accept the credentials from individual issuers to avoid carrying the cost of mishaps from potentially inadmissible credentials without reliance on a trusted agency. This paper proposes a trust propagation protocol that supports individual users to be trusted as verifiable issuers in the SSI platform by establishing a trust propagation credential template in the blockchain. Our approach utilises (i) the sanitizable signature scheme to propagate the required trust to an individual issuer, (ii) a voting mechanism to minimises the possibility of collusion. Our implementation demonstrates that the solution is both practical and performs well under varying system loads."
"Establishing Workload Identity for Zero Trust CI/CD: From Secrets to SPIFFE-Based Authentication","https://scispace.com/paper/establishing-workload-identity-for-zero-trust-ci-cd-from-ovx67ga2h0ii","2025","Journal Article","arXiv.org","Surya Teja Avirneni","10.48550/arxiv.2504.14760","https://arxiv.org/pdf/2504.14760","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SPIFFE to replace static secrets, formalizes trust bundle exchange, but lacks formal method tooling and explicit multi‑layer, multi‑concern constraint specifications.",""
"Bottom-up Trust Registry in Self Sovereign Identity","https://scispace.com/paper/bottom-up-trust-registry-in-self-sovereign-identity-34n7ap81","2022","Posted Content","","","10.48550/arxiv.2208.04624","https://scispace.com/pdf/bottom-up-trust-registry-in-self-sovereign-identity-34n7ap81.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on SSI trust registry with graph‑based trust and smart contracts, but lacks formal models or methods; only partially addresses cross‑layer/concern aspects.","Self sovereign identity is a form of decentralised credential management. During credential verification, data exchange only happens between the data owner and the verifier without passing through any third parties. While this approach offers a privacy-centric solution, it poses a challenge. How do verifiers trust that the credential is vouched by a trusted source? More specifically, how do verifiers know that the issuer has the reputation or is authorised to issue the credential? In this paper, we propose a trust registry design that handles the aspect of human trust in self sovereign identity. We also introduce an incentivisation mechanism for the trust registry in order to motivate each stakeholder to participate actively and honestly. "
"Anonymity analysis in credentials-based systems: A formal framework","https://scispace.com/paper/anonymity-analysis-in-credentials-based-systems-a-formal-5bmz5sbp24","2008","Journal Article","Computer Standards & Interfaces","Vicente Benjumea
Javier Lopez
José M. Troya","10.1016/J.CSI.2007.10.004","https://www.nics.uma.es/sites/default/files/papers/VicenteBenjumea2008.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a formal anonymity framework for credential systems, but lacks explicit cross‑layer constraint modeling or multi‑concern specifications; focuses on privacy analysis.",""
"CredTrust: Credential Based Issuer Management for Trust in Self-Sovereign Identity","https://scispace.com/paper/credtrust-credential-based-issuer-management-for-trust-in-2tedv7cz","2022","Proceedings Article","International Congress on Blockchain and Applications","Rahma Bintey Mufiz Mukta
Hye-Young Paik
Qinghua Lu
Salil S. Kanhere","10.1109/Blockchain55522.2022.00053","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on SSI credential trust via blockchain registry, but lacks formal models or methods; only loosely discusses layers and concerns, yet directly addresses credential‑based identity trust.","Self Sovereign Identity (SSI) facilitates secure issuance and verification of digitised credentials without having to rely on a centralised authority. Most SSI implementations rely on blockchain to take advantage of decentralisation and cryptographic security over the credentials. Given that verifying the authenticity of credentials such as identification papers or proof of qualifications are critical to the system, current SSI solutions, assume the issuers to be “official” entities (e.g., government agencies) who must follow a stringent process to vet their credentials. However, there is no systematic support for directing the same level of trust agencies for individual users who may issue credentials (e.g., delegation of access, consent letter) in the context of business processes. A verifier who relies on user-issued credentials to complete a business process (e.g., a postal worker handing over parcel to someone other than the addressee) bears the risk of accepting these credentials without reliance on a trust agency. This paper proposes CredTrust, a blockchain based SSI framework that allows individual users to be “onboarded” to the platform as a verifiable issuer via the establishment of a trust registry in the blockchain. Our approach utilises the existing SSI credential generation and verification processes to create a “chain of trust” as a trust propagation method. Our evaluation results show that CredTrust is feasible and exhibits minimal overheads when compared with a conventional SSI based credential management system."
"ENHANCING TRUST IN EMPLOYMENT VERIFICATION THROUGH SELF-SOVEREIGN IDENTITY AND DISTRIBUTED LEDGER TECHNOLOGY","https://scispace.com/paper/C2OLftVcGaAJ","","","","RO OTIENO","","https://projekter.aau.dk/projekter/files/784684237/MASTERS_THESIS_.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Verifiable Credentials and DIDs to build a trust model for employment verification, aligning with credential‑based identity frameworks. Mentions architecture layers and privacy/security concerns but lacks formal constraint specifications or formal methods.",""
"Ecosystem Trust Profiles","https://scispace.com/paper/http://arxiv.org/abs/2603.05521v2","2026","Preprint","","Christoph F. Strnadl","","https://arxiv.org/pdf/2603.05521v2","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers a rigorous ecosystem trust profile model for credential‑based identity and trust, but lacks explicit cross‑layer constraints, formal method tooling, and detailed cross‑layer analysis.","We define a method how digital ecosystems (including data spaces) may autonomously define and ""advertise"" credentials they issue or they trust in the form of so-called ecosystem trust profiles. An ecosystem trust profile collects all (verifiable) credentials and issuers sorted by trust scope accepted (""trusted"") by a particular ecosystem.
  We then show how a minimal trust relation between ecosystems may be defined using ecosystem trust frameworks of different ecosystems and explore a few of its properties.
  A first application of the theory is given for a use case in the manufacturing realm where different international ecosystems need to agree on certain credentials for various scopes of trust such as identity, service compliance, and other conformance standards.
  We implement this requirement by identifying and discussing two different definitions of credential equivalence for a given trust scope, one requiring additional cross-ecosystem governance or coordination, one not. The second approach demonstrates how to solve the so-called cross-ecosystem trust dilemma, that is, the problem how ecosystems can establish cross-ecosystem trust while, at the same time, allowing them to fully retain their sovereignty. A fragility theorem demonstrates that this sovereignty leads trust to be unstable without any additional coordination or governance mechanisms on top of (and outside to) ecosystem trust profiles.
  We extend our method to data spaces in particular and propose a novel rigorous definition of cross-data space interoperability. This allows us to prove the proposition that the extent of interoperability between two data spaces is exactly determined by the amount of commonality in their respective ecosystem trust profiles."
"Towards trust-aware access management for ad-hoc collaborations","https://scispace.com/paper/towards-trust-aware-access-management-for-ad-hoc-56g2i5vksi","2007","Proceedings Article","Collaborative Computing","Jing Jin
Gail-Joon Ahn
Mohamed Shehab
Hongxin Hu","10.1109/COLCOM.2007.4553807","https://scispace.com/pdf/towards-trust-aware-access-management-for-ad-hoc-56g2i5vksi.pdf","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Defines attribute and delegation credentials with context constraints; central to trust‑aware access management but lacks cross‑layer, multi‑concern formal methods.","In an ad-hoc collaborative sharing environment, attribute-based access control provides a promising approach in defining authorization over shared resources based on userspsila properties/attributes rather than their identities. While the userpsilas attributes are always asserted by different authorities in the form of credentials, these authorities may not be accepted by the resource owner with the same degree of trust. In this paper, we present a trust-aware role-based authorization framework, called RAMARS_TM, to address both the access control and the trust management issues in such environment. Central to our approach is the dynamic role assignment based on a userpsilas attributes, and trust management, as a special constraint, is in place to make trust decisions on a userpsilas attributes. Required components and functions are identified and specified in our trust and access management policies. An architecture of prototype system implementation is also discussed."
"Bottom-up Trust Registry in Self Sovereign Identity","https://scispace.com/paper/http://arxiv.org/abs/2208.04624v1","2022","Preprint","","Kai Jun Eer
Jesus Diaz
Markulf Kohlweiss","","https://arxiv.org/pdf/2208.04624v1","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Perfectly relevant: Proposes a trust registry for SSI, directly tackling credential‑based identity trust frameworks. Not relevant: No formal models, formal methods, or cross‑layer constraint specifications.","Self sovereign identity is a form of decentralised credential management. During credential verification, data exchange only happens between the data owner and the verifier without passing through any third parties. While this approach offers a privacy-centric solution, it poses a challenge. How do verifiers trust that the credential is vouched by a trusted source? More specifically, how do verifiers know that the issuer has the reputation or is authorised to issue the credential? In this paper, we propose a trust registry design that handles the aspect of human trust in self sovereign identity. We also introduce an incentivisation mechanism for the trust registry in order to motivate each stakeholder to participate actively and honestly."
"Distributed credential chain discovery in trust management with parameterized roles and constraints","https://scispace.com/paper/distributed-credential-chain-discovery-in-trust-management-2c1ivurxik","2006","","","Ziqing Mao
Ninghui Li
William H. Winsborough","","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses logic‑programming style evaluation to discover credential chains in a trust‑management language; focuses on credential‑based trust but lacks cross‑layer/concern constraint formalization.","Trust management (TM) is an approach to access control in decentralized distributed systems with access control decisions based on statements made by multiple principals. Li et al. developed the RT family of Role-Based Trust-management languages, which combine the strengths of Role-Based Access Control and TM systems. We present a distributed credential chain discovery algorithm for RT C 1 , a language in the RT family that has parameterized roles and constraints. Our algorithm is a combination of the logic-programming style top-down query evaluation with tabling and a goal-directed version of the deductive database style bottom-up evaluation. Our algorithm uses hints provided through the storage types to determine whether to use a top-down or bottom-up strategy for a particular part of the proof; this enables the algorithm to touch only those credentials that are related to the query, which are likely to be a small fraction of all the credentials in the system."
"Trust in Distributed Information Systems","https://scispace.com/paper/trust-in-distributed-information-systems-uyxldj81sj","2008","","","Weiliang Zhao","","https://scispace.com/pdf/trust-in-distributed-information-systems-uyxldj81sj.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on trust management for digital identities (CardSpace) and extends RBAC, offering layered architecture discussion and multiple concerns, but lacks formal models or formal methods.","Trust management is an important issue in the analysis and design of secure information systems. This is especially the case where centrally managed security is not possible. Trust issues arise not only in business functions, but also in technologies used to support these functions. There are a vast number of services and applications that must accommodate appropriate notions of trust. Trust and trust management have become a hot research area. The motivation of this dissertation is to build up a comprehensive trust management approach that covers the analysis/modelling of trust relationships and the development of trust management systems in a consistent manner. A formal model of trust relationship is proposed with a strict mathematical structure that can not only reflect many of the commonly used notions of trust, but also provide a solid basis for a unified taxonomy framework of trust where a range of useful properties of trust relationships can be expressed and compared. A classification of trust relationships is presented. A set of definitions, propositions, and operations are proposed for the properties about scope and diversity of trust relationships, direction and symmetry of trust relationships, and relations of trust relationships. A general methodology for analysis and modelling of trust relationships in"
"Developing Trust Frameworks to Support Identity Federations","https://scispace.com/paper/developing-trust-frameworks-to-support-identity-federations-2jq6calpu8","2018","Report","","David M. Temoshok
Christine Abruzzi","10.6028/NIST.IR.8149","https://scispace.com/pdf/developing-trust-frameworks-to-support-identity-federations-2jq6calpu8.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides extensive guidance on identity federations and trust frameworks, focusing on credential‑based systems and discussing layered and multi‑concern considerations, but lacks formal models, formal methods, and detailed cross‑layer constraint specifications.","When supported by trust frameworks, identity federations provide a secure method for leveraging shared identity credentials across communities of similarly-focused online service providers. This document explores the concepts around trust frameworks and identity federations and provides topics to consider in their development and implementation."
"Towards a Trust Management Enabled Identity Metasystem","https://scispace.com/paper/towards-a-trust-management-enabled-identity-metasystem-2pu2srwnv0","2010","Journal Article","International Journal of Organizational and Collective Intelligence","Jian Yang
Weiliang Zhao","10.4018/JOCI.2010040102","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on extending identity metasystems with trust management components, aligning with credential‑based identity trust frameworks, but lacks formal constraint models, formal methods, and detailed cross‑concern specifications.","Existing identity metasystems provide enabling tools to manage, select, and control of digital identities but they have not provided the support of trust management that should cover how trust requirements associated with digital identities are modeled, how runtime conditions for trust are evaluated, and how the results of trust evaluation are consumed by systems/applications. In this paper, the authors propose an approach toward a trust management enabled identity metasystem that covers the analysis of trust requirements and the development of trust management system in a consistent manner. The proposed trust management architecture extends the existing identity metasystems by introducing computing components for carrying out typical trust management tasks associated with digital identities. The computing components in proposed architecture provide intelligent services for these tasks. The proposed high level architecture targets the automation of the development of the trust management layer for digital identities."
"Financial system inquiry: final report","https://scispace.com/paper/financial-system-inquiry-final-report-349gbbwy03","2014","","","David Murray
Kevin Davis
Craig Dunn
Carolyn Hewson
Brian McNamee","","https://scispace.com/pdf/financial-system-inquiry-final-report-349gbbwy03.pdf","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses policy analysis to outline federated digital identity models, addressing security, privacy, and compliance, but lacks formal specifications or formal methods.","Executive summary This report responds to the objective in the Inquiry’s Terms of Reference to best position Australia’s financial system to meet Australia’s evolving needs and support economic growth. It offers a blueprint for an efficient and resilient financial system over the next 10 to 20 years, characterised by the fair treatment of users. The Inquiry has made 44 recommendations relating to the Australian financial system. These recommendations reflect the Inquiry’s judgement and are based on evidence received by the Inquiry. The Inquiry’s test has been one of public interest: the interests of individuals, businesses, the economy, taxpayers and Government. Australia’s financial system has performed well since the Wallis Inquiry and has many strong characteristics. It also has a number of weaknesses: taxation and regulatory settings distort the flow of funding to the real economy; it remains susceptible to financial shocks; superannuation is not delivering retirement incomes efficiently; unfair consumer outcomes remain prevalent; and policy settings do not focus on the benefits of competition and innovation. As a result, the system is prone to calls for more regulation. To put these issues in context, the Overview first deals with the characteristics of Australia’s economy. It then describes the characteristics of and prerequisites for a well-functioning financial system and the Inquiry’s philosophy of financial regulation. The Inquiry focuses on seven themes in this report (summarised in Guide to the Financial System Inquiry Final Report). The Overview deals with the general themes of funding the Australian economy and competition. The Inquiry has also made recommendations on five specific themes, which comprise the next chapters of this report: Strengthen the economy by making the financial system more resilient. Lift the value of the superannuation system and retirement incomes. Drive economic growth and productivity through settings that promote innovation. Enhance confidence and trust by creating an environment in which financial firms treat customers fairly. Enhance regulator independence and accountability and minimise the need for future regulation. These recommendations seek to improve efficiency, resilience and fair treatment in the Australian financial system, allowing it to achieve its potential in supporting economic growth and enhancing standards of living for current and future generations. Financial system inquiry committee Mr David Murray AO (Chair) Mr David Murray AO (Sydney) was most recently the inaugural Chairman of the Australian Government’s Future Fund Board of Guardians between 2006 and 2012. Mr Murray was previously the Chief Executive Officer of the Commonwealth Bank of Australia between 1992 and 2005. In this time, Mr. Murray oversaw the transformation of the Commonwealth Bank from a partly privatised bank to an integrated financial services company. In 2001, he was awarded the Centenary Medal for service to Australian society in banking and corporate governance, and in 2007 he was made an Officer of the Order of Australia for his service to the finance sector, both domestically and globally, and service to the community. Professor Kevin Davis Professor Kevin Davis (Melbourne) is currently a Professor of Finance at the University of Melbourne, Research Director at the Australian Centre for Financial Studies and a Professor of Finance at Monash University. Professor Davis is also a part-time member of the Australian Competition Tribunal and Co-Chair of the Australia–New Zealand Shadow Financial Regulatory Committee. Mr Craig Dunn Mr Craig Dunn (Sydney) was most recently Chief Executive Officer and Managing Director of AMP. Mr Dunn led AMP through the global financial crisis and has extensive experience in the financial sector. He was a member of the Australian Government's Financial Sector Advisory Council and the Australian Financial Centre Forum, and an executive member of the Australia Japan Business Co-operation Committee. Mr Dunn is a director of the Australian Government’s Financial Literacy Board. Ms Carolyn Hewson AO Ms Carolyn Hewson AO (Adelaide) served as an investment banker at Schroders Australia for 15 years. Ms Hewson has over 30 years’ experience in the finance sector and currently serves on the boards of BHP Billiton Ltd and Stockland. Ms Hewson was made an Officer of the Order of Australia for her services to the YWCA and to business. Ms Hewson has served on both the boards of Westpac and AMP and retired from the board of BT Investment Management Ltd and as the Chair of the Westpac Foundation upon her appointment to the Financial System Inquiry Committee. Dr Brian McNamee AO Dr Brian McNamee AO (Melbourne) served as the Chief Executive Officer and Managing Director of CSL Limited from 1990 to 30 June 2013. During that time, CSL transitioned from a Government-owned enterprise to a global company with a market capitalisation of approximately $30 billion. He has extensive experience in the biotech and global healthcare industries. Dr McNamee was made an Officer of the Order of Australia for his service to business and commerce."
"Bridging Assurance Gaps in Federated Identity Management: a Customizable Iam-Based Solution","https://scispace.com/paper/bridging-assurance-gaps-in-federated-identity-management-a-quapzhojbqlf","2025","Journal Article","","Shirin Dabbaghi Varnosfaderani
Piotr Kasprzak
Aytaj Badirova
Ramin Yahyapour","10.1109/ccet66260.2025.11199574","","- **Relevance Score:** 3/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on federated LoA integration in IAM, addressing security and compliance concerns, but lacks formal modeling or formal methods; provides a cross‑layer view of SP‑IdP interactions.","In federated environments, Levels of Assurance (LoA) play a crucial role in enabling Service Providers (SPs) to assess and manage the quality of identity proofing and authentication methods employed by third-party Identity Providers (IdPs), thereby guiding access control decisions. The proliferation of disparate LoA frameworks and standards from various national and international bodies, such as NIST and eduGAIN, poses challenges in achieving interoperability and consistency across federated services. This paper proposes a novel approach: integrating a local assurance framework into organizational Identity and Access Management (IAM) solutions. This framework empowers SPs to dynamically define and manage service assurance profiles while facilitating the integration and adaptation of existing assurance frameworks through flexible mapping functions. By addressing these challenges, the proposed model aims to enhance the coherence and compatibility of LoA implementations across diverse federated environments."
