"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"SAFE: A Declarative Trust Management System with Linked Credentials","https://scispace.com/paper/safe-a-declarative-trust-management-system-with-linked-5b0d2j8oju","2015","Posted Content","arXiv: Cryptography and Security","Vamsi Thummala
Jeffrey S. Chase","","https://arxiv.org/pdf/1510.04629.pdf","We present SAFE, an integrated system for managing trust using a logic-based declarative language. Logical trust systems authorize each request by constructing a proof from a context---a set of authenticated logic statements representing credentials and policies issued by various principals in a networked system. 
A key barrier to practical use of logical trust systems is the problem of managing proof contexts: identifying, validating, and assembling the credentials and policies that are relevant to each trust decision. This paper describes a new approach to managing proof contexts using context linking and caching. Credentials and policies are stored as certified logic sets named by secure identifiers in a shared key-value store. SAFE offers language constructs to build and modify logic sets, link sets to form unions, pass them by reference, and add them to proof contexts. SAFE fetches and validates credential sets on demand and caches them in the authorizer. We evaluate and discuss our experience using SAFE to build secure services based on case studies drawn from practice: a secure name service resolver, a secure proxy shim for a key value store, and an authorization module for a networked infrastructure-as-a-service system with a federated trust structure.","SAFE is presented, an integrated system for managing trust using a logic-based declarative language and offers language constructs to build and modify logic sets, link sets to form unions, pass them by reference, and add them to proof contexts."
"Remote attestation approach by cross-layer security policy translation","https://scispace.com/paper/remote-attestation-approach-by-cross-layer-security-policy-5bg95omlyh","2016","Journal Article","IEEE International Conference on High Performance Computing, Data, and Analytics","Lingbo Jiang
Yu-Ping Wang
Tiehua Wen
Jianfeng Tan","10.1504/IJHPCN.2016.080408","","The security policy can exactly reflect the security expectations of system models. Besides, it is also an important method of remote attestation of computing environment, which is based on model behaviours. Existing policy measurement approaches focus on single model. However, practical policies usually include various kinds of model properties so that existing methods cannot meet the demands of combined policy measurement and unified expectations of multiple collaborative mechanisms and dynamic control systems. This paper proposes a novel remote attestation approach based on cross-layer security policy translation, CPMA, which is used to verify security expectations and combined policy measurements of multiple model systems. CPMA presents security exception expressions and the descriptions of the high-layer policy and the low-layer policy. It also designs the translation algorithm and verification algorithm with low overhead to achieve the trusted measurement of multiple mechanism policies. Extensive evaluations show that CPMA can measure and verify system actions accurately and effectively.","A novel remote attestation approach based on cross-layer security policy translation, CPMA, which is used to verify security expectations and combined policy measurements of multiple model systems and can measure and verify system actions accurately and effectively."
"Trust Blueprints and Use Cases","https://scispace.com/paper/trust-blueprints-and-use-cases-2413v7ywno","2014","Proceedings Article","International Conference on the Digital Society","Deepak K. Vij
Ishita Majumdar
Naveen Dhar
George Vanecek","","https://scispace.com/pdf/trust-blueprints-and-use-cases-2413v7ywno.pdf","As the scope of current distributed computing model envisioned by the contemporary cloud computing environment enlarges to future federated Intercloud and ubiquitous and pervasive computing models such as Internet of Things (IoT), many difficult problems and challenges arise. Security is one of the most important concerns of such a computing environment. Current security mechanisms are very static, inflexible and not granular enough to make efficient and informed decisions in the Service Provider based computing environment. The conventional trust mechanisms in place are inadequate at addressing granular level trust issues in the highly distributed open environments. In this paper, we explore various Trust Management schemes and blueprints for enabling a framework that interested parties can use to determine the trustworthiness of disparate and heterogeneous computing entities. The paper also enumerates various business use case scenarios articulating how such a Trust Management framework would be invaluable for addressing the current as well as future computing environments needs. Keywords-Trust Management; Internet of Things; Cloud Computing; Device Mobility; Authentication; XACML; Authorization; Intercloud; Context-Awareness; Evidence-based","Various Trust Management schemes and blueprints are explored for enabling a framework that interested parties can use to determine the trustworthiness of disparate and heterogeneous computing entities to address the current and future computing environments needs."
"HiTrust: building cross-organizational trust relationship based on a hybrid negotiation tree","https://scispace.com/paper/hitrust-building-cross-organizational-trust-relationship-1bsi0po7l6","2013","Journal Article","Telecommunication Systems","Jianxin Li
Xudong Liu
Lu Liu
Da-Zhi Sun
Bo Li","10.1007/S11235-011-9648-4","http://act.buaa.edu.cn/lijx/pubs/HiTrust.pdf","In a pervasive computing environment, the need to establish trust amongst distributed services has attracted increasing attentions from both the industry and academia. As a widely adopted solution to carry a principal's identity and attributes of different organizations, the credential-based trust establishment has become popular over Internet. In this paper, we propose a hybrid negotiation tree based modeling approach, named HiTrust, to build cross-organizational trust relationship. The HiTrust is used to characterize the gradual interactions state during the trust establishment between the principals from different security organizations. Compared with the original disclosure tree model, the hybrid tree model in HiTrust can embed both policies and credential sets in a tree node, and is able to describe fine-grained security policy with attributes or negotiation context information. This property endows the HiTrust with the capability of describing complex trust establishment requirements, and makes it more efficient to search desired tree node. Furthermore, to enhance the usability and efficiency of negotiation service, we propose a session state maintenance mechanism based on a policy stack and an asynchronous trust chain propagation mechanism. We have implemented the HiTrust prototype system, and experimentally verified that the HiTrust is effective and scalable.","The hybrid tree model in HiTrust can embed both policies and credential sets in a tree node, and is able to describe fine-grained security policy with attributes or negotiation context information, which endows the HiTrust with the capability of describing complex trust establishment requirements."
"Towards a Trust Management Enabled Identity Metasystem","https://scispace.com/paper/towards-a-trust-management-enabled-identity-metasystem-2pu2srwnv0","2010","Journal Article","International Journal of Organizational and Collective Intelligence","Jian Yang
Weiliang Zhao","10.4018/JOCI.2010040102","","Existing identity metasystems provide enabling tools to manage, select, and control of digital identities but they have not provided the support of trust management that should cover how trust requirements associated with digital identities are modeled, how runtime conditions for trust are evaluated, and how the results of trust evaluation are consumed by systems/applications. In this paper, the authors propose an approach toward a trust management enabled identity metasystem that covers the analysis of trust requirements and the development of trust management system in a consistent manner. The proposed trust management architecture extends the existing identity metasystems by introducing computing components for carrying out typical trust management tasks associated with digital identities. The computing components in proposed architecture provide intelligent services for these tasks. The proposed high level architecture targets the automation of the development of the trust management layer for digital identities.","The proposed trust management architecture extends the existing identity metasystems by introducing computing components for carrying out typical trust management tasks associated with digital identities and targets the automation of the development of the trust management layer for digital identities."
"CrossTrustchain: Cross-Chain Interoperability using Multivariate Trust Models","https://scispace.com/paper/crosstrustchain-cross-chain-interoperability-using-3qthe2nd","2023","Proceedings Article","","","10.1109/comsnets56262.2023.10041399","","With an exponential increase in intelligent data-driven applications in recent times, ensuring the reliability of this massive amount of data poses a great challenge. Fortunately, the advent of blockchain technologies could enable enforcing as well as managing trust in a transparent and robust manner. A trust value associated with a user or data can help prevent fraud and improve user experience. The same user or data source (an IoT device) can be a part of multiple blockchains considering the many-to-one mapping of running applications to the user (or devices) in a practical scenario. In such an ecosystem, it is important to preserve the hard-earned trust of a user across different chains. However, limited interoperability among multiple blockchains restricts the reusability and transitivity of trust realization, which would otherwise be helpful in reducing the overhead to a great extent. This naturally raises an interesting question: “How to enable a seamless flow of trust from one chain to the other without compromising the privacy of the data that would conform to the specific characteristics of individual blockchain and preserve the integrity of trust value?” In this paper, we design a novel architecture called CrossTrustchain to facilitate the interoperability of trust across different chains to address the stated problem. We also look at how the multivariate trust model can be interoperated between different chains. Finally, we conduct performance benchmarking for a banking use case scenario on Hyperledger Caliper and presented interesting results to open up newer possibilities for further research in this direction. ","CrossTrustchain this paper proposes a cross-chain architecture to facilitate the interoperability of trust across different chains to address the stated problem of limited interoperability among multiple blockchains, which restricts the reusability and transitivity of trust realization."
"MI: Cross-Layer Malleable Identity","https://scispace.com/paper/mi-cross-layer-malleable-identity-15q68a7df9","2011","Proceedings Article","International Conference on Communications","Soon Hin Khor
Akihiro Nakao","10.1109/ICC.2011.5963093","","Access to Internet services is granted based on application-layer user identities, which also offer accountability. The revered layered network model dictates a disparate network-layer identity scheme for systems. We challenge this religious layered model adherence by demonstrating the practical benefits derived from a cross-layer identity scheme. Instead of a rigid identity, our malleable identity (MI) scheme empowers a traffic originator to fine-tune, on a per-case basis if necessary, her 3rd-party issued identity attributes embedded in an identity voucher (IV). When tagged to traffic, IVs benefit users, the Internet and services. A user can (a) control her traffic identifiability, ranging from anonymous, pseudonymous to personally-identifiable through attributes fine-tuning and (b) enjoy Internet-wide Single-Sign On (SSO) to network-layer Internet resources and application-layer services through IV persistence, without privacy loss naturally associated with SSO. The Internet and services can prioritize traffic, using IV attributes, as defense against Denial-of-Capability (DoC), Distributed Denial-of-Service (DDoS) and Border Gateway Protocol (BGP) prefix hijack/route forgery. MI is protocol/architecture agnostic, and backwards/forwards compatible.","This work challenges this religious layered model adherence by demonstrating the practical benefits derived from a cross-layer identity scheme, instead of a rigid identity, that empowers a traffic originator to fine-tune, on a per-case basis if necessary, her 3rd-party issued identity attributes embedded in an identity voucher (IV)."
"Attribute-Based Policy Evaluation Using Constraints Specification Language and Conflict Detections","https://scispace.com/paper/attribute-based-policy-evaluation-using-constraints-1haqzbpt","2022","Journal Article","Mobile Information Systems","Wei Sun","10.1155/2022/5408470","","Attribute-based access control (ABAC) has attracted widespread interest and has become an ideal mechanism due to its flexibility characteristic and the powerful expressiveness for various security policies, such as the separation-of-duty constraint and cardinality constraint. The formulation of appropriate ABAC policies is critical for ensuring system security and robustness. However, conflicts occur frequently in existing state-of-the-art systems. Most conventional detection methods either lack the evaluation of the policy quality or consider no constraint. To resolve these problems, a novel method for the ABAC policy evaluation is proposed in this study. First, to meet diverse organizational requirements, we use the attribute-based constraints specification language to uniformly formulate and specify the conflict relations among attributes and present the satisfiability of conflict relations. Second, to comprehensively detect the conflict problems, we present the evaluation criteria for conflicts on attributes and rules and propose a novel algorithm for detecting conflicts. Last, we validate the effectiveness and efficiency of the proposal through experiments, which demonstrate that it not only improves the policy quality but also reduces the conflicting number and conflicting probability.","A novel method for the ABAC policy evaluation is proposed and validated through experiments, which demonstrate that it not only improves the policy quality but also reduces the conflicting number and conflicting probability."
"Incorporating Dynamic Constraints in the Flexible Authorization Framework","https://scispace.com/paper/incorporating-dynamic-constraints-in-the-flexible-tjnfstqinc","2004","Book Chapter","European Symposium on Research in Computer Security","Shiping Chen
Duminda Wijesekera
Sushil Jajodia","10.1007/978-3-540-30108-0_1","https://scispace.com/pdf/incorporating-dynamic-constraints-in-the-flexible-tjnfstqinc.pdf","Constraints are an integral part of access control policies. Depending upon their time of enforcement, they are categorized as static or dynamic; static constraints are enforced during the policy compilation time, and the dynamic constraints are enforced during run time. While there are several logic-based access control policy frameworks, they have a limited power in expressing and enforcing constraints (especially the dynamic constraints). We propose dynFAF, a constraint logic programming based approach for expressing and enforcing constraints. To make it more concrete, we present our approach as an extension to the flexible authorization framework (FAF) of Jajodia et al. [17]. We show that dynFAF satisfies standard safety and liveliness properties of a safety conscious software system.","This work proposes dynFAF, a constraint logic programming based approach for expressing and enforcing constraints, and presents it as an extension to the flexible authorization framework (FAF) of Jajodia et al."
"Computer Security – ESORICS 2004","https://scispace.com/paper/computer-security-esorics-2004-4nm2s6os73","2004","Book","","Pierangela Samarati
Peter Y. A. Ryan
Dieter Gollmann
Refik Molva","10.1007/B100085","","Constraints are an integral part of access control policies. Depending upon their time of enforcement, they are categorized as static or dynamic; static constraints are enforced during the policy compilation time, and the dynamic constraints are enforced during run time. While there are several logic-based access control policy frameworks, they have a limited power in expressing and enforcing constraints (especially the dynamic constraints). We propose dynFAF, a constraint logic programming based approach for expressing and enforcing constraints. To make it more concrete, we present our approach as an extension to the flexible authorization framework (FAF) of Jajodia et al. [17]. We show that dynFAF satisfies standard safety and liveliness properties of a safety conscious software system.","This work proposes dynFAF, a constraint logic programming based approach for expressing and enforcing constraints, and presents it as an extension to the flexible authorization framework (FAF) of Jajodia et al."
"Authorization Constraints Specification and Enforcement","https://scispace.com/paper/authorization-constraints-specification-and-enforcement-2m4i3e9is2","2008","","","Wei Zhou
Christoph Meinel
Yidong Xiang
Yang Shao","","","Constraints are an important aspect of role-based access control (RBAC) and its different extensions. They are often regarded as one of the principal motivations behind these access control models. There are two important issues relating to constraints: their specification and their enforcement. However, the existing approaches cannot comprehensively support both of them. On the other hand, the early research effort mainly concentrates on separation of duty. In this paper, we introduce two novel authorization constraint specification schemes named prohibition constraint scheme and obligation constraint scheme respectively. Both of them can be used for both expressing and enforcing authorization constraints. These schemes are strongly bound to authorization entity set functions and relation functions that could be mapped to the functions that need to be developed in application systems, so they can provide the system developers a clear view about which functions should be developed in an authorization constraint system. Based on these functions, various constraint schemes can be easily defined. The security administrators can use these functions to create constraint schemes for their day-to-day operations. A constraint system could be scalable through defining new entity set functions and entity relation functions. This approach goes beyond the well known separation of duty constraints, and considers many aspects of entity relation constraints.","This paper introduces two novel authorization constraint specification schemes named prohibition constraint scheme and obligation constraint scheme respectively, which can be used for both expressing and enforcing authorization constraints."
"Formal Verification of the xDAuth Protocol","https://scispace.com/paper/formal-verification-of-the-xdauth-protocol-5alr1xdz4t","2016","Journal Article","IEEE Transactions on Information Forensics and Security","Quratulain Alam
Saher Tabbasum
Saif Ur Rehman Malik
Masoom Alam
Tamleek Ali
Adnan Akhunzada
Samee U. Khan
Athanasios V. Vasilakos
Rajkumar Buyya","10.1109/TIFS.2016.2561909","","Service-oriented architecture offers a flexible paradigm for information flow among collaborating organizations. As information moves out of an organization boundary, various security concerns may arise, such as confidentiality, integrity, and authenticity that needs to be addressed. Moreover, verifying the correctness of the communication protocol is also an important factor. This paper focuses on the formal verification of the xDAuth protocol, which is one of the prominent protocols for identity management in cross domain scenarios. We have modeled the information flow of xDAuth protocol using high-level Petri nets to understand the protocol information flow in a distributed environment. We analyze the rules of information flow using Z language, while Z3 SMT solver is used for the verification of the model. Our formal analysis and verification results reveal the fact that the protocol fulfills its intended purpose and provides the security for the defined protocol specific properties, e.g., secure secret key authentication, and Chinese wall security policy and secrecy specific properties, e.g., confidentiality, integrity, and authenticity.","This paper modeled the information flow of xDAuth protocol using high-level Petri nets to understand the protocol information flow in a distributed environment and formal analysis and verification results reveal the fact that the protocol fulfills its intended purpose and provides the security for the defined protocol specific properties."
"Secure access control in multidomain environments and formal analysis of model specifications","https://scispace.com/paper/secure-access-control-in-multidomain-environments-and-formal-2mscsd7979","2018","Journal Article","Turkish Journal of Electrical Engineering and Computer Sciences","Fatemeh Nazerian
Homayun Motameni
Hossein Nematzadeh","10.3906/ELK-1802-55","https://scispace.com/pdf/secure-access-control-in-multidomain-environments-and-formal-2mscsd7979.pdf","Distributed multiple organizations interact with each other. If the domains employ role-based access control, one method for interaction between domains is role-mapping. However, it may violate constraints in the domains such as role hierarchy, separation of duty, and cardinality. Therefore, autonomy of the domains is lost. This paper proposes secure interoperation in multidomain environments. For this purpose, a cross-domain is created by foreign permission assignment. In an effort to maintain the autonomy of every domain, several rules are defined formally. Then, a decentralized scheme is used to provide permission mapping between domains. At the next stage, the proposed crossdomain is specified using Alloy, the first logic language. Subsequently, validity of the rules is analyzed through Alloy analyzer.","This paper proposes secure interoperation in multidomain environments by creating a cross-domain created by foreign permission assignment using Alloy, the first logic language and a decentralized scheme used to provide permission mapping between domains."
"Extending XACML to support Credential Based Hybrid Access Control","https://scispace.com/paper/extending-xacml-to-support-credential-based-hybrid-access-4wcawcqvno","2011","","","Nirmal Dagdee
Ruchi Vijaywargiya
S. D. Bansal","","https://scispace.com/pdf/extending-xacml-to-support-credential-based-hybrid-access-4wcawcqvno.pdf","Various research efforts are in progress to enforce credential based access control using XACML standard. The current standard of XACML supports attribute based access control [4,5,9,19]. While XACML accepts certified attributes through digital certificates, it does not support credential based access control in which the access conditions are defined not only in terms of credential attributes but also in terms of types of credentials. Credential based hybrid access control[7,11,14,20,21] has been proposed for systems having diversified access control requirements. The use of various types of credentials in access control policy specification provides easy and immediate access to unknown user in open access environment. Fine grained access control in closed administrative domain is achieved using Identity Credential and the attributes associated with the credentials. In this paper, we propose extensions to the XACML standard that support credential-based hybrid access control. The XACML access policy language has been extended to define access policy in terms of heterogeneous credentials. Each credential is uniquely identified by associating a category and type with it. The access policy contains various conditions over credentials and the attributes associated with the credentials. Enhancement to XACML framework has also been proposed so that credential based hybrid access policies can be evaluated and enforced.","Extensions to the XACML standard that support credential-based hybrid access control are proposed that are proposed so that credential based hybrid access policies can be evaluated and enforced."
"Trust-Based Constraint-Secure Interoperation for Dynamic Mediator-Free Collaboration","https://scispace.com/paper/trust-based-constraint-secure-interoperation-for-dynamic-4fa31ycsei","2009","Journal Article","Journal of Computers","Lingli Deng
Ziyao Xu
Yeping He","10.4304/JCP.4.9.862-872","","By collaboration, domains share resources effectively. To maintain security properties of individual domains during collaboration is a key issue. When domains employing heterogeneous RBAC policies collaborate via crossdomain role-role mappings, their locally-defined separation of duty constraints face the risk of breaching. We present the requirements for constraint-secure interoperation, prohibiting implicit authorizations that break constraints from other member domains. We propose a trust-based framework to implement constraint-secure interoperation with differential trust relations between member pairs in open collaborative scenarios. The framework introduces cross-domain migration and remote assurance of constraints to maximize interoperability between mutually trusted domains, ensures separation of constraint conflicts to minimize security risk between distrusted domains. We provide algorithms of a fully distributed implementation, security proofs and demonstrative usage cases for the proposed solution.","This work proposes a trust-based framework to implement constraint-secure interoperation with differential trust relations between member pairs in open collaborative scenarios, and introduces cross-domain migration and remote assurance of constraints to maximize interoperability between mutually trusted domains."
"AspectOCL: Extending OCL for Crosscutting Constraints","https://scispace.com/paper/aspectocl-extending-ocl-for-crosscutting-constraints-3a70lk567w","2015","Book Chapter","European Conference on Modelling Foundations and Applications","Muhammad Uzair Khan
Numra Arshad
Muhammad Zohaib Iqbal
Hafsa Umar","10.1007/978-3-319-21151-0_7","","Constraints play an important role in Model Driven Software Engineering Industrial systems commonly exhibit crosscutting behaviors in design artifacts While modeling of crosscutting behaviors has been addressed in literature, the modeling of crosscutting constraints remains a problem Presence of crosscutting constraints makes it difficult to maintain constraints defined on the models of large-scale industrial systems Multiple elements in a model may share common crosscutting constraints with minor variation Aspect orientation is well-established approach to model crosscutting behavior Current OCL specification does not support writing crosscutting constraints separately as aspects In this paper, we propose an extension of OCL language that brings benefits of aspect orientation to OCL constraints In our language, crosscutting constraints are specified as aspects, which can be woven in OCL constraints We demonstrate our proposed language through application on a published open source case study Results show that specifying crosscutting constraints as aspects can reduce the number of constraints to be specified","An extension of OCL language is proposed that brings benefits of aspect orientation to OCL constraints and results show that specifying crosscutting constraints as aspects can reduce the number of constraints to be specified."
"Towards an Attribute Based Constraints Specification Language","https://scispace.com/paper/towards-an-attribute-based-constraints-specification-yuungwh9is","2013","Proceedings Article","International Conference on Social Computing","Khalid Zaman Bijon
Ram Krishnan
Ravi Sandhu","10.1109/SOCIALCOM.2013.23","","Recently, attribute based access control (ABAC) has received considerable attention from the security community for its policy flexibility and dynamic decision making capabilities. In ABAC, authorization decisions are based on various attributes of entities involved in the access (e.g., users, subjects, objects, context, etc.). In an ABAC system, correct attribute assignment to different entities is necessary for ensuring appropriate access. Although considerable research has been conducted on ABAC, so far constraints specification on attribute assignment to entities has not been systematically studied in the literature. In this paper, we propose an attribute-based constraints specification language(ABCL) for expressing a variety of constraints on values that different attributes of various entities in the system can take. ABCL can be used to specify constraints on a single attribute or across multiple attributes of a particular entity. Furthermore, constraints on attributes assignment across multiple entities (e.g., attributes of different users) can also be specified. Finally, we demonstrate the usefulness of ABCL in practical usage scenarios including banking domains.","This paper proposes an attribute-based constraints specification language (ABCL) for expressing a variety of constraints on values that different attributes of various entities in the system can take and demonstrates the usefulness of ABCL in practical usage scenarios including banking domains."
"Formal design constraints","https://scispace.com/paper/formal-design-constraints-3r61gp0h2f","1996","Proceedings Article","Conference on Object-Oriented Programming Systems, Languages, and Applications","Nils Klarlund
Jari Koistinen
Michael I. Schwartzbach","10.1145/236337.236376","","Large software systems are often built on system platforms that support or enforce specific characteristics of the source code or actual design. These characteristics are either captured informally in design guideline documents or in specialized design and implementation languages.In our view, both approaches are unsatisfactory. Informal descriptions do not allow automated analysis and lead to vague constraint descriptions. The language-based approach leads to different languages for different platforms and even for different versions of the same basic platform.Our approach is to describe and name the constraints separately in a design constraint language called CDL, which is based on an extraordinarily concise logic of parse trees. Designs are then annotated with the names of the constraints they are supposed to satisfy.We discuss how the design constraint language is integrated into a design language environment. We exhibit industrial and experimental evidence that our choice of design constraint language allows us to formalize naturally and succinctly common design characteristics.","This work describes and name the constraints separately in a design constraint language called CDL, which is based on an extraordinarily concise logic of parse trees, and exhibits industrial and experimental evidence that this choice of design constraintlanguage allows it to formalize naturally and succinctly common design characteristics."
"Function-Based Authorization Constraints Specification and Enforcement","https://scispace.com/paper/function-based-authorization-constraints-specification-and-u05yz0jvut","2007","Proceedings Article","Information Assurance and Security","Wei Zhou
Christoph Meinel","10.1109/IAS.2007.43","","Constraints are an important aspect of role-based access control (RBAC) and its different extensions. They are often regarded as one of the principal motivation behind these access control models. In this paper, we introduce two novel authorization constraint specification schemes named as prohibition constraint scheme and obligation constraint scheme. Both of them can be used for expressing and enforcing authorization constraints. These schemes strongly bind to authorization entity set functions and authorization entity relation functions, so they can provide the system designers a clear view about which functions should be defined in an authorization constraint system. Based on these functions, different kinds of constraint schemes can be easily defined. The security administrators can use these functions to create constraint schemes for their day-to-day operations. The constraint system can be scalable through defining new functions. This approach goes beyond the well known separation of duty constraints, and considers many aspects of entity relation constraints.","This paper introduces two novel authorization constraint specification schemes named as prohibition constraint scheme and obligation constraint scheme, which can be used for expressing and enforcing authorization constraints."
"Service-Oriented Digital Identity-Related Privacy Interoperability: Implementation Framework of Privacy-as-a-Set-of-Services (PaaSS)","https://scispace.com/paper/service-oriented-digital-identity-related-privacy-1ggnofg7q4","2012","Book Chapter","","Ghazi Ben Ayed
Solange Ghernaouti-Hélie","10.1007/978-3-642-33068-1_18","https://scispace.com/pdf/service-oriented-digital-identity-related-privacy-1ggnofg7q4.pdf","Protecting digital identity is crucial aspect in order to successfully enable collaboration between heterogeneous and distributed information systems. In this context, privacy could play a key role for digital identity protection and security. Thus, an identity layer in which interoperable privacy is delivered in the shape of a set of services, rather than monolithic applications, would be inevitably responding to the need of collaboration. In this article, we suggest a novel layered service-oriented implementation framework that information systems security projects’ members could borrow to successfully turn digital identity-related privacy requirements into a set of services. Several blocks are distributed amongst five layers and three mapping gateways determine the roadmap of the implementation effort governance. Seven loosely coupled, publicly hosted and available to on-demand calls services are specified to accommodate service-oriented architectures. OMG SoaML diagrams, BPMN process descriptions and SOA-artifacts specifications are provided and explained.","This article suggests a novel layered service-oriented implementation framework that information systems security projects’ members could borrow to successfully turn digital identity-related privacy requirements into a set of services."
"SAFE: A Declarative Trust Management System with Linked Credentials","https://scispace.com/paper/safe-a-declarative-trust-management-system-with-linked-p23jctkwyk1i","","","","Vamsi Thummala
Jeff Chase","10.48550/arxiv.1510.04629","","We present SAFE, an integrated system for managing trust using a logic-based declarative language. Logical trust systems authorize each request by constructing a proof from a context—a set of authenticated logic statements representing credentials and policies issued by various principals in a networked system. A key barrier to practical use of logical trust systems is the problem of managing proof contexts: identifying, validating, and assembling the credentials and policies that are relevant to each trust decision. This paper describes a new approach to managing proof contexts using context linking and caching. Credentials and policies are stored as certified logic sets named by secure identifiers in a shared key-value store. SAFE offers language constructs to build and modify logic sets, link sets to form unions, pass them by reference, and add them to proof contexts. SAFE fetches and validates credential sets on demand and caches them in the authorizer. We evaluate and discuss our experience using SAFE to build secure services based on case studies drawn from practice: a secure name service resolver, a secure proxy shim for a key value store, and an authorization module for a networked infrastructure-as-a-service system with a federated trust structure.","SAFE is a declarative trust management system using a logic-based language, enabling secure trust decisions by linking and caching certified credentials and policies in a shared key-value store, facilitating secure services and federated trust structures."
"Remote Attestation Approach by Cross-Layer Security Policy Translation","https://scispace.com/paper/remote-attestation-approach-by-cross-layer-security-policy-oh8ancvkuvtf","","","","Lingbo Jiang
Yuping Wang
Tiehua Wen
Jianfeng Tan","10.1504/ijhpcn.2016.10001323","","The security policy can exactly reflect the security expectations of system models. Besides, it is also an important method of remote attestation of computing environment, which is based on model behaviours. Existing policy measurement approaches focus on single model. However, practical policies usually include various kinds of model properties so that existing methods cannot meet the demands of combined policy measurement and unified expectations of multiple collaborative mechanisms and dynamic control systems. This paper proposes a novel remote attestation approach based on cross-layer security policy translation, CPMA, which is used to verify security expectations and combined policy measurements of multiple model systems. CPMA presents security exception expressions and the descriptions of the high-layer policy and the low-layer policy. It also designs the translation algorithm and verification algorithm with low overhead to achieve the trusted measurement of multiple mechanism policies. Extensive evaluations show that CPMA can measure and verify system actions accurately and effectively.","This paper proposes CPMA, a novel remote attestation approach that translates cross-layer security policies to verify combined policy measurements of multiple model systems, enabling accurate and effective trusted measurement of system actions in dynamic control systems."
"Incorporating Constraints to Software System Survivability Specification and Proof","https://scispace.com/paper/incorporating-constraints-to-software-system-survivability-pyszimwj6h","2012","Proceedings Article","Theoretical Aspects of Software Engineering","Yanjun Zuo","10.1109/TASE.2012.17","","In component-based and model-driven approaches for software engineering, any software components or sub-systems acquired from external sources must meet a user's criteria to ascertain that they will not compromise the survivability properties of the existing systems. In this paper, we study survivability compliance specification and verification in a proof-carrying scenario: a user defines survivability requirements for a software system to be acquired or linked to the existing systems. The system provider compiles a proof, which is sent to the user who simply needs to check it. We present a new formalism, i.e., a constraint annotated logic in which arbitrary user requirements and constraints for system survivability features can be rep-resented and reasoned. We provide a formal design of a constraint domain and extend a proof-carrying survivability logic so that user-defined constraints can be enforced by prohibiting logical inferences that would violate these constraints. In our model, the interplay between a constraint domain and the logical reasoning process is directly supported by the logic rules. Experiments and analysis show that the proposed model is a powerful formalism in reasoning hybrid domains between users' constrained requirements and system survivability properties.","This paper provides a formal design of a constraint domain and extends a proof-carrying survivability logic so that user-defined constraints can be enforced by prohibiting logical inferences that would violate these constraints."
"Separation of Duty in Trust-Based Collaboration","https://scispace.com/paper/separation-of-duty-in-trust-based-collaboration-2rtwfqe1zq","2009","Book Chapter","Information Security and Cryptology","Lingli Deng
Yeping He
Ziyao Xu","10.1007/978-3-642-01440-6_28","","When domains employing heterogeneous RBAC policies collaborate by crossdomain role-role mappings, their local Separation of Duty constraints face the risk of breaching. We present the requirements for constraint-secure interoperation, to prohibit implicit authorizations that break constraints from other member domains, and propose a trust-based framework to ensure constraint-secure interoperation. The framework introduces cross-domain migration and remote assurance of constraints between mutually trusted domains to maximize interoperability, while ensuring separation of constraints between distrusted domains to minimize security risk. Specifically, we use a bitmap-based history-recording mechanism for member domains to analyze the interplay among innerdomain role hierarchies, crossdomain mappings and constraints. Algorithms of a fully distributed implementation, security proofs and illustrative usage cases for the proposed solution are provided.","A bitmap-based history-recording mechanism for member domains to analyze the interplay among innerdomain role hierarchies, crossdomain mappings and constraints is used and a trust-based framework is proposed to ensure constraint-secure interoperation."
"PolicyMorph: interactive policy transformations for a logical attribute-based access control framework","https://scispace.com/paper/policymorph-interactive-policy-transformations-for-a-logical-1e16cuoi05","2007","Proceedings Article","Symposium on Access Control Models and Technologies","Michael LeMay
Omid Fatemieh
Carl A. Gunter","10.1145/1266840.1266874","https://scispace.com/pdf/policymorph-interactive-policy-transformations-for-a-logical-1e16cuoi05.pdf","Constraint systems provide techniques for automatically analyzing the conformance of low-level access control policies to high-level business rules formalized as logical constraints. However, there are likely to be priorities for solutions that are not easy to encode formally, so administrator input is often important. This paper introduces PolicyMorph, a constraint system that supports interactive development and maintenance of access control policies that respect both formalized and un-formalized business rules and priorities. We provide a mathematical description of the system and an architecture for implementing it. We constructed a prototype that is validated using a case study in which constraints are imposed on a building automation system that controls door locks. PolicyMorph advances the state-of-the-art in constraint systems by suggesting predictable policy model modifications that will resolve specific constraint violations and then allowing policy administrators to select the appropriate modifications using knowledge that is not formally encoded in the constraint system.","PolicyMorph is introduced, a constraint system that supports interactive development and maintenance of access control policies that respect both formalized and un-formalized business rules and priorities and advances the state of the art in constraint systems by suggesting predictable policy model modifications that will resolve specific constraint violations."
