"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"OntoSoS.QM.Gov: A quality governance framework for systems of systems","https://scispace.com/paper/ontosos-qm-gov-a-quality-governance-framework-for-systems-of-7wupcafmha","2017","","","Eman Qaddoumi
Mohammed Odeh
Zaheer Khan
Mario Kossmann
Imad Traish
Abdelghani Tbakhi","","","Many organisations develop Systems of systems (SoS) to accomplish their business objectives. SoS deliver new capabilities by enabling cooperation between existing constituent monolithic systems. However, domain and process heterogeneities and varying quality of services between these constituent systems raise governance issues at SoS level. This necessitates the need for an effective quality governance framework for SoS. Therefore, a generic quality management governance framework has been designed and presented for the systems engineering life cycle of SoS, namely the OntoSoS.QM.Gov framework. This framework consists of an ontological quality governance model that covers four quality governance components: SoS standards, SoS policy, SoS quality requirements and the processes within the SoS System Development Life Cycle (SDLC). One of the key anticipated outcomes of instantiating this framework is resolving semantic heterogeneities emerging from the SoS arrangement of monolithic systems individual policies, standards, quality requirements, and SDLC.","A generic quality management governance framework has been designed and presented for the systems engineering life cycle of SoS, namely the OntoSoS.QM.Gov framework, aimed at resolving semantic heterogeneities emerging from the SoS arrangement of monolithic systems individual policies, standards, quality requirements, and SDLC."
"A Context Adaptive Framework for IT Governance, Risk, Compliance and Security","https://scispace.com/paper/a-context-adaptive-framework-for-it-governance-risk-258zh6u80z","2017","Book Chapter","","Shree Govindji
Gabrielle Peko
David Sundaram","10.1007/978-3-319-77818-1_2","","The technological solutions offered today evolve at a rapid pace, as this happens, risk management and security practices are becoming more relevant and in fact, now a necessity for most growing organisation. Governance, Risk management and compliance (GRC) are established and well-adhered functions in a business which have individually always been very important in business management. As individual topics, the application of all concepts have been fundamental for businesses in order to manage risks. However, over the years, the term GRC was developed and applied to describe the integration between the various areas due to the reason that a monolithic approach between the functions was no longer feasible in successful management of business risk. However IT GRC has been dealt with an isolated manner from IT Security. In this paper we explore IT GRC and Security and propose an integrated context adaptive framework that addresses the problems of monolithic approaches.","This paper explores IT GRC and Security and proposes an integrated context adaptive framework that addresses the problems of monolithic approaches."
"Governing Smart City Systems","https://scispace.com/paper/governing-smart-city-systems-2m8o6iw54s","2017","Book Chapter","","Schahram Dustdar
Stefan Nastic
Ognjen Scekic","10.1007/978-3-319-60030-7_5","","Contemporary approaches to Smart City governance management are mostly intended for high-level business stakeholders, neglecting support, in terms of tools and frameworks, to realize governance strategies in large-scale, geographically distributed IoT Cloud systems On the other hand, existing IoT Cloud governance solutions do not explicitly consider high-level governance objectives such as legal issues and compliance, and focus rather on the operations management level In this chapter we introduce our GovOps methodology, conceptual model and framework to effectively manage runtime governance in Smart City systems The main aim of GovOps is to bridge the gap between high-level governance objectives (eg, costs, legal issues or compliance) and underlying operations processes that enforce such objectives GovOps mostly focuses on providing conceptual and framework support for designing and executing operational governance processes, which represent a subset of the overall IoT Cloud governance and incorporate relevant aspects of both high-level governance strategies and underlying operations management","This chapter introduces the GovOps methodology, conceptual model and framework to effectively manage runtime governance in Smart City systems and focuses on providing conceptual and framework support for designing and executing operational governance processes, which represent a subset of the overall IoT Cloud governance."
"Regulations Expressed As Logical Models (REALM)","https://scispace.com/paper/regulations-expressed-as-logical-models-realm-2bjekrem6t","2005","Proceedings Article","International Conference on Legal Knowledge and Information Systems","Christopher J. Giblin
Alice Y. Liu
Samuel Muller
Birgit Pfitzmann
Xin Zhou","","https://scispace.com/pdf/regulations-expressed-as-logical-models-realm-2bjekrem6t.pdf","Recent years have seen a number of high-profile incidents of corporate accounting fraud, security violations, terrorist acts, and disruptions of major financial markets. This has led to a proliferation of new regulations that directly impact businesses. As a result, businesses, in particular publicly traded companies, face the daunting task of complying with an increasing number of intricate and constantly evolving regulations. Together with the growing complexity of today's enterprises this requires a holistic compliance management approach with the goal of continually increasing automation.

We introduce REALM (Regulations Expressed as Logical Models), a metamodel and method for modeling regulations and managing them in a systematic lifecycle in an enterprise. We formalize regulatory requirements as sets of compliance rules in a novel real-time temporal object logic over concept models in UML, together with metadata for traceability. REALM provides the basis for subsequent model transformations, deployment, and continuous monitoring and enforcement of compliance in real business processes and IT systems.","This work formalizes regulatory requirements as sets of compliance rules in a novel real-time temporal object logic over concept models in UML, together with metadata for traceability, and provides the basis for subsequent model transformations, deployment, and continuous monitoring and enforcement of compliance in real business processes and IT systems."
"Authoring Models of Regulations: Providing Assistance and Validation","https://scispace.com/paper/authoring-models-of-regulations-providing-assistance-and-24tkqdmypi","2020","Book Chapter","","Sagar Sunkle
Suman Roychoudhury
Deepali Kholkar","10.4018/978-1-7998-0108-5.CH005","","Modern enterprises operate in an unprecedented regulatory environment with the possibility of heavy penalties for non-compliance. Previous research in the field of compliance has established that the manual specification/tagging of the regulations not only fails to ensure their proper coverage but also negatively affects the turnaround time both in proving and maintaining the compliance. The contribution in this chapter is a framework that aids the domain experts in the transformation of regulations present in legal natural language text (English) to a model form via authoring and validation of structured English rules. This generated regulatory model is eventually translated to formal logic that enables formal compliance checking contrary to current industry practice, that provides content management-based, document-driven, and expert-dependent ways of managing regulatory compliance. The authors draw statistics from a real-world case study of money market statistical reporting (MMSR) regulations for a large European bank to demonstrate the benefits of aided authoring and validation.","A framework that aids the domain experts in the transformation of regulations present in legal natural language text (English) to a model form via authoring and validation of structured English rules, that provides content management-based, document-driven, and expert-dependent ways of managing regulatory compliance."
"Regulations Expressed As Logical Models (REALM); ; IBM Research Report;","https://scispace.com/paper/regulations-expressed-as-logical-models-realm-ibm-research-3mo32p2g8e","2005","","","Christoph Giblin
Alice Y. Liu
Samuel MÃ¼ller
Birgit Pfitzmann
Xin Zhou","","","Recent years have seen a number of high-profile incidents of corporate accounting fraud, security violations, terrorist acts, and disruptions of major financial markets. This has
 lead to a proliferation of new regulations that directly impact businesses. As a result, businesses, in particular publicly traded companies, face the daunting task of complying with an
 increasing number of intricate and constantly evolving regulations. Together with the growing complexity of today’s enterprises this requires a holistic compliance management approach with
 the goal of continually increasing automation. We introduce REALM (Regulations Expressed as Logical Models), a metamodel and method for modeling regulations and managing them in a systematic
 lifecycle in an enterprise. We formalize regulatory requirements as sets of compliance rules in a novel real-time temporal object logic over concept models in UML, together with metadata for
 traceability. REALM provides the basis for subsequent model transformations, deployment, and continuous monitoring and enforcement of compliance in real business processes and IT
 systems.","REALM (Regulations Expressed as Logical Models) is introduced, a metamodel and method for modeling regulations and managing them in a systematic lifecycle in an enterprise in the face of an increasing number of intricate and constantly evolving regulations."
"Goal-oriented compliance with multiple regulations","https://scispace.com/paper/goal-oriented-compliance-with-multiple-regulations-3rs7r4q92z","2014","Proceedings Article","IEEE International Conference on Requirements Engineering","Sepideh Ghanavati
André Rifaut
Eric Dubois
Daniel Amyot","10.1109/RE.2014.6912249","https://scispace.com/pdf/goal-oriented-compliance-with-multiple-regulations-3rs7r4q92z.pdf","Most systems and business processes in organizations need to comply with more than one law or regulation. Different regulations can partially overlap (e.g., one can be more detailed than the other) or even conflict with each other. In addition, one regulation can permit an action whereas the same action in another regulation might be mandatory or forbidden. In each of these cases, an organization needs to take different strategies. This paper presents an approach to handle different situations when comparing and attempting to comply with multiple regulations as part of a goal-oriented modeling framework named LEGAL-URN. This framework helps organizations find suitable trade-offs and priorities when complying with multiple regulations while at the same time trying to meet their own business objectives. The approach is illustrated with a case study involving a Canadian health care organization that must comply with four laws related to privacy, quality of care, freedom of information, and care consent.","This paper presents an approach to handle different situations when comparing and attempting to comply with multiple Regulations as part of a goal-oriented modeling framework named LEGAL-URN, which helps organizations find suitable trade-offs and priorities when complying with multiple regulations while at the same time trying to meet their own business objectives."
"Governing Government: A Framework for Multi-tier Institution Specification and Reasoning (Doctoral Consortium)","https://scispace.com/paper/governing-government-a-framework-for-multi-tier-institution-28irb2opey","2015","","","Thomas C. King
Virginia Dignum
M. Birna van Riemsdijk","","","A key challenge of institutions is how to guide their governing into being desirable. This is important from the perspective of an agent governed by an institution to maintain specific rights, and of cross-institutional policies that require institutions’ regulations to be coordinated (e.g. national legislations with supranational policy). This research addresses this problem by developing a framework for the specification and automated reasoning of institution governing institutions, in a hierarchical structure called multi-tier institutions, and automated revision of institutions for compliance. This automates guiding institutional designers towards desirable institutional specifications respecting autonomy and subsidiarity.","This research addresses the problem of governing into being desirable by developing a framework for the specification and automated reasoning of institution governing institutions, in a hierarchical structure called multi-tier institutions, and automated revision of institutions for compliance."
"A Reference Enterprise Architecture for Holistic Compliance Management in the Financial Sector","https://scispace.com/paper/a-reference-enterprise-architecture-for-holistic-compliance-4izoigya7y","2018","Proceedings Article","International Conference on Information Systems","Felix Timm
Kurt Sandkuhl","","https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1054&context=icis2018","Since the global financial crisis from 2007, an increasing number of regulatory requirements has forced financial institutions to implement a holistic and efficient approach for regulatory compliance management (RCM). The state of practice in financial institutions is characterized by various and segregated compliance programs. Research and practice identify an absence of a holistic RCM approach that captures the impact of legal requirements on financial institutions from organizational and information systems (IS) perspectives. Using a design science research (DSR) approach, we develop a reference compliance organization (R-CO) that uses enterprise architecture concepts to provide such a holistic solution. The contributions of our work are (i) a problem investigation of industrial needs, (ii) the R-CO model that proposes a solution for such needs, (iii) the application of the R-CO in two use cases, and (iv) the R-CO’s evolution during evaluation episodes according to the Framework for Evaluation in DSR (FEDS).","A Reference Enterprise Architecture for Holistic Compliance Management in the Financial Sector and its Applications: A Case Study of PwC’s Response to the Paris attacks."
"An integrative methodology to enable compliance-aware data services accelerating consumer regulatory governance paradigms of an enterprise","https://scispace.com/paper/an-integrative-methodology-to-enable-compliance-aware-data-2psl9pqlez","2016","Proceedings Article","Consumer Communications and Networking Conference","Vikas S. Shah","10.1109/CCNC.2016.7444842","","Traditionally, the compliances are stored and updated in hierarchical data sets through collective information resources of an enterprise. Organizations are facing significant challenges to consistently communicate compliance requirements across multiple lines-of-business, departments, applications, vendors, partners, and diversified types of consumers. It makes it more difficult due to the necessary continuous upgrades of compliances to satisfy impending regulatory policies that can vary based on numerous factors such as product or service offerings, industry sectors, and places of business. This paper examines the essentiality of an integrative approach to consistently and efficiently imply compliances. Consequently, it presents an approach in consideration of multifaceted compliance-aware data services (DSs) that enables degree of divergence in business rules. The emphasis is to leverage and introduce existing data sources as well as operative business rules that can eliminate need of transformation programs to manage compliances and corresponding regulatory policies. The initial classification of compliance scenarios (CSs) are derived to standardize and dependably evaluate the governance of compliance-aware DSs in the characteristics of consumer products' or services' regulations, reportable across an organization.","The essentiality of an integrative approach to consistently and efficiently imply compliances is examined and an approach in consideration of multifaceted compliance-aware data services (DSs) that enables degree of divergence in business rules is presented."
"Information Systems for the Governance of Compliant Service Systems","https://scispace.com/paper/information-systems-for-the-governance-of-compliant-service-4vobr4mz1l","2014","Book Chapter","Conference on Advanced Information Systems Engineering","Eric Dubois","10.1007/978-3-319-07881-6_1","https://scispace.com/pdf/information-systems-for-the-governance-of-compliant-service-4vobr4mz1l.pdf","The traditional role of an Information System (IS) is to support operation and management within an organization. In the presentation, we will discuss the specific role that IS can also play to support the management aspects related to the governance of an organization regarding its compliance to norms and regulations. In the new service economy, governance issues are no longer limited to a single organization but should be extended at the level of service value networks, i.e. service systems. In such systems, one of the challenges is for each organization to demonstrate its compliance in a transparent way. In this paper, we discuss how to organize a global governance framework and we illustrate its use in the IT service management. On the basis of some research on TIPA, a process reference model making possible to objectively measure the quality of delivered IT services, we illustrate how IS and Enterprise Architecture can effectively support the deployment of such global governance model.","This paper discusses how to organize a global governance framework and its use in the IT service management and illustrates how IS and Enterprise Architecture can effectively support the deployment of such global governance model."
"intelliGOV – Compliance Verification of Service-Oriented Architectures with Ontologies and Semantic Rules and Queries","https://scispace.com/paper/intelligov-compliance-verification-of-service-oriented-16r77q4cgt","2014","Book Chapter","Database and Expert Systems Applications","Haroldo Maria Teixeira Filho
Leonardo Guerreiro Azevedo
Leonardo Guerreiro Azevedo
Sean W. M. Siqueira","10.1007/978-3-319-10073-9_34","","Organizations are adopting Service-Oriented Architecture (SOA) to simplify system landscape, reduce costs and achieve deadlines. To accomplish these goals, it is necessary to ensure that the architecture and its evolution are compliant with business goals, best practices, legal and regulatory requirements. However, compliance verification of SOA is difficult due to the wide set of domains and the heterogeneity of the elements used to compose a service oriented solution. Although ontologies and rules could provide a solution for this problem, this approach cannot represent and verify a significant set of governance policies. Therefore, we propose intelliGOV, an architecture that gathers data from SOA environment, loads it in an ontology and uses semantic rules and queries to verify compliance. A case study conducted in a global energy company provides evidence of solution expressiveness, low coding demand and independence of methods and tools.","In this paper, the authors propose intelliGOV, an architecture that gathers data from SOA environment, loads it in an ontology and uses semantic rules and queries to verify compliance."
"A compliance management ontology: developing shared understanding through models","https://scispace.com/paper/a-compliance-management-ontology-developing-shared-1cqzvh0xn5","2012","Book Chapter","Conference on Advanced Information Systems Engineering","Norris Syed Abdullah
Shazia Sadiq
Marta Indulska","10.1007/978-3-642-31095-9_28","https://scispace.com/pdf/a-compliance-management-ontology-developing-shared-1cqzvh0xn5.pdf","Managing regulatory compliance is increasingly challenging and costly for organizations world-wide. Due to the diversity of stakeholders in compliance management initiatives, any effort towards providing compliance management solutions demands a common understanding of compliance management concepts and practice. This paper reports on research undertaken to develop an ontology to create a shared conceptualization of the compliance management domain, namely CoMOn (Compliance Management Ontology). The ontology concepts are extracted from interviews and surveys of compliance management experts and practitioners, and refined through synthesis with leading academic literature related to compliance management. A semiotic framework was utilized to conduct a rigorous evaluation of CoMOn through a series of eight case studies spanning a number of industry sectors. The consensus achieved through the evaluation has positioned CoMOn as a comprehensive domain ontology for Compliance Management.","In this article, the authors report on research undertaken to develop an ontology to create a shared conceptualization of the compliance management domain, namely CoMOn (Compliance Management Ontology)."
"GoCoMM: a governance and compliance maturity model","https://scispace.com/paper/gocomm-a-governance-and-compliance-maturity-model-4se99a79fs","2009","Proceedings Article","","Gabriela Gheorghe
Fabio Massacci
Stephan Neuhaus
Alexander Pretschner","10.1145/1655168.1655175","","Advanced methodologies for compliance such as CobiT identify a number of maturity levels that must be reached: first the existence of an infrastructure for the enforcement of security controls; second, the ability to continuously monitor and audit quantifiable indicators for the controls put in place; and third, the ability to react when a policy violation is detected. In this paper, we go further and define a governance and compliance maturity model (GoCoMM) that is process-oriented. As an instance of the highest level of governance and compliance, we suggest a method of goal correlation that provides measurable indicators of security and compliance by systematically refining business processes and regulatory goals. We also introduce a run-time architecture to support this model.","This paper defines a governance and compliance maturity model (GoCoMM) that is process-oriented and suggests a method of goal correlation that provides measurable indicators of security and compliance by systematically refining business processes and regulatory goals."
"A compliance management ontology: Developing shared understanding through models","https://scispace.com/paper/a-compliance-management-ontology-developing-shared-nnffi4dvi4","2012","Journal Article","Lecture Notes in Computer Science","Norris Syed Abdullah
Shazia Sadiq
Marta Indulska","","","Managing regulatory compliance is increasingly challenging and costly for organizations world-wide. Due to the diversity of stakeholders in compliance management initiatives, any effort towards providing compliance management solutions demands a common understanding of compliance management concepts and practice. This paper reports on research undertaken to develop an ontology to create a shared conceptualization of the compliance management domain, namely CoMOn (Compliance Management Ontology). The ontology concepts are extracted from interviews and surveys of compliance management experts and practitioners, and refined through synthesis with leading academic literature related to compliance management. A semiotic framework was utilized to conduct a rigorous evaluation of CoMOn through a series of eight case studies spanning a number of industry sectors. The consensus achieved through the evaluation has positioned CoMOn as a comprehensive domain ontology for Compliance Management.","Research undertaken to develop an ontology to create a shared conceptualization of the compliance management domain, namely CoMOn (Compliance Management Ontology), positioned as a comprehensive domain ontology for Compliance Management."
"From Regulatory Policies to Event Monitoring Rules: Towards Model-Driven Compliance Automation","https://scispace.com/paper/from-regulatory-policies-to-event-monitoring-rules-towards-otwqbqf7kw","2006","","","Christopher J. Giblin
Samuel Muller
Birgit Pfitzmann","","","The complexity and costs of conforming to regulatory objectives in large enterprises has drastically heightened the need for consistent and automated approaches to managing compliance. To uniformly describe and manage compliance policies in distributed and heterogeneous IT environments, we have proposed a compliance metamodel for formally capturing regulatory requirements and managing them in a systematic lifecycle. A key aspect in automating compliance involves the monitoring of application events to determine whether business processes and applications operate within the parameters set forth in formal compliance policies. We show how subsets of the regulations, industry guidances or best practices that are expressed in terms of the metamodel can be (semi-)automatically transformed into event monitoring rules with the help of temporal rule patterns. Using examples of regulatory requirements, we demonstrate their formalization in compliance policies and their automated transformation into event correlation rules.","It is shown how subsets of the regulations, industry guidances or best practices expressed in terms of the metamodel can be (semi-)automatically transformed into event monitoring rules with the help of temporal rule patterns."
"CoReL: Policy-Based and Model-Driven Regulatory Compliance Management","https://scispace.com/paper/corel-policy-based-and-model-driven-regulatory-compliance-3kzrvpclsm","2011","Proceedings Article","Enterprise Distributed Object Computing","Marwane El Kharbili
Qin Ma
Pierre Kelsen
Elke Pulvermueller","10.1109/EDOC.2011.23","https://scispace.com/pdf/corel-policy-based-and-model-driven-regulatory-compliance-3kzrvpclsm.pdf","Regulatory compliance management is now widely recognized as one of the main challenges still to be efficiently dealt with in information systems. In the discipline of business process management in particular, compliance is considered as an important driver of the efficiency, reliability and market value of companies. It consists of ensuring that enterprise systems behave according to some guidance provided in the form of regulations. This paper gives a definition of the research problem of regulatory compliance. We show why we expect a formal policy-based and model-driven approach to provide significant advantages in allowing enterprises to flexibly manage decision-making related to regulatory compliance. For this purpose, we contribute CoReL, a domain-specific modeling language for representing compliance requirements that has a graphical concrete syntax. Informal semantics of CoReL are introduced and its use is illustrated on an example. CoReL allows to leverage business process compliance modeling and checking, enhancing it with regard to, among other dimensions, user-friendliness, genericity, and traceability.","CoReL is contributed, a domain-specific modeling language for representing compliance requirements that has a graphical concrete syntax that allows to leverage business process compliance modeling and checking, enhancing it with regard to, among other dimensions, user-friendliness, genericity, and traceability."
"Realizing Trustworthy Business Services by a New GRC Approach","https://scispace.com/paper/realizing-trustworthy-business-services-by-a-new-grc-2xlz1vp7x1","2009","","","Yudistira Asnar
Hoon Wei Lim
Fabio Massacci
Claire Worledge","","https://scispace.com/pdf/realizing-trustworthy-business-services-by-a-new-grc-2xlz1vp7x1.pdf","The trustworthiness of business services is widely recognised as a critical factor for the success of an organization. Businesses are increasing in complexity and unpredictability, while demand for accountability, as well as regulatory compliance is becoming mandatory. Yet, some reports indicate that the level of fraud within an organization is far from decreasing. Thus, a structured approach to Governance, Risk and Compliance (GRC) has become a high priority goal for many organizations. GRC solutions enable organizations to address various business challenges related to risk management and regulatory compliance. For example, GRC solutions provide end-to-end control management, deployment of controls through risk-based approaches and automatic monitoring of controls across different entities and applications. Furthermore, GRC solutions enable standardization of methodologies, vocabulary and measurements across an organization, therefore facilitating the detection of risks, the prioritization of corrective actions and so the enforcement of compliance.","In this article, a structured approach to Governance, Risk and Compliance (GRC) has become a high priority goal for many organizations, and GRC solutions enable organizations to address various business challenges related to risk management and regulatory compliance."
"Rubacon: automated support for model-based compliance engineering","https://scispace.com/paper/rubacon-automated-support-for-model-based-compliance-2dc8cc1qb4","2008","Proceedings Article","International Conference on Software Engineering","Sebastian Höhn
Jan Jürjens","10.1145/1368088.1368228","https://rgse.uni-koblenz.de/jj/publications/papers/icse08tooltalk.pdf","Compliance frameworks, laws and regulations such as Sarbanes Oxley, Basel II, Solvency II, HIPAA etc. demand from companies in a more and more rigorous way to demonstrate that their organisation, processes and supporting IT landscape implement and follow a set of guidelines at differing levels of abstraction. The work presented in this paper aims to contribute to a software engineering process which is driven by security, risk and compliance management considerations. We concentrate on a part of this approach that focusses on the question how one can use software engineering methods and tools to enforce that the configuration of a system enforces the security policies that arise from business compliance regulations. We present tool support for Model-based Compliance Engineering, i.e. for the model-based development and analysis of software configurations that ensures compliance with security policies. It allows one to check UML models of business applications and their configuration data for adherence to security policies and compliance requirements. The tool is based on standardized data formats, such as UML and XML, which makes its integration into existing business architectures as efficient as possible.","This paper presents tool support for Model-based Compliance Engineering, i.e. for the model-based development and analysis of software configurations that ensures compliance with security policies, which allows one to check UML models of business applications and their configuration data for adherence to security policies and compliance requirements."
"Structuring and Organizing Financial Reporting Governance Using Metamodeling Approach","https://scispace.com/paper/structuring-and-organizing-financial-reporting-governance-1b7zaulfk4xq","2025","Journal Article","","Khaleed Omair Alotaibi","10.20944/preprints202505.1850.v1","","Financial Reporting Governance (FRG) encompasses the processes that ensure financial reporting is accurate, transparent, and compliant with regulations. A variety of models, policies, procedures, frameworks, and processes have been established to organize, manage, structure, share, and reuse knowledge within the FRG domain from multiple perspectives. However, these existing works are often tailored to specific scenarios, leading to a lack of a unified abstract model that organizes and structures FRG domain knowledge comprehensively. This paper aims to create a novel high-level abstract model for FRG domain knowledge, employing Model Driven Engineering (MDE) and metamodeling, which we refer to as the Financial Reporting Governance Model (FRGM). The FRGM comprises ten abstract components: corporate governance structures, auditing and financial controls, compliance and regulatory framework, transparency and accountability, risk management, stakeholder engagement and communication, performance measurement and financial reporting, cultural and ethical considerations, technology and innovation training and development. Each of these components represents a semantic knowledge area, complete with definitions, relationships, attributes, and operations. The capabilities and effectiveness of the FRGM are validated through vertical transformation, ensuring that solution models derived from the FRGM are practical and relevant. Ultimately, the FRGM addresses issues of heterogeneity and interoperability within the FRG domain. ","This paper proposes the Financial Reporting Governance Model (FRGM), a metamodel-based framework that structures and organizes FRG domain knowledge, comprising ten abstract components, to ensure accurate, transparent, and compliant financial reporting."
"Multi-level Modeling without Classical Modeling Facilities.","https://scispace.com/paper/multi-level-modeling-without-classical-modeling-facilities-1z0055d6iz","2020","Proceedings Article","International Conference on Model-Driven Engineering and Software Development","Ferenc A. Somogyi
Zoltan Theisz
Sándor Bácsi
Gergely Mezei
Dániel Palatinszky","10.5220/0008973503930400","",": Multi-level modeling is a modeling paradigm that has been becoming more and more popular in recent years. The ultimate goal of multi-level modeling is to reduce accidental complexity that may arise from modeling methodologies that are not suitable to describe multi-level models. However, currently, most multi-level modeling approaches are dependent on classical modeling facilities, like OMG’s four-level modeling architecture. The potency notion is one of the most widely-used enablers of multi-level modeling that governs the depth model elements can be instantiated at. In this paper, we propose an alternative implementation to the ﬁrst in-carnation of the potency notion, the so-called classic potency notion. Its multi-level nature is mapped into our multi-layer modeling framework, which liberates it from direct dependence on classical modeling facilities. We examine the proposed mapping in details and also demonstrate it via a simple case study. This work is aimed as the ﬁrst step towards a generic multi-level modeling framework where researchers can freely exper-iment with novel multi-level modeling ideas and can share and compare their results without worrying about any sorts of tool dependence.","An alternative implementation to the first incarnation of the potency notion, the so-called classic potency notion is proposed, which liberates it from direct dependence on classical modeling facilities and is aimed as the first step towards a generic multi-level modeling framework."
"Unravelling multi-level governance systems:","https://scispace.com/paper/unravelling-multi-level-governance-systems-44vdogg2xh","2020","Journal Article","The British Journal of Politics and International Relations","Michael Zürn","10.1177/1369148120937449","https://journals.sagepub.com/doi/pdf/10.1177/1369148120937449","One of the most important features of the multi-level governance research programme is the parallel conceptualisation of the vertical and the horizontal relationships within multi-level governance ...","One of the most important features of the multi-level governance research program is the parallel conceptualisation of the vertical and the horizontal relationships within multilevel governance as discussed by the authors, which is the core of our work."
"Join potency: a way of combining separate multi-level models","https://scispace.com/paper/join-potency-a-way-of-combining-separate-multi-level-models-3x3jm18tme","2020","Proceedings Article","Model Driven Engineering Languages and Systems","Zoltán Theisz
Sándor Bácsi
Gergely Mezei
Ferenc A. Somogyi
Dániel Palatinszky","10.1145/3417990.3421411","","Multi-level modeling has become a mature modeling paradigm both theoretically and by technical means. It has proved itself when a single domain has to be created without accidental complexity. However, when several interconnected domains are to be handled, multi-level modeling is still not as capable as legacy metamodeling. Our position paper aims to narrow the gap by the introduction of a novel technique that can combine several multi-level models from different domains statically. Besides its theoretical proposal, the solution is also defined in our multi-layer modeling framework (Dynamic Multi-Layer Algebra) and is demonstrated by an illustrative example.","This position paper aims to narrow the gap by the introduction of a novel technique that can combine several multi-level models from different domains statically by defining the solution in the authors' multi-layer modeling framework (Dynamic Multi-Layer Algebra)."
"Validated Multi-layer Meta-modeling via Intrinsically Modeled Operations.","https://scispace.com/paper/validated-multi-layer-meta-modeling-via-intrinsically-9xcyv0eikm","2017","","","Gergely Mezei
Dániel Urbán
Zoltán Theisz","","https://scispace.com/pdf/validated-multi-layer-meta-modeling-via-intrinsically-9xcyv0eikm.pdf","State-of-the-art meta-model based technologies are facing increasing pressure under new challenges originating from practical industrial applications. Dynamic Multi-Layer Algebra (DMLA) is a novel generic modeling approach that intends to meet these challenges by combining multi-level meta-modeling and validated instantiation. This paper describes the core ideas and techniques that have been applied to DMLA in order to create a modular model intrinsic validation of instantiation. The approach is also illustrated by a simple example.","The core ideas and techniques that have been applied to DMLA are described to create a modular model intrinsic validation of instantiation and are illustrated by a simple example."
"Deep meta-modelling with METADEPTH","https://scispace.com/paper/deep-meta-modelling-with-metadepth-5awn2bsv57","2010","Book Chapter","Lecture Notes in Computer Science","Juan de Lara
Esther Guerra","10.1007/978-3-642-13953-6_1","https://scispace.com/pdf/deep-meta-modelling-with-metadepth-5awn2bsv57.pdf","Meta-modelling is at the core of Model-Driven Engineering, where it is used for language engineering and domain modelling. The OMG's Meta-Object Facility is the standard framework for building and instantiating meta-models. However, in the last few years, several researchers have identified limitations and rigidities in such a scheme, most notably concerning the consideration of only two meta-modelling levels at the same time.

In this paper we present METADEPTH, a novel framework that supports a dual linguistic/ontological instantiation and permits building systems with an arbitrary number of meta-levels through deep metamodelling. The framework implements advanced modelling concepts allowing the specification and evaluation of derived attributes and constraints across multiple meta-levels, linguistic extensions of ontological instance models, transactions, and hosting different constraint and action languages.","This paper presents METADEPTH, a novel framework that supports a dual linguistic/ontological instantiation and permits building systems with an arbitrary number of meta-levels through deep metamodelling."
"By multi-layer to multi-level modeling","https://scispace.com/paper/by-multi-layer-to-multi-level-modeling-2m7c6yd2zk","2019","Proceedings Article","Model Driven Engineering Languages and Systems","Zoltan Theisz
Sándor Bácsi
Gergely Mezei
Ferenc A. Somogyi
Dániel Palatinszky","10.1109/MODELS-C.2019.00024","","Multi-level modeling has a well-defined and commonly agreed on aim of avoiding any kind of accidental complexity by the introduction of meta-levels. However, the actual means of achieving this goal are left to the discretion of the particular approach to decide on. Potency notion-based clabjects provide a suitable trade-off in this regard, hence other approaches tend to imitate these characteristics. Dynamic Multi-Layer Algebra (DMLA) is such an alternative formal modeling technique that has already been tested successfully against multi-level challenges such as the MULTI 2018 workshop's Bicycle Challenge. Although DMLA has proved its merit, it has still been lacking the capability of integrating object-oriented features such as inheritance into its formalism. Therefore, in this paper, we showcase one potential way of incorporating inheritance with abstract entities into DMLA without having to relinquish any of its formal precision such as self-validation or self-description. The paper both describes our technical solution and illustrates it through a model excerpt borrowed from the Bicycle Challenge.","This paper showcases one potential way of incorporating inheritance with abstract entities into DMLA without having to relinquish any of its formal precision such as self-validation or self-description."
"A Metamodel to Integrate Control Objectives into Viewpoints for EA Management.","https://scispace.com/paper/a-metamodel-to-integrate-control-objectives-into-viewpoints-226g5xegvg","2018","","","Dierk Jugel
Christian M. Schweda
Christina Bauer
Jawed Zamani
Alfred Zimmermann","","https://scispace.com/pdf/a-metamodel-to-integrate-control-objectives-into-viewpoints-226g5xegvg.pdf","Enterprise Governance, Risk and Compliance (GRC) systems are key to managing risks threatening modern enterprises from many different angles. Key constituent to GRC systems is the definition of Controls that are implemented on the different layers of an Enterprise Architecture (EA). As part of the compliance aspect of GRC, the effectiveness of these Controls is assessed and reported to relevant management bodies within the enterprise. In this paper we present a metamodel which links Controls to the affected elements of an EA and supplies a way of expressing associated assessment techniques and results. We complement the metamodel with an expository instantiation in a cockpit for Control compliance applied in an international enterprise in the insurance industry.","A metamodel is presented which links Controls to the affected elements of an EA and supplies a way of expressing associated assessment techniques and results and is complemented with an expository instantiation in a cockpit for Control compliance applied in an international enterprise in the insurance industry."
